,PID,SalePrice,MSSubClass,BldgType,HouseStyle,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,SaleCondition,SaleType,MoSold,YrSold
192,916326040,170000,20,1Fam,1Story,1328,0,0,1328,0.0,1.0,1,1,2,1,5,Typ,Normal,WD ,7,2007
193,534403040,158000,80,1Fam,SLvl,1302,0,0,1302,0.0,1.0,2,0,3,1,7,Min1,Normal,CWD,10,2007
194,528220040,167800,60,1Fam,2Story,745,745,0,1490,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,7,2009
195,907201280,134900,20,1Fam,1Story,914,0,0,914,1.0,0.0,1,0,2,1,5,Typ,Normal,WD ,10,2009
196,528235180,190000,80,1Fam,SLvl,1166,0,0,1166,1.0,0.0,2,0,2,1,5,Typ,Normal,WD ,7,2008
197,528231050,192140,60,1Fam,2Story,734,1104,0,1838,0.0,0.0,2,1,4,1,7,Typ,Normal,WD ,7,2006
198,907425010,149300,120,TwnhsE,1Story,848,0,0,848,1.0,0.0,1,0,1,1,3,Typ,Normal,WD ,5,2008
199,905103180,132000,80,1Fam,SLvl,934,0,0,934,0.0,1.0,1,0,2,1,4,Typ,Normal,WD ,7,2006
200,528228450,181000,120,TwnhsE,1Story,1504,0,0,1504,0.0,0.0,2,0,1,1,7,Typ,Normal,WD ,5,2009
201,906380030,248500,20,1Fam,1Story,1615,0,0,1615,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,5,2008
202,528445060,221500,20,1Fam,1Story,1595,0,0,1595,0.0,0.0,2,0,2,1,6,Typ,Normal,WD ,5,2010
203,909252110,177000,70,1Fam,2Story,840,840,0,1680,0.0,0.0,2,0,4,1,8,Typ,Normal,WD ,3,2008
204,909179020,197000,75,1Fam,2.5Fin,1687,998,397,3082,1.0,0.0,2,1,5,1,12,Typ,Normal,WD ,8,2009
205,907230240,137000,160,Twnhs,2Story,630,690,0,1320,0.0,0.0,2,1,3,1,5,Typ,Normal,WD ,6,2006
206,909251050,147500,30,1Fam,1Story,1232,0,0,1232,0.0,0.0,1,0,3,1,6,Typ,Normal,WD ,10,2009
207,903231010,141500,50,1Fam,1.5Fin,1067,472,0,1539,0.0,0.0,1,1,3,1,5,Typ,Normal,WD ,4,2009
208,528142090,280000,20,1Fam,1Story,1836,0,0,1836,1.0,0.0,2,0,3,1,7,Typ,Normal,WD ,3,2009
209,907200280,150000,20,1Fam,1Story,1026,0,0,1026,1.0,0.0,1,1,3,1,5,Typ,Normal,WD ,6,2010
210,528477040,226700,60,1Fam,2Story,866,902,0,1768,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,2,2008
211,903206070,153000,50,1Fam,1.5Fin,1144,594,0,1738,0.0,0.0,2,0,3,1,6,Typ,Normal,WD ,7,2008
212,909428190,224000,20,1Fam,1Story,1640,0,0,1640,1.0,0.0,1,0,3,1,7,Typ,Normal,WD ,11,2008
213,528112040,360000,20,1Fam,1Story,1736,0,0,1736,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,7,2009
214,528142040,350000,60,1Fam,2Story,1462,762,0,2224,1.0,0.0,2,1,4,1,10,Typ,Normal,WD ,6,2009
215,902106060,107500,70,1Fam,2Story,1378,994,0,2372,0.0,0.0,2,0,4,2,11,Min2,Normal,WD ,12,2009
216,527375100,213000,20,1Fam,1Story,1621,0,0,1621,1.0,0.0,2,0,3,1,7,Typ,Normal,WD ,6,2009
217,527105070,189500,60,1Fam,2Story,945,663,0,1608,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,7,2009
218,909277090,155000,20,1Fam,1Story,1273,0,0,1273,0.0,0.0,1,0,2,1,5,Typ,Normal,WD ,6,2009
219,527110130,161500,80,1Fam,SLvl,754,630,0,1384,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,3,2007
220,527375210,158000,20,1Fam,1Story,1193,0,0,1193,0.0,0.0,2,0,3,1,5,Typ,Normal,WD ,8,2009
221,533215030,285000,120,TwnhsE,1Story,1310,0,0,1310,1.0,0.0,1,1,1,1,5,Typ,Normal,WD ,7,2008
222,906378100,245350,20,1Fam,1Story,1694,0,0,1694,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,2,2010
223,527325090,192000,60,1Fam,2Story,1085,845,0,1930,1.0,0.0,2,1,4,1,9,Typ,Normal,WD ,3,2007
224,526301100,215000,20,1Fam,1Story,1656,0,0,1656,1.0,0.0,1,0,3,1,7,Typ,Normal,WD ,5,2010
225,535178060,139000,20,1Fam,1Story,1196,0,0,1196,1.0,0.0,1,0,2,1,6,Typ,Normal,WD ,5,2008
226,903430090,117000,50,1Fam,1.5Fin,1001,634,0,1635,0.0,0.0,1,0,2,1,5,Typ,Normal,WD ,6,2006
227,534402140,154000,20,1Fam,1Story,1154,0,0,1154,0.0,0.0,1,1,3,1,6,Typ,Normal,WD ,11,2009
228,908225240,111000,20,1Fam,1Story,948,0,0,948,0.0,0.0,1,0,3,1,5,Typ,Normal,WD ,2,2007
229,534451110,110000,50,1Fam,1.5Fin,979,224,0,1203,1.0,0.0,1,0,3,1,5,Typ,Normal,WD ,7,2009
230,914467040,254900,60,1Fam,2Story,1036,880,0,1916,1.0,0.0,2,1,3,1,8,Typ,Normal,WD ,5,2010
231,527451110,125000,160,TwnhsE,2Story,765,600,0,1365,0.0,0.0,1,1,3,1,7,Min1,Normal,WD ,5,2009
232,907262020,200000,60,1Fam,2Story,860,869,0,1729,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,8,2007
233,527376110,162900,60,1Fam,2Story,832,832,0,1664,0.0,0.0,2,1,4,1,8,Typ,Normal,WD ,3,2006
234,904301375,61000,30,1Fam,1Story,904,0,0,904,1.0,0.0,0,1,1,1,4,Maj1,Normal,WD ,3,2009
235,905352070,245000,20,1Fam,1Story,1524,0,0,1524,1.0,0.0,2,0,3,1,7,Typ,Normal,WD ,4,2008
236,527145090,180000,120,TwnhsE,1Story,1280,0,0,1280,0.0,0.0,2,0,2,1,5,Typ,Normal,WD ,8,2008
237,902427180,110000,80,1Fam,SLvl,1382,0,0,1382,0.0,0.0,2,0,1,1,6,Mod,Normal,WD ,5,2007
238,903476030,140000,190,2fmCon,2Story,1032,780,0,1812,0.0,0.0,2,0,4,2,8,Typ,Normal,WD ,5,2010
239,534400030,155000,20,1Fam,1Story,1128,0,0,1128,1.0,0.0,2,0,3,1,6,Typ,Normal,WD ,12,2008
240,533213120,172900,160,Twnhs,2Story,757,792,0,1549,1.0,0.0,2,1,3,1,6,Typ,Normal,WD ,4,2008
241,528290010,184000,60,1Fam,2Story,788,702,0,1490,1.0,0.0,2,1,3,1,8,Typ,Normal,WD ,2,2008
242,907420060,168675,60,1Fam,2Story,738,753,0,1491,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,5,2007
243,907260010,255900,60,1Fam,2Story,1149,1141,0,2290,0.0,0.0,2,1,4,1,9,Typ,Normal,WD ,5,2008
244,906201200,301000,60,1Fam,2Story,1553,1177,0,2730,1.0,0.0,2,1,4,1,8,Typ,Normal,WD ,8,2007
245,906382020,217000,20,1Fam,1Story,1546,0,0,1546,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,6,2007
246,532376160,138500,20,1Fam,1Story,894,0,0,894,1.0,0.0,1,0,3,1,5,Typ,Normal,WD ,4,2010
247,910202070,147000,70,1Fam,2Story,672,672,0,1344,0.0,0.0,1,0,3,1,6,Typ,Normal,WD ,7,2009
248,528150120,354000,60,1Fam,2Story,1136,1332,0,2468,1.0,0.0,2,1,4,1,10,Typ,Normal,WD ,6,2007
249,902101050,135000,50,1Fam,1.5Fin,1226,442,0,1668,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,5,2006
250,909250070,160000,70,1Fam,2Story,743,736,0,1479,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,5,2006
251,535476240,127000,20,1Fam,1Story,1045,0,0,1045,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,4,2009
252,528228405,219990,120,TwnhsE,1Story,1576,0,0,1576,1.0,0.0,2,0,2,1,7,Typ,Normal,WD ,5,2008
253,905202230,235000,20,1Fam,1Story,1252,0,0,1252,1.0,0.0,1,0,1,1,4,Typ,Normal,WD ,3,2008
254,527210060,377426,20,1Fam,1Story,1922,0,0,1922,1.0,0.0,2,0,3,1,8,Typ,Normal,WD ,7,2007
255,528228460,160200,120,TwnhsE,1Story,1145,0,0,1145,0.0,0.0,2,0,2,1,5,Typ,Normal,WD ,9,2009
256,528112020,306000,20,1Fam,1Story,1704,0,0,1704,1.0,0.0,2,0,3,1,7,Typ,Normal,WD ,5,2010
257,528290180,190000,60,1Fam,2Story,819,695,0,1514,1.0,0.0,2,1,3,1,7,Typ,Normal,WD ,6,2009
258,907254050,214000,60,1Fam,2Story,840,915,0,1755,1.0,0.0,2,1,3,1,7,Typ,Normal,WD ,8,2006
259,904100040,134000,20,1Fam,1Story,1211,0,0,1211,0.0,0.0,1,0,3,1,5,Typ,Normal,WD ,8,2008
260,534126060,170000,80,1Fam,SLvl,1222,698,0,1920,0.0,0.0,3,0,4,1,8,Typ,Normal,WD ,9,2006
261,535402010,190000,90,Duplex,2Story,1248,1296,0,2544,0.0,0.0,2,2,6,2,12,Typ,Normal,WD ,8,2009
262,534403080,179900,80,1Fam,SLvl,1265,0,0,1265,0.0,1.0,2,0,3,1,6,Typ,Normal,WD ,10,2008
263,532351140,112000,90,Duplex,1.5Fin,1318,584,0,1902,0.0,0.0,2,0,4,2,8,Typ,Normal,WD ,4,2010
264,903426010,140000,70,1Fam,2Story,672,672,0,1344,1.0,0.0,1,1,3,1,6,Typ,Normal,WD ,9,2007
265,531367050,233000,60,1Fam,2Story,956,1128,0,2084,1.0,0.0,2,1,4,1,8,Typ,Normal,WD ,1,2010
266,533213130,176500,160,Twnhs,2Story,757,744,0,1501,1.0,0.0,2,1,3,1,6,Typ,Normal,WD ,9,2007
267,907185060,200500,60,1Fam,2Story,804,878,0,1682,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,6,2010
268,905427010,235000,70,1Fam,2Story,1337,672,0,2009,0.0,0.0,2,0,4,1,8,Typ,Normal,WD ,12,2006
269,908102100,140000,20,1Fam,1Story,1214,0,0,1214,1.0,0.0,1,0,2,1,6,Typ,Normal,WD ,4,2007
270,527145080,191500,120,TwnhsE,1Story,1280,0,0,1280,0.0,0.0,2,0,2,1,5,Typ,Normal,WD ,1,2010
271,534250300,190000,60,1Fam,2Story,1097,896,0,1993,0.0,0.0,2,1,4,1,8,Typ,Normal,WD ,6,2006
272,905301050,302000,20,1Fam,1Story,1824,0,0,1824,1.0,0.0,2,0,2,1,5,Typ,Normal,WD ,6,2007
273,534202180,158000,80,1Fam,SLvl,1141,0,0,1141,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,7,2006
274,531450170,187000,60,1Fam,2Story,832,878,0,1710,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,6,2008
275,533212120,149900,160,Twnhs,2Story,520,623,80,1223,0.0,0.0,2,1,2,1,4,Typ,Normal,WD ,7,2006
276,902109120,119164,50,1Fam,1.5Fin,1095,561,0,1656,0.0,0.0,2,0,2,1,8,Mod,Normal,WD ,5,2008
277,535450310,143000,50,1Fam,1.5Fin,1168,678,0,1846,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,1,2007
278,903201030,138000,30,1Fam,1Story,1143,0,0,1143,0.0,0.0,1,0,2,1,5,Typ,Normal,WD ,7,2008
279,533236060,170000,160,Twnhs,2Story,962,624,0,1586,1.0,0.0,2,1,3,1,7,Typ,Normal,WD ,12,2008
280,908102130,100000,90,Duplex,1Story,1664,0,0,1664,0.0,0.0,2,0,4,2,8,Typ,Normal,WD ,5,2010
281,905105070,154000,20,1Fam,1Story,1060,0,0,1060,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,5,2010
282,533241030,239000,60,1Fam,2Story,975,975,0,1950,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,6,2007
283,923228260,90500,160,Twnhs,2Story,546,546,0,1092,0.0,0.0,1,1,3,1,5,Typ,Normal,WD ,6,2006
284,534204030,135000,20,1Fam,1Story,925,0,0,925,1.0,0.0,1,0,3,1,5,Typ,Normal,WD ,7,2008
285,535477020,155000,60,1Fam,2Story,1051,788,0,1839,0.0,0.0,1,1,4,1,7,Typ,Normal,WD ,6,2010
286,907192130,221000,20,1Fam,1Story,1494,0,0,1494,1.0,0.0,2,0,3,1,6,Typ,Normal,WD ,9,2008
287,534151120,230000,60,1Fam,2Story,1316,972,0,2288,0.0,0.0,1,2,4,1,8,Typ,Normal,WD ,11,2009
288,908102170,144000,20,1Fam,1Story,1196,0,0,1196,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,6,2010
289,907401050,207000,20,1Fam,1Story,1390,0,0,1390,1.0,0.0,2,0,3,1,7,Typ,Normal,WD ,3,2006
290,902105060,129000,70,1Fam,2Story,764,700,0,1464,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,3,2009
291,534431050,197600,50,1Fam,1.5Fin,1929,532,0,2461,0.0,0.0,2,0,3,1,7,Min2,Normal,WD ,3,2010
292,528344060,280000,60,1Fam,2Story,1086,838,0,1924,1.0,0.0,2,1,3,1,7,Typ,Normal,WD ,6,2006
293,909452114,203135,80,1Fam,SLvl,896,756,0,1652,1.0,0.0,2,1,3,1,6,Typ,Normal,WD ,6,2010
294,909455040,162500,120,TwnhsE,1Story,1191,0,0,1191,0.0,0.0,2,0,2,1,5,Typ,Normal,WD ,3,2010
295,534276190,98000,20,1Fam,1Story,1014,0,0,1014,0.0,0.0,1,0,2,1,6,Typ,Normal,WD ,3,2008
296,907253060,235000,60,1Fam,2Story,992,873,0,1865,1.0,0.0,2,1,3,1,7,Typ,Normal,WD ,6,2008
297,902329090,157000,70,1Fam,2Story,998,764,0,1762,1.0,0.0,1,1,4,1,8,Typ,Normal,WD ,10,2006
298,527453160,143000,160,TwnhsE,2Story,855,601,0,1456,0.0,0.0,2,1,4,1,7,Typ,Normal,WD ,5,2008
299,903233080,150000,50,1Fam,1.5Fin,1245,764,0,2009,0.0,0.0,2,0,4,1,7,Min2,Normal,WD ,1,2008
300,528292060,225000,60,1Fam,2Story,1037,1285,0,2322,0.0,0.0,2,1,4,1,8,Typ,Normal,WD ,5,2008
301,909256120,119750,30,1Fam,1Story,954,0,0,954,0.0,0.0,1,0,2,1,5,Typ,Normal,WD ,6,2007
302,906223220,229000,80,1Fam,SLvl,1302,735,0,2037,0.0,0.0,2,1,3,1,8,Typ,Normal,WD ,2,2008
303,535153150,163000,20,1Fam,1Story,1261,0,0,1261,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,11,2008
304,527163080,160000,20,1Fam,1Story,1187,0,0,1187,0.0,0.0,2,0,3,1,6,Typ,Normal,WD ,8,2007
305,907414080,173500,60,1Fam,2Story,738,738,0,1476,1.0,0.0,2,1,3,1,7,Typ,Normal,WD ,2,2009
306,527402090,139000,80,1Fam,SLvl,576,533,0,1109,0.0,1.0,1,0,3,1,5,Typ,Normal,WD ,12,2007
307,535426260,157000,20,1Fam,1Story,1253,0,0,1253,1.0,0.0,1,1,2,1,5,Typ,Normal,WD ,5,2008
308,528322020,384500,60,1Fam,2Story,1779,772,0,2551,1.0,0.0,2,1,4,1,8,Typ,Normal,WD ,6,2007
309,908152180,141000,90,Duplex,2Story,1100,1133,0,2233,0.0,0.0,2,1,5,2,11,Typ,Normal,WD ,2,2007
310,909131170,140000,70,1Fam,2Story,810,672,0,1482,0.0,0.0,2,0,4,1,7,Typ,Normal,WD ,3,2008
311,527146135,270000,160,1Fam,2Story,2079,608,0,2687,0.0,0.0,2,1,4,1,9,Typ,Normal,WD ,12,2006
312,907255010,220000,20,1Fam,1Story,1358,0,0,1358,1.0,0.0,1,1,1,1,5,Typ,Normal,WD ,6,2006
313,528142110,360000,20,1Fam,1Story,1944,0,0,1944,1.0,0.0,2,0,3,1,8,Typ,Normal,WD ,11,2006
314,533223030,156000,160,TwnhsE,2Story,713,739,0,1452,1.0,0.0,2,1,3,1,6,Typ,Normal,WD ,9,2009
315,907131120,211000,60,1Fam,2Story,882,914,0,1796,1.0,0.0,2,1,3,1,7,Typ,Normal,WD ,5,2007
316,534201130,135500,80,1Fam,SLvl,980,0,0,980,0.0,0.0,2,0,3,1,6,Typ,Normal,WD ,10,2006
317,528366050,430000,20,1Fam,1Story,3228,0,0,3228,1.0,0.0,3,0,4,1,10,Typ,Normal,WD ,5,2007
318,528340030,410000,60,1Fam,2Story,1671,1407,0,3078,1.0,0.0,2,1,4,1,9,Typ,Normal,WD ,7,2007
319,903475020,125000,20,1Fam,1Story,825,0,0,825,1.0,0.0,1,0,2,1,4,Typ,Normal,WD ,6,2008
320,908152290,171500,60,1Fam,2Story,734,674,0,1408,1.0,0.0,2,1,3,1,6,Typ,Normal,WD ,5,2007
321,527163100,188000,60,1Fam,2Story,773,885,0,1658,1.0,0.0,2,1,3,1,8,Typ,Normal,WD ,6,2008
322,916477020,305000,60,1Fam,2Story,1482,780,0,2262,1.0,0.0,2,1,4,1,10,Typ,Normal,WD ,8,2008
323,535456010,119000,90,Duplex,1Story,1556,0,0,1556,0.0,0.0,2,0,4,2,8,Typ,Normal,WD ,9,2006
324,534129080,197900,80,1Fam,SLvl,1724,0,0,1724,1.0,0.0,1,1,3,1,7,Typ,Normal,WD ,6,2009
325,535101020,178000,85,1Fam,SFoyer,1128,0,0,1128,1.0,0.0,1,0,2,1,5,Typ,Normal,WD ,1,2010
326,528320060,625000,60,1Fam,2Story,1831,1796,0,3627,1.0,0.0,3,1,4,1,10,Typ,Normal,WD ,7,2006
327,903234220,150000,50,1Fam,1.5Fin,994,588,0,1582,0.0,0.0,2,0,3,1,6,Typ,Normal,WD ,2,2009
328,911370520,250000,120,TwnhsE,1Story,1646,0,0,1646,1.0,1.0,2,0,2,1,5,Typ,Normal,WD ,7,2008
329,528218020,176000,60,1Fam,2Story,768,768,0,1536,0.0,0.0,2,1,3,1,6,Typ,Normal,WD ,6,2007
330,902325050,163000,75,1Fam,2.5Unf,880,888,0,1768,0.0,0.0,1,1,2,1,6,Typ,Normal,WD ,10,2006
331,905427070,235000,70,1Fam,2Story,1236,872,0,2108,0.0,0.0,2,0,4,1,7,Typ,Normal,WD ,7,2008
332,907252050,222000,60,1Fam,2Story,878,884,0,1762,0.0,0.0,2,1,3,1,6,Typ,Normal,WD ,7,2006
333,907253130,313000,60,1Fam,2Story,1476,677,0,2153,1.0,0.0,2,1,3,1,8,Typ,Normal,WD ,5,2009
334,903429080,155000,70,1Fam,2Story,916,910,0,1826,1.0,0.0,1,1,4,1,7,Min2,Normal,WD ,6,2009
335,527451060,106000,160,Twnhs,2Story,483,504,0,987,0.0,0.0,1,1,2,1,5,Typ,Normal,WD ,9,2008
336,907418040,193000,20,1Fam,1Story,1361,0,0,1361,0.0,0.0,2,0,3,1,6,Typ,Normal,WD ,6,2008
337,911226030,65000,70,1Fam,2Story,432,432,0,864,0.0,0.0,1,1,3,1,5,Min2,Normal,WD ,6,2008
338,535402230,147000,20,1Fam,1Story,1207,0,0,1207,0.0,0.0,1,1,3,1,6,Typ,Normal,WD ,5,2006
339,527427230,184000,120,TwnhsE,1Story,1337,0,0,1337,1.0,0.0,2,0,2,1,5,Typ,Normal,WD ,6,2010
340,903204030,128250,50,1Fam,1.5Fin,910,525,0,1435,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,3,2007
341,923225360,91000,180,Twnhs,SLvl,526,462,0,988,1.0,0.0,1,0,2,1,5,Typ,Normal,WD ,11,2009
342,903202120,140200,50,1Fam,1.5Fin,972,605,0,1577,0.0,0.0,1,0,3,1,6,Typ,Normal,WD ,10,2006
343,527455050,147000,160,TwnhsE,2Story,804,744,0,1548,0.0,1.0,2,1,3,1,7,Typ,Normal,WD ,7,2009
344,903231190,115000,50,1Fam,1.5Fin,896,448,0,1344,0.0,0.0,1,0,3,1,7,Typ,Normal,WD ,4,2006
345,528275110,219500,60,1Fam,2Story,864,1131,0,1995,0.0,0.0,2,1,4,1,8,Typ,Normal,WD ,7,2007
346,906202040,180000,20,1Fam,1Story,1298,0,0,1298,1.0,0.0,2,0,3,1,5,Typ,Normal,WD ,5,2006
347,902401130,143000,70,1Fam,2Story,832,650,0,1482,0.0,1.0,1,0,3,1,7,Typ,Normal,WD ,7,2009
348,528382030,221000,60,1Fam,2Story,1195,644,0,1839,0.0,0.0,2,1,4,1,7,Typ,Normal,WD ,6,2010
349,907200190,153500,80,1Fam,SLvl,1025,0,0,1025,0.0,0.0,2,0,3,1,6,Typ,Normal,WD ,7,2007
350,531451110,143000,120,TwnhsE,1Story,923,0,0,923,0.0,0.0,2,0,2,1,5,Typ,Normal,WD ,5,2010
351,906340130,332000,20,1Fam,1Story,1720,0,0,1720,1.0,0.0,2,0,3,1,8,Typ,Normal,WD ,11,2009
352,923400025,143000,50,1Fam,1.5Fin,796,566,0,1362,1.0,0.0,1,1,1,1,5,Typ,Normal,WD ,10,2009
353,528480130,241000,60,1Fam,2Story,1112,438,0,1550,1.0,0.0,2,0,2,1,7,Typ,Normal,WD ,10,2009
354,534277070,135750,20,1Fam,1Story,952,0,0,952,0.0,0.0,1,0,2,1,4,Typ,Normal,WD ,4,2008
355,907203060,112500,20,1Fam,1Story,882,0,0,882,1.0,0.0,1,0,3,1,5,Typ,Normal,WD ,3,2007
356,528480160,205950,60,1Fam,2Story,822,843,0,1665,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,5,2008
357,907135050,146000,20,1Fam,1Story,990,0,0,990,1.0,0.0,1,0,3,1,5,Typ,Normal,WD ,7,2007
358,916403010,175000,20,1Fam,1Story,1412,0,0,1412,1.0,0.0,2,0,3,1,6,Typ,Normal,WD ,3,2009
359,528482020,256000,20,1Fam,1Story,1660,0,0,1660,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,6,2008
360,905451320,129000,20,1Fam,1Story,1144,0,0,1144,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,6,2010
361,907135260,145000,20,1Fam,1Story,990,0,0,990,0.0,1.0,1,0,3,1,5,Typ,Normal,WD ,2,2008
362,527455280,148800,20,1Fam,1Story,1120,0,0,1120,0.0,1.0,1,0,3,1,5,Typ,Normal,WD ,7,2009
363,527451400,89500,160,TwnhsE,2Story,483,504,0,987,0.0,0.0,1,1,2,1,5,Typ,Normal,WD ,8,2008
364,528290030,167000,80,1Fam,SLvl,744,630,0,1374,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,5,2009
365,535154080,157900,20,1Fam,1Story,1442,0,0,1442,0.0,0.0,1,1,4,1,7,Typ,Normal,COD,4,2007
366,909276110,177500,70,1Fam,2Story,753,741,0,1494,0.0,0.0,1,0,3,1,7,Typ,Normal,WD ,11,2009
367,914476010,171500,20,1Fam,1Story,1279,0,0,1279,0.0,1.0,2,0,3,1,6,Typ,Normal,WD ,2,2008
368,535451210,109900,20,1Fam,1Story,1040,0,0,1040,0.0,0.0,1,0,2,1,4,Typ,Normal,WD ,7,2006
369,916402115,184000,20,1Fam,1Story,1651,0,0,1651,1.0,0.0,2,0,3,1,7,Min2,Normal,WD ,11,2008
370,527375160,184500,80,1Fam,SLvl,1109,766,0,1875,0.0,0.0,3,0,3,1,8,Typ,Normal,WD ,6,2006
371,527252080,334000,120,TwnhsE,1Story,1710,0,0,1710,1.0,0.0,2,0,2,1,6,Typ,Normal,WD ,7,2008
372,916380060,294000,20,1Fam,1Story,1537,0,0,1537,1.0,0.0,2,0,3,1,8,Typ,Normal,WD ,4,2008
373,533125080,290000,60,1Fam,2Story,1364,1319,0,2683,1.0,0.0,2,1,4,1,9,Typ,Normal,WD ,6,2008
374,908275180,135000,50,1Fam,1.5Fin,997,473,0,1470,0.0,0.0,2,0,4,1,7,Typ,Normal,WD ,5,2008
375,528348030,252000,60,1Fam,2Story,1108,1277,0,2385,0.0,0.0,2,1,4,1,8,Typ,Normal,WD ,5,2007
376,907252190,270000,20,1Fam,1Story,1673,0,0,1673,1.0,0.0,2,0,3,1,7,Typ,Normal,WD ,1,2007
377,527190220,275000,120,1Fam,1Story,1742,0,0,1742,1.0,0.0,2,0,2,1,5,Typ,Normal,WD ,12,2006
378,534425015,200000,20,1Fam,1Story,1652,0,0,1652,1.0,0.0,1,1,3,1,6,Typ,Normal,WD ,7,2007
379,528172060,255900,20,1Fam,1Story,1606,0,0,1606,0.0,0.0,2,0,3,1,6,Typ,Normal,WD ,7,2009
380,909455060,200000,120,TwnhsE,1Story,1020,0,0,1020,1.0,0.0,1,0,1,1,4,Typ,Normal,WD ,3,2007
381,527164120,194500,60,1Fam,2Story,1086,809,0,1895,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,10,2008
382,534477270,165500,80,1Fam,SLvl,1661,0,0,1661,1.0,0.0,1,0,3,1,8,Typ,Normal,WD ,10,2008
383,527105050,187500,60,1Fam,2Story,926,678,0,1604,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,4,2008
384,906394040,225000,20,1Fam,1Story,1614,0,0,1614,0.0,0.0,2,0,3,1,7,Typ,Normal,WD ,3,2006
385,902206240,100000,50,1Fam,1.5Fin,1060,185,0,1245,0.0,0.0,1,0,3,1,6,Typ,Normal,WD ,3,2010
386,909253010,177000,50,1Fam,1.5Fin,1172,741,0,1913,0.0,0.0,1,1,3,1,9,Typ,Normal,WD ,3,2009
387,909279080,220000,50,1Fam,1.5Fin,1096,895,0,1991,0.0,0.0,1,1,3,1,7,Typ,Normal,WD ,3,2007
388,907290040,224900,20,1Fam,1Story,1661,0,0,1661,0.0,0.0,2,0,3,1,6,Typ,Normal,WD ,5,2010
389,535457020,156500,20,1Fam,1Story,1377,0,0,1377,1.0,0.0,1,0,3,1,6,Typ,Normal,WD ,11,2007
390,902204120,139000,50,1Fam,1.5Fin,816,750,0,1566,0.0,0.0,1,1,5,1,7,Typ,Normal,WD ,8,2006
391,535301170,153000,20,1Fam,1Story,1297,0,0,1297,0.0,1.0,1,0,3,1,5,Typ,Normal,WD ,10,2009
392,923228230,88000,160,TwnhsE,2Story,546,546,0,1092,0.0,0.0,1,1,3,1,6,Typ,Normal,WD ,8,2009
393,923202060,115000,20,1Fam,1Story,1771,0,0,1771,0.0,0.0,1,0,3,1,9,Min1,Normal,WD ,11,2009
394,904302260,100000,190,2fmCon,1.5Fin,1212,180,0,1392,1.0,0.0,1,0,3,1,6,Typ,Normal,ConLD,2,2010
395,909275250,195000,50,1Fam,2Story,940,610,0,1550,0.0,0.0,1,1,3,1,7,Min2,Normal,WD ,9,2006
396,531452080,172000,120,TwnhsE,1Story,1398,0,0,1398,1.0,0.0,2,0,2,1,5,Typ,Normal,WD ,7,2006
397,528138020,259000,20,1Fam,1Story,1822,0,0,1822,0.0,0.0,2,0,3,1,8,Typ,Normal,WD ,2,2010
398,905101330,90000,90,Duplex,1Story,1296,0,0,1296,0.0,0.0,2,0,2,2,6,Typ,Normal,WD ,10,2006
399,916475110,202900,60,1Fam,2Story,993,915,0,1908,0.0,0.0,2,1,4,1,9,Typ,Normal,WD ,4,2010
400,534128020,206000,60,1Fam,2Story,1285,782,0,2067,0.0,0.0,2,1,3,1,7,Typ,Normal,WD ,6,2009
401,909475300,222000,20,1Fam,1Story,1680,0,0,1680,1.0,0.0,2,0,3,1,5,Typ,Normal,WD ,12,2009
402,527358090,172000,85,1Fam,SFoyer,1083,0,0,1083,1.0,0.0,1,0,2,1,5,Typ,Normal,WD ,7,2006
403,909250120,138887,70,1Fam,2Story,892,892,0,1784,0.0,0.0,1,1,4,1,9,Typ,Normal,WD ,7,2006
