,PID,SalePrice,LotFrontage,LotArea,LotShape,LandSlope,LandContour,MSZoning,Street,Alley,Neighborhood,LotConfig,Condition1,Condition2,Foundation,Utilities,Heating,HeatingQC,CentralAir,Electrical
192,916326040,170000,115.0,16905,Reg,Gtl,Lvl,RL,Pave,,Timber,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
193,534403040,158000,85.0,9350,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
194,528220040,167800,57.0,8918,IR1,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
195,907201280,134900,76.0,6950,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
196,528235180,190000,59.0,9587,IR1,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
197,528231050,192140,60.0,21930,IR3,Gtl,Lvl,RL,Pave,,Gilbert,Inside,RRAn,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
198,907425010,149300,,4426,Reg,Gtl,Lvl,RM,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
199,905103180,132000,80.0,10366,IR1,Gtl,Lvl,RL,Pave,,Sawyer,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
200,528228450,181000,43.0,3182,Reg,Gtl,Lvl,RL,Pave,,Blmngtn,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
201,906380030,248500,65.0,9345,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
202,528445060,221500,73.0,8987,Reg,Gtl,Lvl,RL,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
203,909252110,177000,63.0,15576,Reg,Gtl,Lvl,RL,Pave,,Crawfor,Inside,Norm,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
204,909179020,197000,102.0,15863,Reg,Gtl,Lvl,RL,Pave,,SWISU,Corner,Norm,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
205,907230240,137000,,3612,IR1,Gtl,Lvl,RH,Pave,,Landmrk,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
206,909251050,147500,64.0,8574,Reg,Gtl,Lvl,RL,Pave,,Crawfor,Inside,Norm,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
207,903231010,141500,51.0,6120,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Corner,Norm,Norm,BrkTil,AllPub,GasA,TA,Y,SBrkr
208,528142090,280000,107.0,11362,IR1,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
209,907200280,150000,38.0,15240,IR1,Gtl,Lvl,RL,Pave,,CollgCr,FR2,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
210,528477040,226700,75.0,9803,Reg,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
211,903206070,153000,,7010,Reg,Gtl,Lvl,RL,Pave,,BrkSide,Inside,Norm,Norm,BrkTil,AllPub,GasA,TA,Y,SBrkr
212,909428190,224000,,14778,IR1,Gtl,Low,RL,Pave,,Crawfor,CulDSac,PosN,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
213,528112040,360000,95.0,11578,Reg,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
214,528142040,350000,74.0,8834,Reg,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
215,902106060,107500,60.0,6600,Reg,Gtl,Lvl,RM,Pave,,OldTown,Corner,Norm,Norm,Stone,AllPub,GasA,TA,N,SBrkr
216,527375100,213000,,9373,IR1,Gtl,Lvl,RL,Pave,,NWAmes,CulDSac,PosN,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
217,527105070,189500,88.0,10179,IR1,Gtl,Lvl,RL,Pave,,Gilbert,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
218,909277090,155000,80.0,14680,IR1,Gtl,HLS,RL,Pave,Grvl,Crawfor,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
219,527110130,161500,56.0,8872,IR1,Gtl,HLS,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
220,527375210,158000,85.0,11050,IR1,Gtl,Lvl,RL,Pave,,NWAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,Fa,Y,SBrkr
221,533215030,285000,,4538,IR1,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
222,906378100,245350,64.0,10475,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
223,527325090,192000,61.0,11339,IR1,Gtl,Lvl,RL,Pave,,NWAmes,Inside,PosA,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
224,526301100,215000,141.0,31770,IR1,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,Fa,Y,SBrkr
225,535178060,139000,72.0,9000,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,FuseA
226,903430090,117000,59.0,5310,Reg,Gtl,Lvl,RM,Pave,,OldTown,Corner,Feedr,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
227,534402140,154000,,11000,IR1,Gtl,Lvl,RL,Pave,,NAmes,CulDSac,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
228,908225240,111000,75.0,10215,Reg,Gtl,Bnk,RL,Pave,,Edwards,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
229,534451110,110000,,7015,IR1,Gtl,Bnk,RL,Pave,,BrkSide,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
230,914467040,254900,85.0,11050,Reg,Gtl,Lvl,RL,Pave,,Mitchel,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
231,527451110,125000,24.0,2368,Reg,Gtl,Lvl,RM,Pave,,BrDale,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
232,907262020,200000,65.0,8158,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
233,527376110,162900,78.0,10140,Reg,Gtl,Lvl,RL,Pave,,NWAmes,Inside,Norm,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
234,904301375,61000,,10020,IR1,Sev,Low,RL,Pave,,Edwards,Inside,Norm,Norm,BrkTil,AllPub,GasA,Gd,N,FuseA
235,905352070,245000,82.0,20270,IR1,Gtl,Lvl,RL,Pave,,ClearCr,CulDSac,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
236,527145090,180000,39.0,5070,IR1,Gtl,HLS,RL,Pave,,StoneBr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
237,902427180,110000,76.0,11800,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Norm,Norm,Slab,AllPub,GasA,Ex,Y,SBrkr
238,903476030,140000,76.0,7630,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Feedr,Norm,BrkTil,AllPub,GasA,Gd,Y,SBrkr
239,534400030,155000,80.0,8700,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
240,533213120,172900,24.0,2280,Reg,Gtl,Lvl,FV,Pave,Pave,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
241,528290010,184000,60.0,15384,IR1,Gtl,Lvl,RL,Pave,,Gilbert,Inside,RRAn,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
242,907420060,168675,64.0,8333,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
243,907260010,255900,,11250,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
244,906201200,301000,86.0,10380,IR1,Gtl,Lvl,RL,Pave,,SawyerW,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
245,906382020,217000,75.0,11750,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
246,532376160,138500,65.0,8450,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Inside,RRAe,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
247,910202070,147000,59.0,10690,Reg,Gtl,Lvl,RM,Pave,,IDOTRR,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,FuseA
248,528150120,354000,99.0,12099,IR1,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
249,902101050,135000,60.0,9600,Reg,Gtl,Lvl,RM,Pave,Grvl,OldTown,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,FuseA
250,909250070,160000,43.0,7000,Reg,Gtl,Lvl,RL,Pave,,SWISU,Inside,Feedr,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
251,535476240,127000,80.0,7936,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
252,528228405,219990,,3940,Reg,Gtl,Lvl,RM,Pave,,Blmngtn,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
253,905202230,235000,,13500,Reg,Gtl,Lvl,RL,Pave,,ClearCr,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
254,527210060,377426,86.0,14157,IR1,Gtl,HLS,RL,Pave,,StoneBr,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
255,528228460,160200,43.0,3182,Reg,Gtl,Lvl,RL,Pave,,Blmngtn,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
256,528112020,306000,98.0,11478,Reg,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
257,528290180,190000,42.0,8433,IR1,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
258,907254050,214000,45.0,9468,IR2,Gtl,Lvl,RL,Pave,,CollgCr,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
259,904100040,134000,55.0,8250,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Inside,Feedr,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
260,534126060,170000,102.0,10192,IR1,Gtl,Lvl,RL,Pave,,NWAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
261,535402010,190000,81.0,9671,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Artery,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
262,534403080,179900,85.0,9350,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
263,532351140,112000,68.0,8930,Reg,Gtl,Lvl,RM,Pave,,Sawyer,Inside,RRAe,Norm,Slab,AllPub,GasA,TA,Y,SBrkr
264,903426010,140000,,5700,IR1,Gtl,Lvl,RM,Pave,,OldTown,Corner,Feedr,Norm,BrkTil,AllPub,GasA,Gd,N,FuseA
265,531367050,233000,76.0,10142,IR1,Gtl,Lvl,RL,Pave,,SawyerW,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
266,533213130,176500,24.0,2280,Reg,Gtl,Lvl,FV,Pave,Pave,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
267,907185060,200500,70.0,8750,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
268,905427010,235000,114.0,19950,Reg,Gtl,Lvl,RL,Pave,,Edwards,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
269,908102100,140000,70.0,9170,Reg,Gtl,Lvl,RL,Pave,,Edwards,Corner,Feedr,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
270,527145080,191500,43.0,5005,IR1,Gtl,HLS,RL,Pave,,StoneBr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
271,534250300,190000,,14803,IR1,Gtl,Lvl,RL,Pave,,NWAmes,CulDSac,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
272,905301050,302000,,115149,IR2,Sev,Low,RL,Pave,,ClearCr,CulDSac,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
273,534202180,158000,80.0,9600,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
274,531450170,187000,76.0,9291,IR1,Gtl,Lvl,RL,Pave,,SawyerW,Corner,RRNe,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
275,533212120,149900,24.0,2544,Reg,Gtl,Lvl,FV,Pave,Pave,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
276,902109120,119164,63.0,7628,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Norm,Norm,BrkTil,AllPub,GasA,Gd,Y,FuseA
277,535450310,143000,78.0,10496,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Artery,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
278,903201030,138000,55.0,7111,IR1,Gtl,Bnk,RL,Pave,,BrkSide,Inside,Norm,Norm,BrkTil,AllPub,GasA,TA,Y,SBrkr
279,533236060,170000,24.0,2645,Reg,Gtl,Lvl,FV,Pave,Pave,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
280,908102130,100000,75.0,9825,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,N,SBrkr
281,905105070,154000,,8246,IR1,Gtl,Lvl,RL,Pave,,Sawyer,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
282,533241030,239000,66.0,7399,IR1,Gtl,Lvl,FV,Pave,Pave,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
283,923228260,90500,21.0,1936,Reg,Gtl,Lvl,RM,Pave,,MeadowV,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
284,534204030,135000,65.0,8125,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
285,535477020,155000,70.0,7700,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,PosN,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
286,907192130,221000,88.0,12803,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
287,534151120,230000,,13774,IR1,Gtl,Lvl,RL,Pave,,NWAmes,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
288,908102170,144000,60.0,10044,IR1,Gtl,Low,RL,Pave,,Edwards,CulDSac,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
289,907401050,207000,70.0,8810,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
290,902105060,129000,90.0,9900,Reg,Gtl,Lvl,RM,Pave,,OldTown,Corner,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
291,534431050,197600,68.0,9724,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
292,528344060,280000,78.0,12011,IR1,Gtl,Lvl,RL,Pave,,NoRidge,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
293,909452114,203135,85.0,19645,IR1,Gtl,Lvl,RL,Pave,,Crawfor,FR2,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
294,909455040,162500,35.0,3907,IR1,Mod,HLS,RM,Pave,,Blueste,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
295,534276190,98000,74.0,7785,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,Slab,AllPub,GasA,TA,Y,SBrkr
296,907253060,235000,,10316,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
297,902329090,157000,60.0,7200,Reg,Gtl,Lvl,RM,Pave,,OldTown,Corner,Norm,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
298,527453160,143000,24.0,2308,Reg,Gtl,Lvl,RL,Pave,,NPkVill,FR2,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
299,903233080,150000,52.0,6240,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Inside,Norm,Norm,BrkTil,AllPub,GasA,TA,Y,SBrkr
300,528292060,225000,41.0,12460,IR1,Gtl,Lvl,RL,Pave,,Gilbert,FR2,RRAn,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
301,909256120,119750,50.0,6305,Reg,Gtl,Bnk,RL,Pave,,Crawfor,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
302,906223220,229000,85.0,10541,IR1,Gtl,Lvl,RL,Pave,,SawyerW,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
303,535153150,163000,76.0,9120,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
304,527163080,160000,,9556,IR1,Gtl,Lvl,RL,Pave,,Gilbert,Corner,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
305,907414080,173500,64.0,8633,Reg,Gtl,Lvl,RL,Pave,,CollgCr,FR2,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
306,527402090,139000,70.0,10500,Reg,Gtl,Lvl,RL,Pave,,NAmes,FR2,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
307,535426260,157000,,10920,IR1,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
308,528322020,384500,100.0,12191,IR1,Gtl,Lvl,RL,Pave,,NoRidge,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
309,908152180,141000,,9555,IR1,Gtl,Lvl,RL,Pave,,Edwards,CulDSac,Norm,Norm,Slab,AllPub,GasA,TA,Y,SBrkr
310,909131170,140000,,12155,IR1,Gtl,Lvl,RH,Pave,,SWISU,Inside,Norm,Norm,BrkTil,AllPub,GasA,TA,N,SBrkr
311,527146135,270000,68.0,13108,IR1,Gtl,Lvl,RL,Pave,,StoneBr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
312,907255010,220000,,11088,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
313,528142110,360000,90.0,12378,IR1,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
314,533223030,156000,35.0,3768,Reg,Gtl,Lvl,FV,Pave,,Somerst,FR2,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
315,907131120,211000,,9531,IR1,Gtl,Lvl,RL,Pave,,CollgCr,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
316,534201130,135500,75.0,9750,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
317,528366050,430000,,12692,IR1,Gtl,Lvl,RL,Pave,,NoRidge,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
318,528340030,410000,89.0,10557,IR1,Gtl,Lvl,RL,Pave,,NoRidge,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
319,903475020,125000,49.0,8235,IR1,Gtl,HLS,RM,Pave,,OldTown,Inside,Feedr,RRNn,CBlock,AllPub,GasA,TA,Y,SBrkr
320,908152290,171500,60.0,7023,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
321,527163100,188000,,8000,Reg,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
322,916477020,305000,85.0,12244,Reg,Gtl,Lvl,RL,Pave,,Timber,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
323,535456010,119000,75.0,8512,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
324,534129080,197900,,17871,IR1,Gtl,Lvl,RL,Pave,,NWAmes,CulDSac,Norm,Norm,CBlock,AllPub,GasA,Fa,Y,SBrkr
325,535101020,178000,75.0,11380,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
326,528320060,625000,118.0,35760,IR1,Gtl,Lvl,RL,Pave,,NoRidge,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
327,903234220,150000,51.0,6120,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Inside,Norm,Norm,BrkTil,AllPub,GasA,TA,Y,FuseA
328,911370520,250000,44.0,3811,IR1,Mod,HLS,RM,Pave,,Crawfor,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
329,528218020,176000,65.0,10237,Reg,Gtl,Lvl,RL,Pave,,Gilbert,Inside,RRAn,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
330,902325050,163000,60.0,10800,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Norm,Norm,BrkTil,AllPub,GasW,Fa,N,SBrkr
331,905427070,235000,120.0,13728,Reg,Gtl,Lvl,RL,Pave,,Edwards,Corner,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
332,907252050,222000,,9930,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
333,907253130,313000,,11050,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,PosN,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
334,903429080,155000,50.0,2500,Reg,Gtl,Lvl,RM,Pave,Pave,OldTown,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
335,527451060,106000,21.0,1869,Reg,Gtl,Lvl,RM,Pave,,BrDale,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
336,907418040,193000,74.0,9627,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
337,911226030,65000,60.0,9000,Reg,Gtl,Bnk,C (all),Grvl,,IDOTRR,Inside,Norm,Norm,Stone,AllPub,GasA,Ex,Y,SBrkr
338,535402230,147000,77.0,9510,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
339,527427230,184000,26.0,5858,IR1,Gtl,Lvl,RH,Pave,,NAmes,FR2,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
340,903204030,128250,55.0,8674,Reg,Gtl,HLS,RM,Pave,,BrkSide,Inside,RRNn,Artery,CBlock,AllPub,GasA,TA,Y,SBrkr
341,923225360,91000,21.0,1596,Reg,Gtl,Lvl,RM,Pave,,MeadowV,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
342,903202120,140200,65.0,6435,Reg,Gtl,Lvl,RL,Pave,,BrkSide,Inside,RRAn,Norm,BrkTil,AllPub,GasA,Gd,Y,SBrkr
343,527455050,147000,24.0,2364,Reg,Gtl,Lvl,RL,Pave,,NPkVill,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
344,903231190,115000,,6240,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Inside,Norm,Norm,BrkTil,AllPub,GasA,Gd,Y,FuseA
345,528275110,219500,,8740,IR1,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
346,906202040,180000,,11200,Reg,Gtl,Lvl,RL,Pave,,SawyerW,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
347,902401130,143000,50.0,9000,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Artery,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
348,528382030,221000,58.0,16770,IR2,Gtl,Lvl,RL,Pave,,NoRidge,CulDSac,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
349,907200190,153500,59.0,8660,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
350,531451110,143000,50.0,8012,Reg,Gtl,Lvl,RL,Pave,,SawyerW,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
351,906340130,332000,65.0,10816,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
352,923400025,143000,85.0,14115,IR1,Gtl,Lvl,RL,Pave,,Mitchel,Inside,Norm,Norm,Wood,AllPub,GasA,Ex,Y,SBrkr
353,528480130,241000,65.0,8125,Reg,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
354,534277070,135750,,8475,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,FuseA
355,907203060,112500,70.0,7700,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
356,528480160,205950,65.0,8125,Reg,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
357,907135050,146000,60.0,8428,IR2,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
358,916403010,175000,130.0,11457,IR1,Gtl,Lvl,RL,Pave,,Timber,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
359,528482020,256000,85.0,10625,Reg,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
360,905451320,129000,68.0,9571,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
361,907135260,145000,57.0,9245,IR2,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
