,PID,SalePrice,MiscFeature,Fireplaces,FireplaceQu,PoolQC,PoolArea,PavedDrive,ExterQual,OverallQual,OverallCond,MiscVal,YearBuilt,YearRemodAdd,KitchenQual,Fence,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterCond,MasVnrType,MasVnrArea
260,534126060,170000,,1,TA,,0,Y,TA,7,6,0,1968,1992,Gd,GdPrv,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,143.0
261,535402010,190000,,0,,,0,Y,TA,6,5,0,1969,1969,TA,,Gable,CompShg,MetalSd,MetalSd,TA,Stone,480.0
262,534403080,179900,,1,Gd,,0,Y,TA,5,8,0,1965,1999,Gd,MnPrv,Gable,CompShg,BrkFace,BrkFace,Gd,None,0.0
263,532351140,112000,,0,,,0,Y,TA,6,5,0,1978,1978,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
264,903426010,140000,,1,Gd,,0,Y,TA,7,6,0,1929,1990,Gd,GdPrv,Gable,CompShg,Wd Sdng,Wd Shng,TA,None,0.0
265,531367050,233000,,0,,,0,Y,Gd,7,5,0,2004,2004,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
266,533213130,176500,,1,TA,,0,Y,TA,6,5,0,1999,1999,TA,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,342.0
267,907185060,200500,,0,,,0,Y,TA,6,5,0,1998,1998,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,116.0
268,905427010,235000,,2,Gd,,0,P,TA,6,7,0,1928,1950,TA,,Gable,CompShg,WdShing,Plywood,TA,None,0.0
269,908102100,140000,Shed,0,,,0,Y,TA,5,7,400,1965,1965,TA,GdPrv,Hip,CompShg,MetalSd,MetalSd,TA,None,0.0
270,527145080,191500,,0,,,0,Y,Gd,8,5,0,1992,1992,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
271,534250300,190000,,1,Gd,,0,Y,TA,6,5,0,1971,1971,TA,GdWo,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,252.0
272,905301050,302000,,2,TA,,0,Y,TA,7,5,0,1971,2002,Gd,,Gable,CompShg,Plywood,Plywood,TA,Stone,351.0
273,534202180,158000,,0,,,0,Y,TA,5,7,0,1967,1967,TA,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,140.0
274,531450170,187000,,0,,,0,Y,Gd,6,5,0,1993,1993,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,120.0
275,533212120,149900,,0,,,0,Y,Gd,7,5,0,2005,2005,Gd,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
276,902109120,119164,,0,,,0,Y,TA,4,6,0,1940,1985,TA,,Gable,CompShg,MetalSd,MetalSd,Gd,None,0.0
277,535450310,143000,,1,Gd,,0,Y,TA,6,6,0,1949,1950,TA,GdWo,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkFace,320.0
278,903201030,138000,,1,Po,,0,Y,Gd,5,7,0,1928,1983,TA,GdPrv,Gable,CompShg,WdShing,Wd Shng,Gd,None,0.0
279,533236060,170000,,0,,,0,Y,Gd,8,5,0,1999,1999,Gd,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,466.0
280,908102130,100000,,0,,,0,Y,TA,5,5,0,1965,1965,TA,,Hip,CompShg,AsphShn,AsphShn,TA,None,0.0
281,905105070,154000,,1,TA,,0,Y,TA,5,8,0,1968,2001,Gd,MnPrv,Gable,CompShg,Plywood,Plywood,Gd,None,0.0
282,533241030,239000,,1,TA,,0,Y,Gd,7,5,0,1997,1998,Gd,,Hip,CompShg,VinylSd,VinylSd,TA,BrkFace,1600.0
283,923228260,90500,,0,,,0,Y,TA,4,7,0,1970,1970,TA,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
284,534204030,135000,,0,,,0,Y,Gd,5,7,0,1965,2005,TA,,Hip,CompShg,HdBoard,HdBoard,TA,None,0.0
285,535477020,155000,,1,TA,,0,Y,TA,6,5,0,1966,1966,TA,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,351.0
286,907192130,221000,,1,TA,,0,Y,Gd,7,5,0,2002,2002,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,99.0
287,534151120,230000,,2,TA,,0,Y,TA,7,7,0,1977,1992,Gd,,Hip,CompShg,HdBoard,HdBoard,Gd,BrkFace,283.0
288,908102170,144000,,0,,,0,Y,TA,5,6,0,1968,1968,TA,MnPrv,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
289,907401050,207000,,0,,,0,Y,Gd,7,5,0,2003,2003,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
290,902105060,129000,,0,,,0,N,Gd,5,8,0,1910,2002,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
291,534431050,197600,,2,Gd,,0,Y,Gd,5,7,0,1952,2002,TA,GdWo,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,265.0
292,528344060,280000,,1,TA,,0,Y,Gd,8,5,0,1998,1998,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,530.0
293,909452114,203135,,0,,,0,Y,TA,7,6,0,1994,2007,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,44.0
294,909455040,162500,,1,TA,,0,Y,Gd,8,5,0,1989,1989,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
295,534276190,98000,,0,,,0,Y,TA,5,5,0,1956,1956,TA,GdWo,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
296,907253060,235000,,1,TA,,0,Y,Gd,7,5,0,2000,2000,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
297,902329090,157000,,0,,,0,N,TA,7,7,0,1920,1950,Gd,,Hip,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
298,527453160,143000,,0,,,0,Y,TA,6,6,0,1975,1975,TA,,Gable,CompShg,Plywood,Brk Cmn,TA,None,0.0
299,903233080,150000,,1,Gd,,0,Y,TA,7,5,0,1939,1950,TA,MnPrv,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
300,528292060,225000,,1,TA,,0,Y,Gd,7,5,0,1999,2000,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
301,909256120,119750,,1,Gd,,0,Y,TA,5,7,0,1938,1950,Fa,MnPrv,Gable,CompShg,MetalSd,MetalSd,Gd,None,0.0
302,906223220,229000,,1,TA,,0,Y,Gd,7,5,0,1996,1996,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
303,535153150,163000,Shed,1,TA,,0,Y,TA,6,6,1400,1958,1958,TA,,Hip,CompShg,MetalSd,MetalSd,TA,None,0.0
304,527163080,160000,,0,,,0,Y,TA,7,5,0,1992,1993,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,52.0
305,907414080,173500,,0,,,0,Y,Gd,6,5,0,2005,2005,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
306,527402090,139000,,0,,,0,Y,TA,5,7,0,1971,2005,TA,GdWo,Gambrel,CompShg,MetalSd,AsphShn,TA,BrkFace,82.0
307,535426260,157000,,1,Fa,,0,Y,TA,6,5,0,1960,1960,TA,GdWo,Hip,CompShg,MetalSd,MetalSd,TA,BrkFace,212.0
308,528322020,384500,,2,TA,,0,Y,Gd,8,5,0,1997,1998,Gd,,Hip,CompShg,VinylSd,VinylSd,TA,BrkFace,515.0
309,908152180,141000,,0,,,0,Y,TA,5,6,0,1979,1979,TA,,Gable,CompShg,Plywood,Plywood,TA,None,0.0
310,909131170,140000,,0,,,0,P,TA,6,8,0,1925,1950,Fa,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
311,527146135,270000,,0,,,0,Y,Gd,8,5,0,1994,1994,Gd,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
312,907255010,220000,,1,TA,,0,Y,Gd,8,5,0,2002,2002,Gd,,Hip,CompShg,Stucco,Stucco,TA,None,0.0
313,528142110,360000,,3,Ex,,0,Y,Gd,9,5,0,2003,2004,Ex,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
314,533223030,156000,,0,,,0,Y,Gd,7,5,0,1999,1999,Gd,,Hip,CompShg,MetalSd,MetalSd,TA,BrkFace,218.0
315,907131120,211000,,0,,,0,Y,TA,6,5,0,1998,1998,TA,MnPrv,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
316,534201130,135500,,0,,,0,Y,TA,5,5,0,1967,1967,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
317,528366050,430000,,1,Gd,,0,Y,Gd,8,5,0,1992,1993,Gd,,Hip,CompShg,BrkFace,BrkFace,TA,None,0.0
318,528340030,410000,,1,TA,,0,Y,Gd,9,5,0,1998,1998,Gd,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,422.0
319,903475020,125000,,0,,,0,Y,TA,5,7,0,1955,1995,TA,MnPrv,Gable,CompShg,MetalSd,MetalSd,Gd,None,0.0
320,908152290,171500,,0,,,0,Y,TA,5,5,0,2005,2006,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
321,527163100,188000,,1,TA,,0,Y,TA,6,5,0,1995,1996,TA,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
322,916477020,305000,,2,Gd,,0,Y,Gd,8,5,0,2003,2003,Gd,,Hip,CompShg,VinylSd,VinylSd,TA,Stone,226.0
323,535456010,119000,,0,,,0,Y,TA,5,5,0,1960,1960,TA,,Hip,CompShg,BrkFace,BrkFace,TA,None,0.0
324,534129080,197900,,1,Gd,,0,Y,TA,6,5,0,1967,1976,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,359.0
325,535101020,178000,Shed,1,Gd,,0,Y,TA,6,8,1500,1966,2008,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,216.0
326,528320060,625000,,1,TA,,0,Y,Gd,10,5,0,1995,1996,Gd,,Hip,CompShg,HdBoard,HdBoard,Gd,BrkFace,1378.0
327,903234220,150000,,1,Gd,,0,Y,TA,5,6,0,1938,1950,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
328,911370520,250000,,1,Gd,,0,Y,Gd,7,5,0,2004,2005,Ex,,Hip,CompShg,CemntBd,CmentBd,TA,Stone,174.0
329,528218020,176000,,1,Gd,,0,Y,Gd,6,5,0,2005,2006,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
330,902325050,163000,,2,TA,,0,N,TA,7,7,0,1914,1970,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
331,905427070,235000,,2,TA,,0,Y,TA,6,7,0,1935,1986,Gd,,Hip,CompShg,Stucco,Stucco,TA,None,0.0
332,907252050,222000,,0,,,0,Y,Gd,7,5,0,2002,2002,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,199.0
333,907253130,313000,,2,Ex,,0,Y,Gd,9,5,0,2000,2000,Ex,,Hip,CompShg,VinylSd,VinylSd,TA,BrkFace,204.0
334,903429080,155000,,1,Gd,,0,Y,Gd,7,8,0,1915,2005,Ex,,Gable,CompShg,Stucco,Stucco,TA,None,0.0
335,527451060,106000,,0,,,0,Y,TA,6,6,0,1970,1970,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,127.0
336,907418040,193000,,0,,,0,Y,Gd,7,5,0,2007,2007,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
337,911226030,65000,,0,,,0,N,TA,4,6,0,1920,1950,Fa,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
338,535402230,147000,,0,,,0,Y,TA,6,5,0,1962,1985,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkCmn,161.0
339,527427230,184000,,1,Fa,,0,Y,Gd,7,5,0,1999,1999,Gd,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
340,903204030,128250,,0,,,0,Y,TA,5,6,0,1950,1950,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
341,923225360,91000,,0,,,0,Y,TA,4,5,0,1973,1973,TA,GdWo,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
342,903202120,140200,,1,Gd,,0,Y,TA,6,5,0,1939,1950,Fa,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
343,527455050,147000,,1,TA,,0,Y,TA,6,5,0,1978,1978,TA,,Gable,CompShg,Plywood,Brk Cmn,TA,None,0.0
344,903231190,115000,,0,,,0,Y,TA,5,4,0,1936,1950,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
345,528275110,219500,,1,Gd,,0,Y,Gd,7,5,0,2002,2002,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
346,906202040,180000,,1,TA,,0,Y,Gd,6,5,0,1985,1985,Gd,,Gable,CompShg,Wd Sdng,Wd Shng,TA,BrkFace,85.0
347,902401130,143000,,0,,,0,Y,TA,7,9,0,1920,1988,TA,,Hip,CompShg,VinylSd,VinylSd,Gd,None,0.0
348,528382030,221000,,0,,,0,Y,Gd,7,5,0,1998,1998,TA,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,30.0
349,907200190,153500,,1,Fa,,0,Y,TA,5,5,0,1976,1976,TA,,Gable,CompShg,VinylSd,VinylSd,Gd,BrkFace,113.0
350,531451110,143000,,1,TA,,0,Y,TA,6,5,0,1980,1980,TA,,Gable,CompShg,Plywood,Plywood,TA,None,0.0
351,906340130,332000,,1,Gd,,0,Y,Ex,9,5,0,2008,2008,Ex,,Gable,CompShg,VinylSd,VinylSd,TA,Stone,364.0
352,923400025,143000,Shed,0,,,0,Y,TA,5,5,700,1993,1995,TA,MnPrv,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
353,528480130,241000,,0,,,0,Y,Gd,7,5,0,2006,2007,Gd,,Gable,CompShg,CemntBd,CmentBd,TA,Stone,100.0
354,534277070,135750,,0,,,0,Y,TA,4,7,0,1956,1956,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
355,907203060,112500,,0,,,0,Y,TA,5,5,0,1972,1972,TA,MnPrv,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
356,528480160,205950,,0,,,0,Y,Gd,7,6,0,2007,2007,Gd,,Gable,CompShg,CemntBd,CmentBd,TA,,
357,907135050,146000,,0,,,0,Y,TA,5,7,0,1994,1994,TA,,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
358,916403010,175000,,1,TA,,0,Y,TA,6,5,0,1988,1988,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
359,528482020,256000,,1,Gd,,0,Y,Gd,8,5,0,2007,2007,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,292.0
360,905451320,129000,,0,,,0,Y,TA,5,6,0,1956,1956,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
361,907135260,145000,,0,,,0,Y,TA,5,5,0,1994,1995,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
362,527455280,148800,Shed,1,TA,,0,Y,Gd,5,7,1200,1966,2004,TA,,Hip,CompShg,HdBoard,HdBoard,TA,BrkFace,165.0
363,527451400,89500,,0,,,0,Y,TA,6,3,0,1971,1971,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,604.0
364,528290030,167000,,0,,,0,Y,Gd,7,5,0,2004,2004,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
365,535154080,157900,Shed,0,,,0,Y,TA,6,6,500,1958,1958,TA,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,243.0
366,909276110,177500,,2,Gd,,0,P,TA,6,7,0,1942,1950,Gd,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
367,914476010,171500,,2,Fa,,0,Y,TA,6,6,0,1977,1977,TA,MnPrv,Gable,CompShg,Plywood,Plywood,TA,None,0.0
368,535451210,109900,,0,,,0,Y,TA,4,5,0,1950,1950,TA,,Gable,CompShg,BrkFace,Wd Sdng,TA,None,0.0
369,916402115,184000,,1,TA,,0,Y,TA,6,5,0,1986,1986,TA,,Gable,CompShg,VinylSd,Plywood,TA,Stone,132.0
370,527375160,184500,,1,TA,,0,Y,TA,6,6,0,1975,2000,Gd,,Gable,CompShg,Plywood,Plywood,TA,BrkFace,248.0
371,527252080,334000,,1,Gd,,0,Y,Ex,9,5,0,2007,2007,Ex,,Hip,CompShg,MetalSd,MetalSd,TA,BrkFace,178.0
372,916380060,294000,,0,,,0,Y,Gd,8,5,0,2006,2007,Gd,,Hip,CompShg,VinylSd,VinylSd,TA,Stone,258.0
373,533125080,290000,,2,Gd,,0,Y,Gd,6,5,0,1990,1991,Gd,,Hip,CompShg,HdBoard,HdBoard,TA,BrkFace,304.0
374,908275180,135000,,0,,,0,Y,TA,4,6,0,1954,1972,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
375,528348030,252000,,1,TA,,0,Y,Gd,7,5,0,1998,1998,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,275.0
376,907252190,270000,,1,TA,,0,Y,Gd,7,5,0,2000,2000,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
377,527190220,275000,,1,TA,,0,Y,Gd,8,5,0,1985,1985,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
378,534425015,200000,,1,Gd,,0,Y,TA,6,7,0,1959,1991,Gd,,Gable,CompShg,MetalSd,MetalSd,Gd,BrkFace,136.0
379,528172060,255900,,1,Gd,,0,Y,Gd,8,5,0,2006,2006,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,Stone,383.0
380,909455060,200000,,0,,,0,Y,TA,8,5,0,1988,1988,TA,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
381,527164120,194500,Shed,1,TA,,0,Y,Gd,7,5,500,1994,1996,Gd,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
382,534477270,165500,,1,TA,,0,Y,TA,6,6,0,1955,1996,Gd,MnPrv,Hip,CompShg,AsbShng,AsbShng,TA,None,0.0
383,527105050,187500,,1,TA,,0,Y,TA,6,5,0,1997,1998,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
384,906394040,225000,,1,Gd,,0,Y,Gd,7,5,0,2005,2005,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,140.0
385,902206240,100000,,0,,,0,Y,TA,5,6,0,1920,1962,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
386,909253010,177000,,1,TA,,0,Y,TA,6,6,0,1928,1950,TA,,Gable,CompShg,BrkFace,Stone,TA,None,0.0
387,909279080,220000,,1,Gd,,0,Y,TA,6,7,0,1932,1950,TA,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,480.0
388,907290040,224900,,0,,,0,Y,TA,7,5,0,1998,1998,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,442.0
389,535457020,156500,,2,TA,,0,Y,TA,5,5,0,1960,1960,TA,MnPrv,Hip,CompShg,BrkFace,BrkFace,TA,None,0.0
390,902204120,139000,,0,,,0,Y,TA,5,7,0,1924,1950,Gd,MnPrv,Gable,CompShg,MetalSd,MetalSd,Gd,BrkFace,145.0
391,535301170,153000,,1,TA,,0,Y,TA,5,6,0,1954,1990,TA,,Hip,CompShg,Wd Sdng,Wd Sdng,TA,BrkFace,650.0
392,923228230,88000,,0,,,0,Y,TA,4,4,0,1970,1970,TA,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
393,923202060,115000,,1,TA,,0,Y,TA,5,4,0,1960,2006,TA,GdPrv,Hip,CompShg,HdBoard,HdBoard,Fa,BrkFace,75.0
394,904302260,100000,,0,,,0,N,Fa,5,4,0,1915,1950,TA,,Gable,CompShg,Wd Sdng,Wd Shng,Fa,None,0.0
395,909275250,195000,,1,TA,,0,P,TA,6,5,0,1920,1950,TA,MnPrv,Gable,CompShg,Wd Sdng,Wd Shng,TA,None,0.0
396,531452080,172000,,0,,,0,Y,Gd,6,5,0,1990,1991,Gd,MnPrv,Gable,CompShg,Plywood,Plywood,TA,None,0.0
397,528138020,259000,,1,Gd,,0,Y,Gd,8,5,0,2005,2006,Ex,,Hip,CompShg,CemntBd,CmentBd,TA,BrkFace,240.0
398,905101330,90000,Shed,0,,,0,Y,TA,4,5,500,1967,1967,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
399,916475110,202900,,0,,,0,Y,Gd,8,5,0,2002,2002,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
400,534128020,206000,,2,TA,,0,Y,TA,7,6,0,1974,1974,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
401,909475300,222000,,1,Gd,,0,Y,Gd,6,9,0,1988,2007,Gd,,Hip,CompShg,Wd Sdng,Plywood,Gd,BrkFace,260.0
402,527358090,172000,,1,Fa,,0,Y,Gd,7,5,0,1976,1976,TA,,Gable,CompShg,VinylSd,Wd Shng,TA,Stone,252.0
403,909250120,138887,,0,,,0,N,TA,5,5,0,1914,1950,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
404,909254150,139000,,1,Gd,,0,Y,TA,5,6,0,1910,2003,TA,,Gable,CompShg,Wd Sdng,Wd Shng,TA,None,0.0
405,905202190,278000,,2,Gd,,0,Y,TA,7,6,0,1967,1967,TA,,Gable,Tar&Grv,Plywood,Plywood,TA,BrkFace,123.0
406,527353060,249000,,1,TA,,0,Y,TA,7,7,0,1980,1991,Gd,,Gable,CompShg,Plywood,Plywood,TA,BrkFace,229.0
407,905478220,136500,,1,Gd,,0,Y,TA,5,6,0,1951,1994,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
408,902456015,64500,,0,,,0,N,Fa,3,3,0,1918,1950,Fa,,Gable,CompShg,Wd Sdng,Wd Sdng,Fa,None,0.0
409,916402015,150000,,1,TA,,0,Y,TA,6,5,0,1989,1989,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkFace,128.0
410,905426100,225000,,0,,,0,Y,TA,5,8,0,1948,2002,Ex,,Gable,CompShg,MetalSd,MetalSd,Gd,None,0.0
411,923228220,93900,,0,,,0,Y,TA,4,6,0,1970,1970,TA,,Gable,CompShg,CemntBd,CmentBd,TA,BrkFace,189.0
412,527182020,130000,,0,,,0,Y,TA,8,5,0,1987,1987,TA,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
413,528175060,230000,,1,Gd,,0,Y,Gd,7,5,0,2007,2008,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,Stone,166.0
414,909451180,124000,,1,TA,,0,Y,TA,6,6,0,1980,1980,TA,GdPrv,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
415,908102040,145900,,0,,,0,N,TA,5,7,0,1900,2003,TA,GdPrv,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
416,903230110,115000,,1,Gd,,0,Y,TA,5,7,0,1920,1997,TA,MnPrv,Gable,CompShg,AsbShng,AsbShng,Gd,None,0.0
417,906223210,239500,,1,TA,,0,Y,Gd,8,5,0,1995,1995,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
418,527377030,181000,,1,Fa,Fa,648,Y,TA,6,6,0,1974,1999,Gd,GdPrv,Hip,CompShg,HdBoard,HdBoard,TA,BrkFace,99.0
419,905101260,175000,,1,TA,,0,Y,TA,5,6,0,1963,1999,TA,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
420,903426180,149500,,1,TA,,0,Y,TA,4,5,0,1915,1950,TA,GdPrv,Gable,CompShg,MetalSd,MetalSd,Fa,None,0.0
421,916475020,270000,,1,Gd,,0,Y,Gd,8,5,0,2002,2003,Gd,,Hip,CompShg,VinylSd,VinylSd,TA,BrkFace,236.0
422,905200490,145000,,0,,,0,Y,TA,4,9,0,1965,2001,TA,,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
423,905401045,241500,,2,TA,,0,Y,TA,7,7,0,1954,2005,TA,,Flat,Membran,Plywood,Plywood,TA,None,0.0
424,902205090,112500,,0,,,0,Y,TA,5,6,0,1957,1957,TA,,Hip,CompShg,BrkFace,BrkFace,TA,None,0.0
425,910205130,152000,,0,,,0,Y,TA,5,5,0,1950,1950,TA,MnPrv,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
426,528280130,186500,,1,TA,,0,Y,TA,6,5,0,2000,2000,TA,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,318.0
427,534127130,185000,,1,TA,,0,Y,TA,6,6,0,1970,1970,TA,,Hip,CompShg,HdBoard,HdBoard,TA,BrkFace,571.0
428,526353030,244000,,2,TA,,0,Y,Gd,7,5,0,1968,1968,Ex,,Hip,CompShg,BrkFace,BrkFace,TA,None,0.0
429,903481100,82375,,0,,,0,N,Fa,3,3,0,1915,1950,TA,,Gable,CompShg,AsphShn,AsphShn,Fa,None,0.0
430,535402120,171000,,1,Gd,,0,Y,TA,6,6,0,1962,1962,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,318.0
431,527302210,220000,,1,TA,,0,Y,Gd,7,5,0,1979,1979,Gd,,Hip,CompShg,Plywood,Plywood,TA,BrkFace,194.0
432,532378130,124000,,0,,,0,Y,TA,5,6,0,1964,1964,TA,GdWo,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
433,902301130,114000,,0,,,0,Y,TA,5,7,0,1910,1950,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
434,902103100,128900,,0,,,0,P,TA,6,8,0,1935,1998,Gd,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
435,535454100,133500,,0,,,0,Y,TA,4,7,0,1949,1996,TA,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
436,909250040,189000,,0,,,0,Y,TA,5,6,0,1921,1998,TA,,Gable,CompShg,MetalSd,Wd Sdng,TA,None,0.0
437,902325070,106000,,0,,,0,N,TA,5,5,0,1898,1965,TA,MnPrv,Hip,CompShg,AsbShng,AsbShng,TA,None,0.0
438,533125140,372500,,1,Ex,,0,Y,Gd,9,5,0,1993,1994,Gd,,Hip,CompShg,Wd Sdng,Wd Sdng,TA,BrkFace,568.0
439,924100060,173000,,1,TA,,0,Y,Gd,5,7,0,1969,1969,TA,MnPrv,Gable,CompShg,VinylSd,VinylSd,Ex,BrkFace,178.0
440,533251120,162500,,0,,,0,Y,TA,6,6,0,1984,1984,TA,,Gable,CompShg,Plywood,Plywood,TA,None,0.0
441,907414020,190000,,0,,,0,Y,Gd,7,5,0,2004,2004,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,210.0
442,535451110,129000,,0,,,0,Y,TA,5,8,0,1950,2002,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
443,535302130,137500,,0,,,0,Y,TA,5,6,0,1953,1953,TA,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,84.0
444,905402110,146000,,1,Gd,,0,Y,TA,4,5,0,1954,1954,TA,,Gable,CompShg,MetalSd,MetalSd,Gd,None,0.0
445,534175100,164500,,0,,,0,Y,TA,7,6,0,1967,1967,TA,,Hip,CompShg,HdBoard,HdBoard,TA,BrkFace,264.0
446,527164060,178000,,1,TA,,0,Y,TA,6,5,0,1992,1993,TA,MnPrv,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
447,907270050,268500,,1,TA,,0,Y,Gd,8,5,0,1999,1999,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,261.0
448,528178010,382500,,1,Gd,,0,Y,Gd,8,5,0,2003,2004,Ex,,Hip,CompShg,VinylSd,VinylSd,TA,BrkFace,470.0
