Address,longitude,latitude
4127 Ontario St,-93.6749895,42.0347583
3038 Redbud Cir,-93.6507377,42.0512549
1305 Alabama Ln,-93.6723109,42.034705
2612 Clayton Dr,-93.6439881,42.0511408
4133 Toronto St,-93.6751392,42.0362653
311 Pearson Ave,-93.6429587,42.0198845
2152 Ashmore Dr,-93.6437505,42.0106624
1113 Kennedy St,-93.626571,42.050794
3405 Polaris Dr,-93.6248872,42.0555864
2907 Roxboro Dr,-93.6498485,42.0585234
1335 Wilson Ave,-93.618812,42.0355593
1401 Johnson St,-93.62924,42.049088
923 Vermont Cir,-93.682156,42.0301319
413 Wellons Cir,-93.6758523,42.0187031
4712 Toronto St,-93.6822712,42.0356123
1924 Bel Air Dr,-93.6282912,42.0414217
1501 Summit Ave,-93.6299042,42.0368419
1115 Kennedy St,-93.62666,42.050792
215 Hartford Dr,-93.6894636,42.0243528
3432 Oakland St,-93.6646115,42.0280469
3308 Sedwick St,-93.6569769,42.0628529
2819 Bristol Dr,-93.647647,42.047787
2512 Bristol Dr,-93.642931,42.0469744
114 E O'Neil Dr,-93.6099045,42.0398979
117 McDonald Dr,-93.67123680000002,42.0236995
508 Carroll Ave,-93.6082663,42.026329
203 S Maple Ave,-93.6254809,42.0214605
1700 Bel Air Dr,-93.6265891,42.0391578
4418 Phoenix St,-93.6784673,42.02932149999999
2809 Bristol Dr,-93.64733,42.0474249
3322 Emerald Dr,-93.607935,41.992253
3828 Windsor Ct,-93.6706624,42.0351335
4010 Welbeck Dr,-93.64344,42.0610675
418 Pearson Ave,-93.642147,42.0187317
3802 Hoover Ave,-93.6293995,42.0584946
422 Hayward Ave,-93.6514326,42.01830229999999
714 Stanton Ave,-93.6482447,42.0156404
2505 Clayton Dr,-93.6423252,42.0515023
206 Sandburg Ct,-93.6874227,42.0218875
3421 Oakland St,-93.663631,42.0286553
2908 Roxboro Dr,-93.649884,42.058014
2307 Clayton Dr,-93.639932,42.051174
733 Arizona Ave,-93.6766717,42.0291495
3813 Welbeck Dr,-93.6435328,42.0587043
118 Hartford Dr,-93.6888097,42.0235431
2018 Taylor Cir,-93.6376731,42.056766
3817 Hoover Ave,-93.6300739,42.058893
2800 Ontario St,-93.655985,42.034251
2914 Roxboro Dr,-93.6502247,42.0580288
3328 Emerald Dr,-93.607936,41.991982
2710 Bristol Dr,-93.6461,42.046784
1712 Amherst Dr,-93.6571649,42.037551
5217 Nevada Cir,-93.68969,42.037026
618 Stanton Ave,-93.6482843,42.016412
2023 Wyngate Dr,-93.636948,42.0623
2416 Dalton Cir,-93.6413892,42.0542768
3140 Burnham Dr,-93.6545017,42.0568891
1015 Kennedy St,-93.625488,42.05081
802 Burnett Ave,-93.6151119,42.029089
829 Douglas Ave,-93.6125793,42.0299412
2902 Roxboro Dr,-93.6496109,42.0580676
608 Durrell Cir,-93.6189505,42.0394756
120 E O'Neil Dr,-93.6096908,42.0398824
1342 Barkley Ct,-93.628319,42.051423
911 Maxwell Ave,-93.6069265,42.0306057
2711 Hampton St,-93.6459481,42.0461934
1636 Johnson St,-93.632865,42.048968
1322 Alabama Ln,-93.6720093,42.0352837
4302 Welbeck Dr,-93.6441465,42.0632601
1002 Vermont Ct,-93.6818551,42.0307777
4307 Toronto St,-93.677453,42.0365599
3900 Windsor Ct,-93.6711378,42.0350411
1413 Summit Ave,-93.6297557,42.0356201
2813 Bristol Dr,-93.6474987,42.0474883
4210 Welbeck Dr,-93.6441663,42.06250660000001
1413 Johnson St,-93.6297162,42.0490238
428 Stanton Ave,-93.6483239,42.0181109
2166 Ashmore Dr,-93.6439089,42.0114303
2703 Pierce Ave,-93.6316954,42.0478414
3026 Roxboro Dr,-93.6525215,42.0584192
1601 Amherst Dr,-93.6606999,42.0374016
4015 Toronto St,-93.673079,42.0360221
1910 Wyngate Dr,-93.6368813,42.0604206
1618 Bel Air Dr,-93.626546,42.038937
3226 Oakland St,-93.661809,42.0278634
1346 Barkley Ct,-93.628322,42.05148
2019 Ashmore Dr,-93.6404247,42.0111541
618 Carroll Ave,-93.6085038,42.0276351
717 Wilder Blvd,-93.6894135,42.0159321
4910 Ontario St,-93.6846883,42.0342602
3305 Garner Ave,-93.6268662,42.05475180000001
3309 Clinton Ct,-93.6369407,42.0549164
931 Maxwell Ave,-93.607092,42.031265
2839 Roxboro Dr,-93.649635,42.058603
1358 Barkley Ct,-93.6282098,42.0516525
1315 Barkley Ct,-93.627569,42.051989
3106 Sedwick St,-93.6546007,42.0628512
2815 Bristol Dr,-93.647529,42.047579
1414 Summit Ave,-93.629234,42.035795
1202 Wheeler St,-93.6271662,42.0531712
3905 Ontario St,-93.6714151,42.03472319999999
3131 Sedwick St,-93.6555512,42.0632843
3302 Emerald Dr,-93.6080448,41.9929367
3127 Beckley St,-93.6549175,42.0607563
2154 Ashmore Dr,-93.6438297,42.0109691
301 Stanton Ave,-93.648799,42.02026
4106 Welbeck Dr,-93.6438891,42.0617818
1952 Wyngate Dr,-93.6354957,42.061391
1410 Summit Ave,-93.6290828,42.0357186
424 Stanton Ave,-93.6483239,42.0182655
125 Hartford Dr,-93.6894636,42.0237346
3122 Beckley St,-93.6546007,42.060303
4133 Ontario St,-93.6752184,42.03475630000001
3209 Sedwick St,-93.6562442,42.0633202
319 Hartford Dr,-93.6894042,42.0251853
2036 Wyngate Dr,-93.6370397,42.0613808
4106 Toronto St,-93.6740395,42.0357058
3908 Welbeck Dr,-93.6435922,42.0603433
3203 Garner Ave,-93.6273412,42.0535011
2805 Bristol Dr,-93.647039,42.047338
3838 Welbeck Dr,-93.6436912,42.0597804
3806 Phoenix St,-93.6698984,42.0297981
1122 Wheeler St,-93.62651,42.0531411
3301 Polaris Dr,-93.625223,42.054449
123 N Maple Ave,-93.6254611,42.02376
612 Stanton Ave,-93.6482843,42.0165665
3122 Sedwick St,-93.6552343,42.0628311
3012 Oakland St,-93.6587196,42.0279616
4620 Webster St,-93.6819542,42.0167691
1406 Johnson St,-93.6295182,42.04864389999999
3032 Burnham Dr,-93.652222,42.0573059
3016 Beckley St,-93.6531552,42.0603683
310 Westwood Dr,-93.6671473,42.0249489
121 McDonald Dr,-93.6709991,42.0240934
125 S Hazel Ave,-93.6271037,42.021873
3815 Ontario St,-93.67044,42.03473400000001
3316 Garner Ave,-93.6261537,42.0549287
2723 Bristol Dr,-93.6466608,42.04717489999999
1904 Wilson Ave,-93.618258,42.04083
426 Hayward Ave,-93.6514519,42.0181276
118 N Hazel Ave,-93.6265496,42.0235519
3318 Emerald Dr,-93.607937,41.992429
3108 Roxboro Dr,-93.6537096,42.0585746
3917 Welbeck Dr,-93.6440475,42.0607343
3326 Kingman Rd,-93.6621259,42.0373562
2807 Bristol Dr,-93.647166,42.047406
2505 Bradford Dr,-93.647093,42.04653
3119 Harrison Rd,-93.6547591,42.0599119
2818 Somerset Dr,-93.6392369,42.0503643
1506 Maxwell Ave,-93.6066244,42.0371008
1712 Coolidge Dr,-93.6294193,42.0395514
2417 Bradford Dr,-93.647264,42.046264
304 S Dakota Ave,-93.678289,42.019765
1320 Indiana Ave,-93.6859762,42.0353585
1116 Burnett Ave,-93.6152306,42.03271669999999
1215 Curtiss Ave,-93.6249663,42.0338397
1230 Marston Ave,-93.6233436,42.034393
3265 Dartmoor Rd,-93.658466,41.998964
311 S Walnut Ave,-93.617229,42.0196916
1719 Douglas Ave,-93.6126387,42.0400023
208 S Walnut Ave,-93.6166552,42.0213132
2816 Lincoln Way,-93.6564225,42.0225485
2604 Kingston Dr,-93.6435922,42.0520029
212 Rockwell Ave,-93.6829448,42.0213355
1821 Maxwell Ave,-93.6083542,42.0402728
3906 Westlawn Dr,-93.6410582,42.0603464
428 Ken Maril Rd,-93.6054967,41.9863741
2013 Melrose Ave,-93.6226312,42.0426043
317 N Dakota Ave,-93.679198,42.02578099999999
5232 Schubert St,-93.689523,42.0212406
1401 Carroll Ave,-93.6092951,42.0358775
4002 Marigold Dr,-93.6716528,42.0186826
3020 Harrison Rd,-93.6521453,42.0592999
1926 Hunziker Dr,-93.6244122,42.0418143
1704 Burnett Ave,-93.6152306,42.0395926
3907 Westlawn Dr,-93.641708,42.060459
3825 Marigold Dr,-93.669965,42.019084
2525 Kingston Dr,-93.6433546,42.0523965
3215 Harrison Rd,-93.656264,42.0597096
3311 Preston Cir,-93.6569769,42.0606136
2215 Kellogg Ave,-93.6152947,42.0444128
2313 Westwind Dr,-93.640875,42.062657
1322 Douglas Ave,-93.6120253,42.0353669
1717 Buchanan Dr,-93.6330809,42.0554052
1021 Carroll Ave,-93.6091368,42.0318649
2320 Suncrest Dr,-93.6478686,41.9951486
1314 Maxwell Ave,-93.606537,42.035099
1422 Burnett Ave,-93.6152306,42.036541
1018 Curtiss Ave,-93.6243726,42.0319655
1212 Carroll Ave,-93.6087016,42.0336943
1149 Oklahoma Dr,-93.6850054,42.0337479
3136 Bayberry Rd,-93.655503,42.05403
2802 Thompson Dr,-93.6152504,42.0494986
3733 Blanshan Dr,-93.6063276,41.98832
2421 Lakeside Dr,-93.6421668,42.0634
4205 Wembley Ave,-93.658878,42.0614798
1111 Oklahoma Dr,-93.685988,42.032076
1323 Carroll Ave,-93.6092555,42.0355311
1209 Marston Ave,-93.6238779,42.0337001
1017 Florida Ave,-93.6812805,42.0314335
3038 Harrison Rd,-93.6530323,42.0593794
3433 Woodland St,-93.6642281,42.0267576
2223 Melrose Ave,-93.625074,42.044554
336 Rockwell Ave,-93.6829844,42.0199819
3702 Chilton Ave,-93.6508624,42.057094
5404 Maryland St,-93.6917424,42.0358882
1704 Douglas Ave,-93.6119462,42.039464
5300 Maryland St,-93.6904346,42.03577569999999
2103 Melrose Ave,-93.623304,42.0430466
2128 Melrose Ave,-93.624056,42.043834
623 River Oak Dr,-93.618911,42.0530329
309 Colorado Cir,-93.6636112,42.0256232
1802 Buchanan Dr,-93.633932,42.0549343
1123 Harding Ave,-93.6216813,42.0328229
2902 Harrison Rd,-93.6497891,42.0590079
2001 Douglas Ave,-93.612734,42.042208
1108 Lincoln Way,-93.6255996,42.0226931
3203 Harrison Rd,-93.655472,42.059812
5250 Schubert St,-93.690276,42.0218347
3312 Dartmoor Ln,-93.6615965,41.9971244
1217 Curtiss Ave,-93.6249268,42.0339568
4007 Westlawn Dr,-93.6417115,42.0611558
1204 Marston Ave,-93.623304,42.0334285
618 Crawford Ave,-93.6068024,42.0277271
1109 Marston Ave,-93.6239021,42.0324109
1211 Burnett Ave,-93.616006,42.033746
3006 Kellogg Ave,-93.6181986,42.0516651
1640 Carroll Ave,-93.609866,42.039533
1422 Curtiss Ave,-93.624398,42.036538
2304 Kellogg Ave,-93.6151515,42.045041
1526 Harding Ave,-93.621246,42.0378969
1103 Burnett Ave,-93.6158638,42.0322718
2329 Suncrest Dr,-93.6482645,41.99559989999999
5307 Maryland St,-93.690626,42.036267
2322 Buchanan Dr,-93.6391578,42.0560047
308 S Dakota Ave,-93.6782692,42.0195532
3813 Westlawn Dr,-93.6425033,42.0588913
2233 McKinley Ct,-93.6284891,42.0438487
1400 Burnett Ave,-93.6152306,42.0358843
1723 Maxwell Ave,-93.6074765,42.0397995
3108 Sycamore Rd,-93.6533547,42.0493246
2503 Ridgetop Rd,-93.6532352,42.0455912
2004 McCarthy Rd,-93.6396922,42.0133994
2651 Somerset Dr,-93.639712,42.0487273
4115 Wembley Ave,-93.6587988,42.06094179999999
4927 Westbend Dr,-93.6843911,42.026138
1431 Carroll Ave,-93.6092951,42.0368432
2118 Ironwood Ct,-93.644808,42.004365
1210 Curtiss Ave,-93.6244122,42.0337026
1606 Burnett Ave,-93.6152306,42.0384724
1311 Coolidge Dr,-93.6274599,42.03924629999999
1028 Marston Ave,-93.623304,42.032115
1107 Kellogg Ave,-93.6142017,42.0324013
3121 Lincoln Way,-93.6609574,42.0229645
620 River Oak Dr,-93.618812,42.0525533
1408 Indiana Ave,-93.685977,42.035627
3833 Marigold Dr,-93.6701928,42.019033
2710 Thompson Dr,-93.6153123,42.04854599999999
2920 Harrison Rd,-93.650679,42.059026
1212 Lincoln Way,-93.6274401,42.0226158
1229 Kellogg Ave,-93.6142809,42.0344076
1425 Maxwell Ave,-93.607172,42.036694
1411 Curtiss Ave,-93.6249861,42.0360602
3113 Harrison Rd,-93.6544621,42.059902
2911 Ridgetop Rd,-93.656633,42.049242
1508 Carroll Ave,-93.6087412,42.0371696
2415 Bradford Dr,-93.6473254,42.046175
2211 Buchanan Dr,-93.6396329,42.0545223
2421 Westwind Dr,-93.6430899,42.0625479
2413 Kingston Dr,-93.6409196,42.0523771
2514 Melrose Ave,-93.6244518,42.0469112
1021 Lincoln Way,-93.6247684,42.0230671
2624 Melrose Ave,-93.6244122,42.0482642
1512 Harding Ave,-93.621246,42.0373948
3145 Sycamore Rd,-93.655571,42.0497113
2104 Douglas Ave,-93.6120202,42.0431575
1827 Maxwell Ave,-93.6086225,42.0403794
1005 Florida Ave,-93.6812805,42.03100860000001
2309 Westwind Dr,-93.640876,42.062821
1422 Carroll Ave,-93.6086569,42.036524
2518 Kingston Dr,-93.6430576,42.05203909999999
1208 Arizona Ave,-93.6751986,42.0335401
2419 Kingston Dr,-93.6411374,42.0523895
2101 Buchanan Dr,-93.638267,42.0545076
3616 Calhoun Ave,-93.6237987,42.05726180000001
3040 Bayberry Rd,-93.653871,42.053298
3011 Lincoln Way,-93.6592543,42.0229414
1226 Carroll Ave,-93.6087016,42.0341965
4003 Westlawn Dr,-93.6417115,42.0609627
1019 Arizona Ave,-93.6757533,42.0319772
1617 Douglas Ave,-93.6126585,42.0389395
3703 Chilton Ave,-93.6514325,42.0572375
1511 Douglas Ave,-93.6128034,42.0375304
1517 Kellogg Ave,-93.6142809,42.0376911
3028 Bayberry Rd,-93.653175,42.05324359999999
3820 Westlawn Dr,-93.641751,42.0589923
1126 Burnett Ave,-93.6152306,42.0330644
1226 Marston Ave,-93.6233832,42.0342372
1316 Douglas Ave,-93.611878,42.0352109
1516 Burnett Ave,-93.6153137,42.0376711
1518 Carroll Ave,-93.6086818,42.0374998
1308 Alberta Ave,-93.6732969,42.0349142
3319 Harcourt Dr,-93.6042703,41.9925986
3721 Woodland St,-93.6698106,42.0267585
805 Tennyson Ave,-93.688136,42.0161075
1107 Lincoln Way,-93.6257229,42.023142
3411 Buchanan Ct,-93.6314501,42.0555349
2304 Westwind Dr,-93.640364,42.062948
1420 Indiana Ave,-93.6861468,42.0360022
907 N Dakota Ave,-93.6791607,42.0310957
713 Crawford Ave,-93.607533,42.02852
1709 Buchanan Dr,-93.6324236,42.0555636
818 Tennyson Ave,-93.6874821,42.0155295
1304 Alberta Ave,-93.6732969,42.0347597
201 Rockwell Ave,-93.6835392,42.0216642
1520 Burnett Ave,-93.6152306,42.0378544
1714 Douglas Ave,-93.6120253,42.0398477
2512 Kingston Dr,-93.6427409,42.0520491
1402 Douglas Ave,-93.6120649,42.0358679
3139 Sycamore Rd,-93.6551749,42.0497239
2914 Harrison Rd,-93.6504029,42.0589691
2115 Hunziker Dr,-93.6249663,42.0434963
1516 Maxwell Ave,-93.6066244,42.0374871
228 S Dakota Ave,-93.678305,42.020123
4011 Westlawn Dr,-93.6417599,42.0613181
1141 Oklahoma Dr,-93.685654,42.0336869
2948 Cypress Cir,-93.6519671,42.0495941
4907 Schubert St,-93.6837373,42.0212328
1528 Indiana Ave,-93.6859762,42.0372898
1308 Indiana Ave,-93.6861417,42.0348392
5512 Maryland St,-93.6931296,42.0360368
2420 Lakeside Dr,-93.642068,42.06302
3130 Bayberry Rd,-93.655241,42.053913
218 Rockwell Ave,-93.6829646,42.021161
1232 Arizona Ave,-93.6752184,42.0343314
1203 Kellogg Ave,-93.6142017,42.0334057
3826 Marigold Dr,-93.6700335,42.0186459
1530 Curtiss Ave,-93.6244518,42.03787330000001
2018 Burnett Ave,-93.6156194,42.0427599
3903 Westlawn Dr,-93.6416323,42.0602703
1409 Maxwell Ave,-93.6070794,42.0361015
2217 Melrose Ave,-93.6249663,42.0443846
300 Ken Maril Rd,-93.6080289,41.9863334
1511 Indiana Ave,-93.6867093,42.0365518
217 S Hyland Ave,-93.6558482,42.0212724
1311 Carroll Ave,-93.6092555,42.0350289
1718 Coolidge Dr,-93.6295578,42.0397595
917 Tennyson Ave,-93.6881135,42.01417259999999
3714 Woodland St,-93.6695531,42.0262451
1417 Marston Ave,-93.623955,42.036318
2406 Westwind Dr,-93.642094,42.06230499999999
4804 Westbend Dr,-93.6823108,42.024099
1315 Marston Ave,-93.6239571,42.0352428
1603 Carroll Ave,-93.6092951,42.038427
5221 Maryland St,-93.6899194,42.0361398
627 River Oak Dr,-93.6192671,42.05309889999999
2509 Bradford Dr,-93.646963,42.046729
3002 Woodland St,-93.6585414,42.0259777
413 Teagarden Dr,-93.6061298,41.9878622
2901 Cypress Cir,-93.6504029,42.0503195
2303 Melrose Ave,-93.6249663,42.0448867
2009 Buchanan Dr,-93.6373366,42.054595
709 Clark Ave #1,-93.617386,42.028287
3329 Harcourt Dr,-93.6040724,41.9923341
3834 Marigold Dr,-93.6702106,42.018647
3830 Marigold Dr,-93.6701225,42.0186459
1326 Maxwell Ave,-93.6066144,42.0352902
2511 Kellogg Ave,-93.6158835,42.047007
3316 Preston Cir,-93.6572938,42.0601402
412 Ken Maril Rd,-93.6061776,41.9863385
2908 Harrison Rd,-93.650063,42.0589439
3010 Harrison Rd,-93.6516701,42.0592378
2416 Kingston Dr,-93.6411374,42.0520033
3133 Sycamore Rd,-93.6548383,42.0497925
3712 Chilton Ave,-93.6508369,42.0574497
4915 Schubert St,-93.6842921,42.0212924
213 S Hyland Ave,-93.6558482,42.0214655
1207 Arizona Ave,-93.6757533,42.0335224
3412 Harcourt Dr,-93.6031229,41.9918613
1224 Lincoln Way,-93.6279745,42.0226183
1426 Maxwell Ave,-93.6066046,42.0366958
2619 Kellogg Ave,-93.6172488,42.04787169999999
202 Ken Maril Rd,-93.6089417,41.9863214
2616 Kingston Dr,-93.6442059,42.0520027
406 Ken Maril Rd,-93.6064099,41.9863433
4901 Schubert St,-93.6834995,42.0212405
2422 Kingston Dr,-93.6415135,42.0520494
2004 Burnett Ave,-93.6156461,42.0423026
1302 Maxwell Ave,-93.606533,42.034714
1405 Indiana Ave,-93.686755,42.035508
2106 Ironwood Ct,-93.643916,42.003979
2723 Somerset Dr,-93.639712,42.0491135
1212 Burnett Ave,-93.6152306,42.0337211
1430 Carroll Ave,-93.6087016,42.0368619
1302 Kellogg Ave,-93.6136873,42.0347353
1624 Douglas Ave,-93.6120253,42.0392683
3413 Harcourt Dr,-93.6035581,41.991461
2910 Bayberry Rd,-93.650346,42.053255
2527 Kellogg Ave,-93.616126,42.047407
3418 Harcourt Dr,-93.6029647,41.9917116
5113 Schubert St,-93.6863131,42.0214981
3001 Hemlock Cir,-93.6523829,42.0507973
3031 Bayberry Rd,-93.6532344,42.0537244
4923 Schubert St,-93.6847676,42.0215089
1318 Kellogg Ave,-93.6136477,42.0352001
1823 Burnett Ave,-93.6158835,42.0410591
1325 Maxwell Ave,-93.6071783,42.0355383
2721 Kellogg Ave,-93.6187527,42.048983
1106 Harding Ave,-93.6211668,42.0324141
1118 Oklahoma Dr,-93.6852768,42.03236039999999
1408 Kellogg Ave,-93.6136675,42.03603
3902 Arkansas Dr,-93.672106,42.0312709
301 Rockwell Ave,-93.6834995,42.0208541
1003 Marston Ave,-93.6238185,42.0314035
2754 Somerset Dr,-93.6392369,42.0495147
3107 Lincoln Way,-93.6603237,42.022946
1015 Curtiss Ave,-93.6248476,42.0318346
1024 Curtiss Ave,-93.6243726,42.03212
1206 Marston Ave,-93.6233436,42.0335431
1925 Hunziker Dr,-93.6249861,42.0417769
3016 Harrison Rd,-93.6518483,42.0592514
3305 Preston Cir,-93.6565017,42.0606287
3107 Harrison Rd,-93.6541254,42.059932
2127 Melrose Ave,-93.6244122,42.04347509999999
1015 Harding Ave,-93.6216813,42.0318571
532 Westfield Rd,-93.6873236,42.0278211
3209 Woodland St,-93.6610168,42.026575
1809 Maxwell Ave,-93.6078939,42.0400162
300 Rockwell Ave,-93.6829844,42.0209865
2402 Suncrest Dr,-93.6484742,41.9950894
202 S Walnut Ave,-93.6165761,42.0214702
1604 Carroll Ave,-93.6087016,42.0384456
5214 Maryland St,-93.6897014,42.0357026
2311 Suncrest Dr,-93.6474132,41.9956076
310 Colorado Cir,-93.6632943,42.02559460000001
3603 Woodland St,-93.666186,42.0267002
5419 Schubert St,-93.693008,42.022321
3411 Harcourt Dr,-93.603563,41.991524
906 Delaware Ave,-93.6795767,42.0310245
1521 Kellogg Ave,-93.6142809,42.0378456
4922 Schubert St,-93.6850054,42.0211536
1225 Arizona Ave,-93.6757731,42.0341591
1504 Marston Ave,-93.623335,42.036972
1209 Harding Ave,-93.6217605,42.0337089
2634 Somerset Dr,-93.6392369,42.04851060000001
1120 Carroll Ave,-93.6086225,42.03276959999999
110 Hunziker Cir,-93.6248112,42.0403374
1412 Indiana Ave,-93.6859786,42.0357543
1412 Harding Ave,-93.621246,42.0361201
3817 Westlawn Dr,-93.6423449,42.0590508
1010 Jarrett Cir,-93.667554,42.031662
5407 Schubert St,-93.6924162,42.0223842
2412 Westwind Dr,-93.6424399,42.062285
3914 Arkansas Dr,-93.672564,42.031094
1127 Burnett Ave,-93.6158638,42.0330831
3212 Woodland St,-93.660997,42.02617
234 S Dakota Ave,-93.678304,42.019937
1011 Curtiss Ave,-93.6248872,42.0316789
1327 Douglas Ave,-93.6125489,42.0355536
3120 Sycamore Rd,-93.6540462,42.0493543
1407 Douglas Ave,-93.6126189,42.0360436
3049 Harrison Rd,-93.6534918,42.0599522
1127 Arizona Ave,-93.6758325,42.0331336
5220 Maryland St,-93.6899194,42.0357536
4018 Arkansas Dr,-93.6734356,42.0312207
1817 Burnett Ave,-93.6158638,42.0408859
3318 Ridgetop Rd,-93.657109,42.054383
424 Teagarden Dr,-93.6054374,41.9873619
1216 Carroll Ave,-93.6087016,42.0338488
2507 Bradford Dr,-93.647017,42.046625
2603 Kingston Dr,-93.6435922,42.052389
2022 Hunziker Dr,-93.6244122,42.0428572
2017 Kellogg Ave,-93.6150327,42.0426888
1307 Indiana Ave,-93.686745,42.034904
1415 Crescent St,-93.6292016,42.0354445
1819 Coolidge Dr,-93.6298151,42.0406977
307 Rockwell Ave,-93.6834995,42.0206609
3017 Lincoln Way,-93.6596702,42.0229861
2111 Ashmore Cir,-93.642028,42.011923
1814 Buchanan Dr,-93.634595,42.054781
812 Tennyson Ave,-93.68745,42.015738
1125 Marston Ave,-93.6238581,42.033102
2519 Kellogg Ave,-93.615957,42.047252
1524 Douglas Ave,-93.6120649,42.0380697
1017 Marston Ave,-93.6238185,42.0319829
3218 Bayberry Rd,-93.6565809,42.0545255
4019 Marigold Dr,-93.6725243,42.0190798
4003 Marigold Dr,-93.6716132,42.0191089
4011 Lincoln Way,-93.6718707,42.0235247
2431 Lakeside Dr,-93.6427409,42.0634011
602 Ken Maril Rd,-93.6036175,41.9863363
3901 Marigold Dr,-93.6703816,42.019086
3629 Chilton Ave,-93.6514127,42.057103
1122 Burnett Ave,-93.615211,42.032902
2650 Somerset Dr,-93.6392369,42.04874239999999
2218 Ironwood Ct,-93.6455431,42.00475429999999
1122 Arizona Ave,-93.6751986,42.0329993
2414 Westwind Dr,-93.642597,42.062266
700 Ken Maril Rd,-93.6021339,41.9863635
1102 Carroll Ave,-93.6086225,42.0322288
1903 Coolidge Dr,-93.6294984,42.0412484
3110 Bayberry Rd,-93.6544739,42.053567
3809 Westlawn Dr,-93.6427013,42.0587692
3425 Harcourt Dr,-93.6032218,41.9911429
2509 Melrose Ave,-93.6249663,42.0467792
1333 Arizona Ave,-93.6763555,42.0356119
905 Tennyson Ave,-93.688121,42.014791
3317 Preston Cir,-93.657373,42.060601
1218 Curtiss Ave,-93.6244122,42.033973
5203 Schubert St,-93.6879775,42.0214834
2207 Melrose Ave,-93.624808,42.0439261
2209 Burnett Ave,-93.6167739,42.0442562
3623 Chilton Ave,-93.6514127,42.0569486
2403 Lakeside Dr,-93.641245,42.062709
2513 Kingston Dr,-93.6427211,42.0524166
1021 Harding Ave,-93.6216615,42.0321474
712 Crawford Ave,-93.6069211,42.0285347
1909 Maxwell Ave,-93.6091728,42.0406543
1103 Marston Ave,-93.6238185,42.03225339999999
914 Arkansas Ave,-93.6741685,42.0309462
3142 Bayberry Rd,-93.655767,42.054148
2900 Ridgetop Rd,-93.6558878,42.0497012
108 Colorado Ave,-93.6627002,42.0232181
2410 Kingston Dr,-93.640879,42.0519488
809 Tennyson Ave,-93.6881138,42.015904
3305 Harrison Rd,-93.6565809,42.05969959999999
2413 Westwind Dr,-93.642534,42.062667
1522 Maxwell Ave,-93.606565,42.0376628
2332 Westwind Dr,-93.640973,42.062174
3323 Buchanan Ct,-93.6317746,42.0549831
1510 Indiana Ave,-93.685996,42.03649739999999
1515 Indiana Ave,-93.6867688,42.0367237
1412 Kellogg Ave,-93.6136477,42.0362045
3335 Preston Cir,-93.6580859,42.0605784
301 Sunflower Dr,-93.6679091,42.0199418
5505 Maryland St,-93.692872,42.0364507
1203 Burnett Ave,-93.6158737,42.0334401
3208 Woodland St,-93.6608386,42.0261364
202 S Dakota Ave,-93.6783484,42.0210189
4200 Arizona Cir,-93.6755965,42.0286994
4303 Wembley Ave,-93.6587988,42.0623317
1018 Oklahoma Dr,-93.684544,42.031205
5129 Schubert St,-93.6872641,42.0215062
324 Rockwell Ave,-93.6829448,42.0203695
2030 Melrose Ave,-93.6225124,42.0432646
909 Tennyson Ave,-93.6880567,42.014603
3840 Westlawn Dr,-93.6411176,42.0597846
306 Rockwell Ave,-93.6829844,42.0208319
1323 Arizona Ave,-93.676311,42.035218
2409 Suncrest Dr,-93.6488189,41.9955823
913 Delaware Ave,-93.6801909,42.03114
2402 Melrose Ave,-93.624432,42.0458884
306 Colorado Cir,-93.663104,42.0255063
3327 Preston Cir,-93.657739,42.060603
821 Delaware Ave,-93.6802107,42.0298453
1827 Coolidge Dr,-93.629637,42.0408771
1902 Bel Air Cir,-93.6266485,42.040952
318 Rockwell Ave,-93.6829448,42.0205241
1101 Maxwell Ave,-93.6070794,42.0321613
1337 Arizona Ave,-93.6762485,42.035805
1326 Douglas Ave,-93.6120649,42.0355588
3010 Kellogg Ave,-93.618258,42.0518756
500 Ken Maril Rd,-93.6048018,41.9863428
2407 Westwind Dr,-93.642105,42.062692
5107 Schubert St,-93.6858772,42.0214348
4024 Arkansas Dr,-93.6737525,42.0312106
1626 Burnett Ave,-93.6152306,42.0392835
1904 Buchanan Dr,-93.6350998,42.0544533
2904 Harrison Rd,-93.6499277,42.0589842
2825 Lincoln Way,-93.6568185,42.0229222
5412 Maryland St,-93.692,42.0359379
630 River Oak Dr,-93.6193859,42.0526704
4023 Marigold Dr,-93.672762,42.0190722
1222 Curtiss Ave,-93.6244122,42.0340889
2415 Lakeside Dr,-93.641767,42.063391
1311 Kellogg Ave,-93.6142809,42.03506429999999
1624 Buchanan Dr,-93.6328451,42.054448
1014 Marston Ave,-93.6232353,42.0318367
3122 Bayberry Rd,-93.6549769,42.0538235
2428 Kingston Dr,-93.64185,42.052058
2916 Harrison Rd,-93.650555,42.059015
1302 Indiana Ave,-93.6859762,42.0348177
2919 Lincoln Way,-93.6580859,42.0229592
1009 Maxwell Ave,-93.6070794,42.0317363
1317 Coolidge Dr,-93.6277568,42.0392176
1403 Coolidge Dr,-93.6281724,42.0392624
2500 Kellogg Ave,-93.6152699,42.0465209
801 Tennyson Ave,-93.688136,42.0163007
1003 Lincoln Way,-93.6239373,42.0230933
1109 Oklahoma Dr,-93.685986,42.0318449
224 S Dakota Ave,-93.6783484,42.020362
2314 Westwind Dr,-93.6403629,42.062531
