,PID,SalePrice,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,GarageFinish,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond
257,528290180,190000,Gd,TA,No,GLQ,683.0,Unf,0.0,111.0,794.0,0,72,0,0,0,Fin,Attchd,2000.0,Fin,2.0,394.0,TA,TA
258,907254050,214000,Gd,TA,Mn,GLQ,639.0,Unf,0.0,201.0,840.0,176,73,0,0,0,RFn,Attchd,1999.0,RFn,2.0,530.0,TA,TA
259,904100040,134000,TA,TA,No,BLQ,250.0,LwQ,492.0,210.0,952.0,0,63,0,0,0,Unf,Attchd,1968.0,Unf,1.0,322.0,TA,TA
260,534126060,170000,TA,TA,No,Unf,0.0,Unf,0.0,570.0,570.0,0,98,0,0,0,RFn,Attchd,1968.0,RFn,2.0,487.0,TA,TA
261,535402010,190000,TA,TA,No,Unf,0.0,Unf,0.0,1248.0,1248.0,0,0,0,0,0,RFn,Attchd,1969.0,RFn,3.0,907.0,TA,TA
262,534403080,179900,TA,TA,Gd,ALQ,633.0,Unf,0.0,586.0,1219.0,0,92,0,96,0,RFn,Attchd,1965.0,RFn,2.0,502.0,TA,TA
263,532351140,112000,,,,,0.0,,0.0,0.0,0.0,0,0,0,0,0,Unf,Attchd,1978.0,Unf,2.0,539.0,TA,TA
264,903426010,140000,TA,TA,No,Rec,336.0,Unf,0.0,336.0,672.0,0,0,70,0,0,Unf,Attchd,1979.0,Unf,2.0,456.0,TA,TA
265,531367050,233000,Gd,TA,No,GLQ,656.0,Unf,0.0,300.0,956.0,0,45,0,0,0,RFn,BuiltIn,2004.0,RFn,2.0,618.0,TA,TA
266,533213130,176500,Gd,TA,No,GLQ,565.0,Unf,0.0,179.0,744.0,0,0,0,0,0,Unf,Detchd,1999.0,Unf,2.0,440.0,TA,TA
267,907185060,200500,Gd,TA,No,GLQ,505.0,Unf,0.0,299.0,804.0,0,77,0,0,0,RFn,Attchd,1998.0,RFn,2.0,523.0,TA,TA
268,905427010,235000,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,0,42,0,0,180,Unf,2Types,1928.0,Unf,3.0,795.0,TA,TA
269,908102100,140000,TA,TA,No,ALQ,698.0,GLQ,96.0,420.0,1214.0,0,0,184,0,0,Unf,Detchd,1965.0,Unf,2.0,461.0,Fa,Fa
270,527145080,191500,Gd,TA,No,ALQ,263.0,Unf,0.0,1017.0,1280.0,0,82,0,0,144,RFn,Attchd,1992.0,RFn,2.0,506.0,TA,TA
271,534250300,190000,TA,TA,No,Rec,416.0,Unf,0.0,409.0,825.0,0,66,0,0,0,RFn,Attchd,1971.0,RFn,2.0,495.0,TA,TA
272,905301050,302000,Gd,TA,Gd,GLQ,1219.0,Unf,0.0,424.0,1643.0,380,48,0,0,0,Unf,Attchd,1971.0,Unf,2.0,739.0,TA,TA
273,534202180,158000,TA,TA,Av,ALQ,602.0,Rec,402.0,137.0,1141.0,0,78,0,0,0,Unf,Attchd,1967.0,Unf,1.0,568.0,TA,TA
274,531450170,187000,Gd,TA,No,GLQ,426.0,Unf,0.0,406.0,832.0,144,70,0,0,0,RFn,Attchd,1993.0,RFn,2.0,506.0,TA,TA
275,533212120,149900,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,0,166,0,0,0,RFn,Detchd,2005.0,RFn,2.0,480.0,TA,TA
276,902109120,119164,TA,TA,No,Unf,0.0,Unf,0.0,801.0,801.0,187,0,0,0,0,Unf,Detchd,1958.0,Unf,2.0,440.0,TA,TA
277,535450310,143000,TA,TA,Mn,Rec,196.0,Unf,0.0,844.0,1040.0,0,0,0,0,0,Unf,Attchd,1949.0,Unf,1.0,315.0,TA,TA
278,903201030,138000,TA,TA,No,LwQ,406.0,BLQ,273.0,329.0,1008.0,265,0,0,0,0,Unf,Detchd,1992.0,Unf,1.0,288.0,TA,TA
279,533236060,170000,Gd,TA,No,GLQ,612.0,Unf,0.0,348.0,960.0,169,0,0,0,0,Unf,Detchd,1999.0,Unf,2.0,480.0,TA,TA
280,908102130,100000,,,,,0.0,,0.0,0.0,0.0,0,0,0,0,0,,,,,0.0,0.0,,
281,905105070,154000,TA,TA,Mn,Rec,188.0,ALQ,668.0,204.0,1060.0,406,90,0,0,0,Unf,Attchd,1968.0,Unf,1.0,270.0,TA,TA
282,533241030,239000,Gd,TA,No,BLQ,649.0,Unf,0.0,326.0,975.0,0,10,0,0,198,RFn,Detchd,1997.0,RFn,2.0,576.0,TA,TA
283,923228260,90500,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,0,0,0,0,0,,,,,0.0,0.0,,
284,534204030,135000,TA,TA,No,ALQ,260.0,Rec,456.0,196.0,912.0,233,0,0,0,0,Unf,Detchd,1978.0,Unf,2.0,576.0,TA,TA
285,535477020,155000,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,0,124,216,0,0,Unf,Attchd,1966.0,Unf,2.0,442.0,TA,TA
286,907192130,221000,Gd,TA,Mn,GLQ,922.0,Unf,0.0,572.0,1494.0,192,36,0,0,0,RFn,Attchd,2002.0,RFn,2.0,530.0,TA,TA
287,534151120,230000,Gd,TA,No,GLQ,432.0,Unf,0.0,476.0,908.0,321,72,0,0,156,RFn,Attchd,1977.0,RFn,2.0,520.0,TA,TA
288,908102170,144000,Gd,TA,Gd,ALQ,1070.0,Unf,0.0,126.0,1196.0,257,0,168,0,0,RFn,Attchd,1968.0,RFn,1.0,336.0,TA,TA
289,907401050,207000,Gd,TA,No,GLQ,1000.0,Unf,0.0,390.0,1390.0,0,68,0,0,0,RFn,Attchd,2003.0,RFn,2.0,545.0,TA,TA
290,902105060,129000,TA,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,0,0,176,0,0,,,,,0.0,0.0,,
291,534431050,197600,TA,TA,No,LwQ,670.0,Unf,0.0,470.0,1140.0,0,0,0,0,0,Unf,Detchd,1994.0,Unf,2.0,400.0,TA,TA
292,528344060,280000,Gd,TA,Av,GLQ,956.0,Unf,0.0,130.0,1086.0,208,75,0,0,374,RFn,Attchd,1998.0,RFn,2.0,592.0,TA,TA
293,909452114,203135,Gd,TA,No,GLQ,343.0,Unf,0.0,80.0,423.0,0,0,0,0,0,RFn,BuiltIn,1994.0,RFn,2.0,473.0,TA,TA
294,909455040,162500,Gd,TA,Av,GLQ,76.0,Unf,0.0,1115.0,1191.0,112,81,0,0,0,Unf,Attchd,1989.0,Unf,2.0,531.0,TA,TA
295,534276190,98000,,,,,0.0,,0.0,0.0,0.0,0,0,40,0,200,RFn,Attchd,1956.0,RFn,1.0,267.0,TA,TA
296,907253060,235000,Gd,TA,No,GLQ,735.0,Unf,0.0,257.0,992.0,0,184,0,0,0,RFn,Attchd,2000.0,RFn,3.0,839.0,TA,TA
297,902329090,157000,Fa,TA,No,Unf,0.0,Unf,0.0,596.0,596.0,36,0,221,0,0,Unf,Detchd,1989.0,Unf,2.0,576.0,TA,TA
298,527453160,143000,Gd,TA,No,ALQ,286.0,LwQ,294.0,275.0,855.0,0,0,0,0,0,RFn,Attchd,1975.0,RFn,2.0,460.0,TA,TA
299,903233080,150000,TA,TA,Mn,Rec,300.0,LwQ,240.0,449.0,989.0,0,20,0,0,0,Unf,Detchd,1939.0,Unf,2.0,400.0,TA,TA
300,528292060,225000,Gd,TA,No,GLQ,870.0,Unf,0.0,167.0,1037.0,144,44,0,0,0,Fin,BuiltIn,1999.0,Fin,2.0,400.0,TA,TA
301,909256120,119750,Fa,Fa,No,Unf,0.0,Unf,0.0,920.0,920.0,0,0,0,0,0,Unf,Basment,1938.0,Unf,1.0,240.0,Fa,TA
302,906223220,229000,Gd,TA,Av,Unf,0.0,Unf,0.0,672.0,672.0,100,33,0,0,0,Fin,Attchd,1996.0,Fin,2.0,472.0,TA,TA
303,535153150,163000,TA,TA,No,ALQ,662.0,Unf,0.0,599.0,1261.0,0,0,0,0,288,RFn,Attchd,1958.0,RFn,2.0,433.0,TA,TA
304,527163080,160000,Gd,TA,No,Unf,0.0,Unf,0.0,1168.0,1168.0,0,21,0,0,0,RFn,Attchd,1992.0,RFn,2.0,420.0,TA,TA
305,907414080,173500,Gd,TA,No,GLQ,193.0,Unf,0.0,545.0,738.0,100,35,0,0,0,Fin,Attchd,2005.0,Fin,2.0,540.0,TA,TA
306,527402090,139000,TA,TA,Av,ALQ,349.0,Unf,0.0,23.0,372.0,35,0,0,0,0,Unf,BuiltIn,1971.0,Unf,1.0,288.0,TA,TA
307,535426260,157000,TA,TA,No,BLQ,733.0,Unf,0.0,520.0,1253.0,0,213,176,0,0,RFn,Attchd,1960.0,RFn,1.0,352.0,TA,TA
308,528322020,384500,Gd,TA,Av,GLQ,1181.0,Unf,0.0,598.0,1779.0,76,61,0,0,0,Fin,Attchd,1998.0,Fin,3.0,925.0,TA,TA
309,908152180,141000,,,,,0.0,,0.0,0.0,0.0,0,0,0,0,0,Fin,Attchd,1979.0,Fin,2.0,579.0,TA,Gd
310,909131170,140000,TA,TA,No,BLQ,156.0,Unf,0.0,516.0,672.0,0,0,254,0,0,Unf,Detchd,1934.0,Unf,1.0,400.0,TA,TA
311,527146135,270000,Gd,TA,No,Unf,0.0,Unf,0.0,2062.0,2062.0,168,12,0,0,0,Fin,Attchd,1994.0,Fin,2.0,618.0,TA,TA
312,907255010,220000,Gd,TA,No,GLQ,872.0,Unf,0.0,476.0,1348.0,68,166,0,0,0,Unf,Attchd,2002.0,Unf,2.0,418.0,TA,TA
313,528142110,360000,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,622.0,1896.0,208,175,0,0,0,Fin,Attchd,2003.0,Fin,3.0,708.0,TA,TA
314,533223030,156000,Gd,TA,No,GLQ,549.0,Unf,0.0,142.0,691.0,0,34,0,0,0,Unf,Detchd,1999.0,Unf,2.0,506.0,TA,TA
315,907131120,211000,Gd,TA,Mn,GLQ,706.0,Unf,0.0,88.0,794.0,0,36,0,0,0,RFn,Attchd,1998.0,RFn,2.0,546.0,TA,TA
316,534201130,135500,TA,TA,Av,ALQ,400.0,Rec,480.0,100.0,980.0,68,0,0,0,0,Fin,Attchd,1967.0,Fin,1.0,384.0,TA,TA
317,528366050,430000,Gd,TA,No,GLQ,1231.0,Unf,0.0,1969.0,3200.0,264,75,291,0,0,RFn,Attchd,1992.0,RFn,2.0,546.0,TA,TA
318,528340030,410000,Ex,TA,Gd,GLQ,672.0,Unf,0.0,736.0,1408.0,108,87,0,0,0,Fin,Attchd,1998.0,Fin,3.0,806.0,TA,TA
319,903475020,125000,TA,TA,No,LwQ,180.0,Rec,645.0,0.0,825.0,140,50,0,0,0,RFn,Detchd,1963.0,RFn,2.0,720.0,TA,TA
320,908152290,171500,Gd,Gd,No,GLQ,611.0,Unf,0.0,123.0,734.0,0,85,0,0,0,Fin,BuiltIn,2005.0,Fin,2.0,489.0,TA,TA
321,527163100,188000,Gd,TA,No,GLQ,219.0,Unf,0.0,554.0,773.0,224,84,0,0,0,Fin,Attchd,1995.0,Fin,2.0,431.0,TA,TA
322,916477020,305000,Gd,TA,Gd,GLQ,871.0,Unf,0.0,611.0,1482.0,168,0,0,0,0,Fin,Attchd,2003.0,Fin,3.0,749.0,TA,TA
323,535456010,119000,TA,Fa,No,Unf,0.0,Unf,0.0,1556.0,1556.0,0,0,0,0,0,,,,,0.0,0.0,,
324,534129080,197900,Gd,TA,Av,ALQ,528.0,Unf,0.0,1152.0,1680.0,0,0,0,0,0,RFn,Attchd,1967.0,RFn,2.0,480.0,TA,TA
325,535101020,178000,TA,TA,Gd,GLQ,944.0,Unf,0.0,136.0,1080.0,238,0,0,0,0,Unf,Attchd,1966.0,Unf,1.0,315.0,TA,TA
326,528320060,625000,Ex,TA,Gd,GLQ,1387.0,Unf,0.0,543.0,1930.0,361,76,0,0,0,Fin,Attchd,1995.0,Fin,3.0,807.0,TA,TA
327,903234220,150000,TA,Fa,No,LwQ,273.0,Unf,0.0,679.0,952.0,189,0,34,150,0,Unf,Detchd,1938.0,Unf,1.0,250.0,Fa,TA
328,911370520,250000,Ex,TA,Gd,GLQ,1474.0,Unf,0.0,120.0,1594.0,128,53,0,0,155,Fin,Attchd,2004.0,Fin,2.0,482.0,TA,TA
329,528218020,176000,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,100,38,0,0,0,Fin,Attchd,2005.0,Fin,2.0,400.0,TA,TA
330,902325050,163000,Gd,TA,Mn,Rec,390.0,Unf,0.0,490.0,880.0,0,341,0,0,0,Unf,Detchd,1914.0,Unf,2.0,320.0,TA,TA
331,905427070,235000,TA,TA,No,Rec,626.0,Unf,0.0,501.0,1127.0,0,0,0,0,90,Unf,Basment,1935.0,Unf,2.0,540.0,TA,TA
332,907252050,222000,Gd,TA,No,GLQ,456.0,Unf,0.0,370.0,826.0,320,54,0,0,0,Fin,Attchd,2002.0,Fin,2.0,591.0,TA,TA
333,907253130,313000,Ex,TA,Mn,GLQ,904.0,Unf,0.0,536.0,1440.0,253,142,0,0,0,Fin,Attchd,2000.0,Fin,3.0,736.0,TA,TA
334,903429080,155000,TA,TA,No,ALQ,299.0,Unf,0.0,611.0,910.0,0,0,0,0,0,Unf,Attchd,1915.0,Unf,1.0,164.0,Fa,Fa
335,527451060,106000,TA,TA,No,Rec,321.0,Unf,0.0,162.0,483.0,0,0,0,0,0,Unf,Detchd,1987.0,Unf,1.0,280.0,TA,TA
336,907418040,193000,Gd,TA,Av,GLQ,24.0,Unf,0.0,1327.0,1351.0,0,50,0,0,0,RFn,Attchd,2007.0,RFn,2.0,610.0,TA,TA
337,911226030,65000,Fa,Fa,Mn,Unf,0.0,Unf,0.0,592.0,592.0,0,30,160,0,0,Unf,Detchd,1920.0,Unf,1.0,216.0,Fa,Fa
338,535402230,147000,TA,TA,No,ALQ,701.0,Unf,0.0,434.0,1135.0,0,240,0,0,0,RFn,Attchd,1962.0,RFn,1.0,264.0,TA,TA
339,527427230,184000,Gd,TA,No,GLQ,1051.0,BLQ,0.0,354.0,1405.0,203,68,0,0,0,Fin,Attchd,1999.0,Fin,2.0,511.0,TA,TA
340,903204030,128250,Fa,TA,No,Rec,910.0,Unf,0.0,0.0,910.0,0,33,0,0,0,Unf,Detchd,1950.0,Unf,1.0,308.0,TA,TA
341,923225360,91000,Gd,TA,Gd,GLQ,462.0,Unf,0.0,0.0,462.0,120,101,0,0,0,Unf,BuiltIn,1973.0,Unf,1.0,297.0,TA,TA
342,903202120,140200,TA,TA,No,Unf,0.0,Unf,0.0,972.0,972.0,0,0,0,0,0,Unf,Detchd,1939.0,Unf,1.0,312.0,TA,TA
343,527455050,147000,Gd,TA,No,ALQ,320.0,Unf,0.0,484.0,804.0,108,0,0,0,0,Unf,Detchd,1978.0,Unf,2.0,440.0,TA,TA
344,903231190,115000,Gd,TA,No,Unf,0.0,Unf,0.0,896.0,896.0,200,114,0,0,0,Unf,Detchd,1936.0,Unf,1.0,240.0,Fa,TA
345,528275110,219500,Gd,TA,No,GLQ,574.0,Unf,0.0,280.0,854.0,264,48,0,0,0,Fin,BuiltIn,2002.0,Fin,2.0,435.0,TA,TA
346,906202040,180000,Gd,TA,No,GLQ,1258.0,Unf,0.0,40.0,1298.0,165,26,0,0,0,Unf,Attchd,1985.0,Unf,2.0,403.0,TA,TA
347,902401130,143000,TA,TA,No,ALQ,624.0,Unf,0.0,26.0,650.0,0,0,0,0,0,Unf,Detchd,1930.0,Unf,2.0,324.0,TA,TA
348,528382030,221000,Gd,TA,No,Unf,0.0,Unf,0.0,1195.0,1195.0,0,81,0,0,0,Fin,Attchd,1998.0,Fin,2.0,486.0,TA,TA
349,907200190,153500,Gd,TA,Av,GLQ,502.0,Unf,0.0,513.0,1015.0,127,0,0,0,0,Unf,Detchd,1979.0,Unf,2.0,370.0,TA,TA
350,531451110,143000,Gd,TA,No,BLQ,543.0,BLQ,119.0,261.0,923.0,80,0,0,0,0,RFn,Attchd,1980.0,RFn,1.0,264.0,TA,TA
351,906340130,332000,Ex,TA,Gd,GLQ,1104.0,Unf,0.0,616.0,1720.0,208,104,0,0,0,RFn,Attchd,2008.0,RFn,3.0,846.0,TA,TA
352,923400025,143000,Gd,TA,No,GLQ,732.0,Unf,0.0,64.0,796.0,40,30,0,320,0,Unf,Attchd,1993.0,Unf,2.0,480.0,TA,TA
353,528480130,241000,Gd,TA,No,GLQ,812.0,Unf,0.0,280.0,1092.0,0,168,0,0,0,Fin,Attchd,2007.0,Fin,2.0,438.0,TA,TA
354,534277070,135750,TA,TA,No,ALQ,228.0,Unf,0.0,724.0,952.0,0,0,0,0,0,Unf,Detchd,1956.0,Unf,1.0,283.0,TA,TA
355,907203060,112500,TA,TA,No,LwQ,138.0,Rec,468.0,276.0,882.0,96,0,0,0,0,Unf,Detchd,1980.0,Unf,2.0,461.0,TA,TA
356,528480160,205950,Gd,TA,No,Unf,0.0,Unf,0.0,813.0,813.0,0,0,0,0,0,RFn,Attchd,2007.0,RFn,2.0,562.0,TA,TA
357,907135050,146000,Gd,Gd,No,GLQ,420.0,Unf,0.0,570.0,990.0,256,0,0,0,0,Unf,Detchd,1995.0,Unf,1.0,384.0,TA,TA
358,916403010,175000,Gd,TA,Mn,GLQ,1005.0,Unf,0.0,387.0,1392.0,0,0,169,0,0,Unf,Attchd,1988.0,Unf,2.0,576.0,TA,TA
359,528482020,256000,Gd,TA,Av,Unf,0.0,Unf,0.0,1660.0,1660.0,133,120,0,0,0,Fin,Attchd,2007.0,Fin,3.0,660.0,TA,TA
360,905451320,129000,TA,TA,Av,BLQ,739.0,Unf,0.0,405.0,1144.0,44,0,0,0,0,Unf,Attchd,1956.0,Unf,1.0,596.0,TA,TA
361,907135260,145000,Gd,TA,No,GLQ,686.0,Unf,0.0,304.0,990.0,0,0,0,0,0,Unf,Detchd,1996.0,Unf,2.0,672.0,TA,TA
362,527455280,148800,TA,TA,No,BLQ,644.0,Unf,0.0,220.0,864.0,0,162,0,0,0,RFn,Attchd,1966.0,RFn,2.0,656.0,TA,TA
363,527451400,89500,TA,TA,No,ALQ,358.0,Unf,0.0,125.0,483.0,0,0,0,0,0,Unf,Detchd,1971.0,Unf,1.0,264.0,TA,TA
364,528290030,167000,Gd,TA,Mn,GLQ,241.0,Rec,113.0,30.0,384.0,0,0,0,0,0,Fin,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA
365,535154080,157900,TA,TA,No,Rec,608.0,Unf,0.0,834.0,1442.0,0,0,275,0,0,RFn,Attchd,1958.0,RFn,1.0,301.0,TA,TA
366,909276110,177500,TA,TA,No,BLQ,547.0,Unf,0.0,224.0,771.0,0,0,0,0,224,Unf,Attchd,1942.0,Unf,1.0,213.0,TA,TA
367,914476010,171500,TA,TA,No,ALQ,641.0,LwQ,279.0,276.0,1196.0,238,83,0,0,0,Unf,Detchd,1980.0,Unf,2.0,473.0,TA,TA
368,535451210,109900,,,,,0.0,,0.0,0.0,0.0,0,29,0,0,0,Unf,Detchd,1950.0,Unf,2.0,420.0,TA,TA
369,916402115,184000,Gd,Fa,No,ALQ,1398.0,LwQ,208.0,0.0,1606.0,192,0,0,0,0,Fin,Attchd,1986.0,Fin,2.0,616.0,TA,TA
370,527375160,184500,TA,Fa,No,ALQ,548.0,Unf,0.0,127.0,675.0,48,28,0,0,0,RFn,Attchd,1975.0,RFn,2.0,485.0,TA,TA
371,527252080,334000,Ex,TA,Gd,GLQ,1034.0,Unf,0.0,676.0,1710.0,156,48,0,0,0,RFn,Attchd,2007.0,RFn,2.0,557.0,TA,TA
372,916380060,294000,Ex,TA,Gd,GLQ,1036.0,Unf,0.0,482.0,1518.0,0,26,0,0,0,Fin,Attchd,2007.0,Fin,3.0,788.0,TA,TA
373,533125080,290000,Gd,TA,No,ALQ,704.0,Unf,0.0,226.0,930.0,237,251,0,0,196,RFn,Attchd,1990.0,RFn,2.0,473.0,TA,TA
374,908275180,135000,TA,TA,No,Unf,0.0,Unf,0.0,941.0,941.0,0,0,0,0,156,Unf,Detchd,1958.0,Unf,1.0,548.0,TA,TA
375,528348030,252000,Gd,TA,No,Unf,0.0,Unf,0.0,1066.0,1066.0,120,38,0,0,0,Fin,BuiltIn,1998.0,Fin,3.0,600.0,TA,TA
376,907252190,270000,TA,TA,Gd,GLQ,1412.0,Unf,0.0,261.0,1673.0,306,113,0,0,116,RFn,Attchd,2000.0,RFn,2.0,583.0,TA,TA
377,527190220,275000,Gd,TA,Gd,GLQ,1148.0,Unf,0.0,594.0,1742.0,114,28,234,0,0,RFn,Attchd,1985.0,RFn,2.0,564.0,TA,TA
378,534425015,200000,TA,TA,Mn,ALQ,1386.0,Unf,0.0,206.0,1592.0,0,0,0,0,201,RFn,Attchd,1959.0,RFn,2.0,510.0,TA,TA
379,528172060,255900,Gd,TA,No,Unf,0.0,Unf,0.0,1598.0,1598.0,230,60,0,0,0,RFn,Attchd,2006.0,RFn,3.0,871.0,TA,TA
380,909455060,200000,Gd,TA,Gd,GLQ,577.0,Unf,0.0,427.0,1004.0,135,0,0,0,0,Unf,Attchd,1988.0,Unf,2.0,509.0,TA,TA
381,527164120,194500,Gd,TA,No,Unf,0.0,Unf,0.0,712.0,712.0,143,46,0,0,0,Fin,Attchd,1994.0,Fin,2.0,409.0,TA,TA
382,534477270,165500,TA,TA,Av,BLQ,831.0,Unf,0.0,161.0,992.0,0,28,0,0,178,RFn,BuiltIn,1955.0,RFn,1.0,377.0,TA,TA
383,527105050,187500,TA,TA,No,BLQ,706.0,Unf,0.0,220.0,926.0,0,36,0,0,0,Fin,Attchd,1997.0,Fin,2.0,470.0,TA,TA
384,906394040,225000,Gd,TA,Gd,GLQ,56.0,Unf,0.0,1558.0,1614.0,100,45,0,0,0,Fin,Attchd,2005.0,Fin,2.0,576.0,TA,TA
385,902206240,100000,TA,TA,No,Rec,176.0,Unf,0.0,832.0,1008.0,0,0,334,0,0,Unf,Detchd,1962.0,Unf,1.0,315.0,TA,TA
386,909253010,177000,TA,TA,No,Unf,0.0,Unf,0.0,896.0,896.0,0,0,0,0,0,Unf,Detchd,1929.0,Unf,2.0,342.0,Fa,Fa
387,909279080,220000,TA,TA,Mn,Rec,297.0,LwQ,557.0,0.0,854.0,0,0,19,0,0,Unf,Detchd,1977.0,Unf,2.0,432.0,TA,Fa
388,907290040,224900,Gd,TA,No,Unf,0.0,Unf,0.0,1649.0,1649.0,0,34,0,0,0,RFn,Attchd,1998.0,RFn,2.0,598.0,TA,TA
389,535457020,156500,TA,TA,No,BLQ,1098.0,Rec,154.0,125.0,1377.0,0,0,0,0,0,Unf,Attchd,1965.0,Unf,1.0,351.0,TA,TA
390,902204120,139000,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,24,0,296,0,0,Unf,Detchd,1976.0,Unf,2.0,450.0,TA,TA
391,535301170,153000,TA,TA,No,Rec,1213.0,Unf,0.0,84.0,1297.0,0,0,0,0,0,Fin,Attchd,1954.0,Fin,2.0,498.0,TA,TA
392,923228230,88000,TA,TA,No,BLQ,273.0,LwQ,273.0,0.0,546.0,238,0,0,0,0,RFn,Attchd,1970.0,RFn,1.0,286.0,TA,TA
393,923202060,115000,,,,,0.0,,0.0,0.0,0.0,0,0,0,0,0,Unf,Attchd,1960.0,Unf,2.0,336.0,TA,TA
394,904302260,100000,TA,TA,No,Rec,1026.0,Unf,0.0,186.0,1212.0,0,0,168,0,0,,,,,0.0,0.0,,
395,909275250,195000,TA,Fa,No,Unf,0.0,Unf,0.0,817.0,817.0,0,0,429,0,0,Unf,Detchd,1937.0,Unf,1.0,318.0,TA,TA
396,531452080,172000,Gd,TA,No,GLQ,904.0,Unf,0.0,494.0,1398.0,0,46,0,0,0,RFn,Attchd,1990.0,RFn,2.0,542.0,TA,TA
397,528138020,259000,Ex,TA,No,GLQ,28.0,Unf,0.0,1794.0,1822.0,0,119,0,0,0,RFn,Attchd,2005.0,RFn,3.0,678.0,TA,TA
398,905101330,90000,,,,,0.0,,0.0,0.0,0.0,0,0,0,0,0,Unf,CarPort,1967.0,Unf,2.0,516.0,TA,TA
399,916475110,202900,Gd,TA,No,Unf,0.0,Unf,0.0,967.0,967.0,135,0,0,0,0,Fin,Attchd,2002.0,Fin,2.0,431.0,TA,TA
400,534128020,206000,TA,TA,Mn,GLQ,560.0,LwQ,42.0,150.0,752.0,297,40,0,0,0,RFn,Attchd,1974.0,RFn,2.0,784.0,TA,TA
401,909475300,222000,Gd,TA,No,GLQ,808.0,Unf,0.0,72.0,880.0,292,44,0,182,0,Fin,Attchd,1988.0,Fin,2.0,540.0,TA,TA
402,527358090,172000,Ex,TA,Gd,GLQ,1005.0,Unf,0.0,42.0,1047.0,444,0,40,0,0,RFn,Attchd,1976.0,RFn,2.0,596.0,TA,TA
403,909250120,138887,Gd,TA,Mn,Unf,0.0,Unf,0.0,747.0,747.0,203,40,0,0,0,Unf,Detchd,1914.0,Unf,1.0,180.0,Fa,Fa
404,909254150,139000,TA,TA,No,Unf,0.0,Unf,0.0,661.0,661.0,242,0,81,0,0,Unf,Detchd,1985.0,Unf,2.0,552.0,TA,TA
405,905202190,278000,Gd,TA,Av,Rec,810.0,ALQ,826.0,229.0,1865.0,0,115,168,0,0,Unf,Attchd,1967.0,Unf,2.0,521.0,TA,TA
406,527353060,249000,Gd,TA,No,ALQ,602.0,Unf,0.0,441.0,1043.0,178,84,0,0,0,RFn,BuiltIn,1980.0,RFn,2.0,441.0,TA,TA
407,905478220,136500,TA,TA,Mn,LwQ,1080.0,Unf,0.0,0.0,1080.0,0,0,68,0,0,Unf,Attchd,1951.0,Unf,1.0,253.0,TA,TA
408,902456015,64500,TA,Fa,No,Unf,0.0,Unf,0.0,1020.0,1020.0,0,0,105,0,0,,,,,0.0,0.0,,
409,916402015,150000,Gd,TA,No,Unf,0.0,Unf,0.0,1495.0,1495.0,252,0,192,0,0,Unf,Attchd,1989.0,Unf,2.0,438.0,TA,TA
410,905426100,225000,TA,Gd,No,GLQ,603.0,Unf,0.0,293.0,896.0,103,0,0,0,0,Unf,Attchd,1948.0,Unf,1.0,230.0,TA,TA
411,923228220,93900,TA,TA,No,ALQ,384.0,Unf,0.0,162.0,546.0,0,64,0,0,0,,,,,0.0,0.0,,
412,527182020,130000,Gd,TA,No,Unf,0.0,Unf,0.0,1191.0,1191.0,120,70,0,0,0,RFn,Attchd,1987.0,RFn,2.0,461.0,TA,TA
413,528175060,230000,Gd,TA,No,GLQ,904.0,Unf,0.0,410.0,1314.0,172,62,0,0,0,RFn,Attchd,2008.0,RFn,2.0,626.0,TA,TA
414,909451180,124000,Gd,TA,No,ALQ,285.0,Unf,0.0,276.0,561.0,150,0,0,0,0,Fin,Attchd,1980.0,Fin,2.0,462.0,TA,TA
415,908102040,145900,TA,TA,No,ALQ,1084.0,Unf,0.0,188.0,1272.0,0,70,0,0,0,,,,,0.0,0.0,,
416,903230110,115000,TA,TA,No,ALQ,68.0,Unf,0.0,497.0,565.0,0,0,180,0,0,RFn,BuiltIn,1920.0,RFn,1.0,355.0,Fa,TA
417,906223210,239500,Gd,TA,No,GLQ,584.0,Unf,0.0,544.0,1128.0,0,155,0,0,0,RFn,Attchd,1995.0,RFn,2.0,466.0,TA,TA
418,527377030,181000,TA,TA,No,ALQ,663.0,LwQ,377.0,0.0,1040.0,265,0,0,0,0,RFn,Attchd,1974.0,RFn,2.0,484.0,TA,TA
419,905101260,175000,Gd,TA,Av,ALQ,444.0,Unf,0.0,76.0,520.0,302,0,0,0,100,RFn,Attchd,1997.0,RFn,2.0,480.0,TA,TA
