PID,SalePrice,Address,GrLivArea,LotArea,OverallQual,BSMT_LowQual,house_age_years,GarageCars,MasVnrType,FullBath,HalfBath,BsmtExposure_ord,SaleTypeNew,Neighborhood,BldgType,PorchSF,BSMT_HighQual,Fireplaces,Pool,BedroomAbvGr,ExterQual,OverallCond,KitchenQual,water_tower,graveyard,police,optician,slipway,bar,cinema,supermarket,hotel,stop,farmyard,christian_catholic,jewish,muslim,garden_centre,christian_lutheran
527276150,141000,430 Ash Ave,864,19138,0.1428571428571428,864.0,59.45479452054794,2.0,None,1,0,1,0,Gilbert,1Fam,0,0.0,0,0,2,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
907201230,174000,1412 Indiana Ave,1282,10385,0.4285714285714285,400.0,28.265753424657536,3.0,Brick Face,2,0,3,0,CollgCr,1Fam,0,595.0,0,0,3,0.3333333333333333,0.5,0.3333333333333333,1,0,0,0,0,1,0,2,3,1,7,0,0,0,0,0
905104110,145000,4112 Hastings Ave,992,10265,0.2857142857142856,234.0,41.52602739726027,1.0,None,1,0,1,0,Sawyer,1Fam,0,758.0,0,0,3,0.3333333333333333,0.6666666666666665,0.6666666666666666,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1
914476330,210000,3915 Quebec St,1478,9928,0.5714285714285714,215.0,16.339726027397262,2.0,None,2,0,1,0,Mitchel,1Fam,22,1239.0,1,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,1
907290160,133000,2321 Sundown Dr,848,4435,0.4285714285714285,131.0,3.249315068493151,2.0,Brick Face,1,0,3,0,CollgCr,TwnhsE,0,717.0,0,0,1,0.6666666666666666,0.3333333333333332,0.6666666666666666,1,0,0,1,0,1,0,2,3,1,11,0,0,0,0,0
907125080,145000,1630 Johnson St,1100,13015,0.2857142857142856,1100.0,10.421917808219176,2.0,None,1,1,1,0,CollgCr,1Fam,0,0.0,0,0,3,0.3333333333333333,0.5,0.3333333333333333,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0
908188110,134000,2133 Coneflower Ct,1709,2522,0.5714285714285714,970.0,2.331506849315069,2.0,Stone,2,0,1,0,Edwards,Twnhs,40,0.0,0,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,1,0,0,1,0,3,0,4,3,1,0,0,0,0,0,1
528172150,279000,2966 Monroe Dr,1914,13215,0.7142857142857142,426.0,2.0876712328767124,3.0,Brick Face,2,1,1,0,NridgHt,1Fam,127,994.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
535350040,129000,419 Lynn Ave,936,5868,0.2857142857142856,936.0,54.367123287671234,1.0,None,1,0,1,0,NAmes,1Fam,240,0.0,0,0,2,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,1,1,1,0,4,1,2,0,0,0,0,0,0,0,3
535302140,130000,620 Lynn Ave,950,12774,0.2857142857142856,984.0,55.53424657534247,2.0,None,1,0,1,0,NAmes,1Fam,32,0.0,0,0,2,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,3
528108010,256300,1010 Jarrett Cir,1600,14230,0.7142857142857142,1566.0,2.4986301369863013,3.0,Stone,2,0,1,0,NridgHt,1Fam,56,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
531375090,142000,2129 Stevenson Dr,1114,13072,0.2857142857142856,1114.0,5.586301369863014,0.0,None,1,1,1,0,SawyerW,1Fam,39,0.0,0,0,3,0.3333333333333333,0.3333333333333332,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
526353050,237500,3123 Story St,2117,12925,0.4285714285714285,1205.0,38.35616438356164,2.0,None,2,1,2,0,NAmes,1Fam,42,0.0,2,0,4,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
909276170,188700,115 Center Ave,1660,11988,0.4285714285714285,715.0,74.63287671232877,1.0,None,1,1,1,0,Crawfor,1Fam,0,0.0,1,0,3,0.3333333333333333,0.6666666666666665,0.3333333333333333,1,0,1,0,0,11,0,0,0,0,0,1,0,0,0,2
528228295,175900,2505 Green Hills Dr,1569,3635,0.5714285714285714,398.0,2.331506849315069,3.0,Brick Face,2,0,1,0,Blmngtn,TwnhsE,20,988.0,1,0,1,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1
907202050,150500,413 Hawthorne Ave,1040,8800,0.2857142857142856,1040.0,32.68767123287671,2.0,None,2,0,2,0,CollgCr,1Fam,288,0.0,0,0,3,0.3333333333333333,0.6666666666666665,0.6666666666666666,1,0,0,1,0,1,0,2,3,1,7,0,0,0,0,0
905107240,180000,721 Meadow Pl,1721,10335,0.2857142857142856,1461.0,38.52328767123288,2.0,None,2,1,1,0,Sawyer,1Fam,276,0.0,1,0,3,0.3333333333333333,0.5,0.3333333333333333,0,0,0,1,0,1,0,4,0,0,1,0,0,1,0,1
535305180,134500,3916 Fletcher Blvd,1008,8923,0.2857142857142856,1008.0,54.36438356164384,1.0,None,1,0,1,0,NAmes,1Fam,18,0.0,0,0,2,0.3333333333333333,0.6666666666666665,0.6666666666666666,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,3
531453040,171000,2905 Roxboro Dr,1564,8400,0.4285714285714285,650.0,30.26849315068493,2.0,Brick Face,2,1,1,0,SawyerW,1Fam,254,0.0,1,0,3,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
923277040,138000,1505 Little Bluestem Ct UNIT 106,816,6600,0.2857142857142856,0.0,26.432876712328767,2.0,None,1,0,1,0,Mitchel,1Fam,0,816.0,0,0,2,0.3333333333333333,0.8333333333333333,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1
528435070,227000,234 S Dakota Ave,1588,10000,0.7142857142857142,1588.0,1.915068493150685,3.0,Stone,2,0,3,0,Somerst,1Fam,45,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
527454120,148500,1011 Curtiss Ave,1055,2529,0.5714285714285714,677.0,31.68767123287672,2.0,None,2,0,1,0,NPkVill,Twnhs,38,378.0,0,0,2,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3
923228290,84500,1007 Vermont Ct,630,1936,0.1428571428571428,131.0,37.93972602739726,0.0,None,1,0,3,0,MeadowV,Twnhs,0,499.0,0,0,1,0.3333333333333333,0.5,0.3333333333333333,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1
903451090,149000,1509 Jackson Dr,1930,6876,0.4285714285714285,720.0,82.63835616438357,1.0,None,2,0,1,0,IDOTRR,1Fam,213,0.0,0,0,4,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,0,1,1,0,4,0,3,1,0,0,1,0,0,0,5
527354050,192350,3815 Quebec St,1353,10400,0.4285714285714285,356.0,28.6,2.0,Brick Face,2,0,1,0,NWAmes,1Fam,141,903.0,1,0,2,0.3333333333333333,0.3333333333333332,0.3333333333333333,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1
526351010,172000,807 Hodge Ave,1329,14267,0.4285714285714285,406.0,52.44931506849315,1.0,Brick Face,1,1,1,0,NAmes,1Fam,36,923.0,0,0,3,0.3333333333333333,0.5,0.6666666666666666,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
908128110,165400,2402 Suncrest Dr,1656,6931,0.5714285714285714,746.0,5.501369863013698,2.0,Stone,2,1,1,0,Edwards,1Fam,128,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,1,0,0,1,0,2,0,4,3,1,0,0,0,0,0,1
905427050,185000,1210 Garfield Cir,1674,21780,0.4285714285714285,1163.0,90.55890410958904,2.0,None,2,0,2,0,Edwards,1Fam,180,0.0,1,0,4,0.3333333333333333,0.6666666666666665,0.3333333333333333,1,1,1,1,0,11,0,4,0,0,0,1,0,1,0,2
923230200,131900,516 Oliver Cir,796,7689,0.2857142857142856,76.0,37.52328767123288,1.0,None,1,0,3,0,Mitchel,1Fam,0,720.0,0,0,2,0.3333333333333333,0.8333333333333333,0.3333333333333333,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1
528228565,213490,1106 Stafford Ave,1506,3013,0.5714285714285714,1346.0,1.2465753424657535,2.0,Brick Face,2,0,4,0,Blmngtn,TwnhsE,20,16.0,1,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,1
906402070,277000,210 S Hazel Ave,2062,14364,0.5714285714285714,92.0,19.26027397260274,2.0,Brick Face,2,1,4,0,SawyerW,1Fam,209,1065.0,1,0,3,0.6666666666666666,0.3333333333333332,0.3333333333333333,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0
528431070,257500,2427 Welbeck Dr,1658,10206,0.7142857142857142,1614.0,1.6684931506849314,3.0,Brick Face,2,1,1,0,Somerst,1Fam,44,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
532378120,62383,2638 Cleveland Dr,864,8281,0.2857142857142856,864.0,44.945205479452056,1.0,None,1,0,1,0,Sawyer,1Fam,236,0.0,1,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,1,0,1,0,1,0,4,0,0,0,0,0,1,0,1
907290020,274300,3004 Northwood Dr,2097,9750,0.5714285714285714,133.0,8.419178082191781,2.0,None,2,1,3,0,CollgCr,1Fam,170,975.0,1,0,3,0.3333333333333333,0.5,0.6666666666666666,1,0,0,1,0,1,0,2,3,1,10,0,0,0,0,0
905106210,158000,1017 N 2nd St,1159,11553,0.2857142857142856,1051.0,38.52328767123288,1.0,Brick Face,1,1,1,0,Sawyer,1Fam,0,0.0,1,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1
534276290,106500,1809 Maxwell Ave,882,8339,0.2857142857142856,0.0,48.52876712328767,1.0,None,1,0,0,0,NAmes,1Fam,0,0.0,0,0,3,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2
528458140,250000,3314 Clinton Ct,1530,12606,0.857142857142857,1530.0,2.331506849315069,3.0,Stone,2,0,3,0,Somerst,1Fam,136,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
903453080,202500,1309 Garfield Ave,2294,13200,0.4285714285714285,741.0,44.276712328767125,2.0,Brick Face,3,0,1,0,IDOTRR,1Fam,110,0.0,1,0,5,0.3333333333333333,0.5,0.3333333333333333,0,0,1,0,0,5,0,3,1,0,0,1,0,0,0,4
910203290,118400,824 Wilson Ave,1012,8263,0.4285714285714285,1012.0,87.3890410958904,1.0,None,1,0,1,0,IDOTRR,1Fam,134,0.0,1,0,2,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,0,1,0,0,5,0,4,1,0,0,1,0,0,0,3
534226060,146000,611 11th St,1200,9230,0.2857142857142856,203.0,41.77534246575343,2.0,Brick Face,1,1,2,0,NAmes,1Fam,64,661.0,0,0,1,0.3333333333333333,0.8333333333333333,0.6666666666666666,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2
534178010,127000,115 E 13th St,1052,10800,0.4285714285714285,1052.0,44.11506849315069,1.0,Brick Face,1,0,1,0,NWAmes,1Fam,133,0.0,0,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
907401060,219500,2324 Knapp St,1928,8200,0.5714285714285714,847.0,4.498630136986302,2.0,None,2,1,1,0,CollgCr,1Fam,48,0.0,1,0,4,0.6666666666666666,0.3333333333333332,0.6666666666666666,1,0,0,0,0,1,0,0,3,1,13,0,0,0,0,0
908250030,82000,803 Kellogg Ave,944,10206,0.0,0.0,57.536986301369865,2.0,None,1,0,0,0,Edwards,1Fam,0,0.0,0,0,2,0.3333333333333333,0.0,0.0,2,0,0,1,0,12,0,4,2,0,0,0,0,0,0,1
909281010,239000,3118 Greenwood Rd,2345,16560,0.4285714285714285,952.0,74.54794520547945,2.0,None,2,1,1,0,Crawfor,1Fam,0,0.0,1,0,4,0.3333333333333333,0.8333333333333333,0.3333333333333333,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,2
914475010,156450,3502 Jewel Dr,926,9750,0.4285714285714285,135.0,32.26849315068493,1.0,None,1,0,3,0,Mitchel,1Fam,0,767.0,1,0,2,0.3333333333333333,0.5,0.3333333333333333,0,2,0,0,0,0,0,0,3,0,1,0,0,0,1,1
923225050,134000,2810 Pinehurst Cir,1142,4224,0.2857142857142856,268.0,31.6027397260274,2.0,None,1,1,1,0,MeadowV,TwnhsE,90,874.0,1,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1
916455170,214900,4914 Waller St,1894,11316,0.5714285714285714,193.0,8.09041095890411,2.0,Brick Face,2,1,1,0,Timber,1Fam,40,624.0,1,0,4,0.6666666666666666,0.3333333333333332,0.6666666666666666,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0
534451170,52000,1415 Stafford Ave,729,4130,0.0,270.0,73.54794520547945,0.0,None,1,0,1,0,BrkSide,1Fam,0,0.0,0,0,2,0.6666666666666666,0.5,0.3333333333333333,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,3
909175080,60000,1802 Clark Ave,438,8400,0.0,290.0,89.06301369863014,1.0,None,1,0,1,0,SWISU,1Fam,0,0.0,0,0,1,0.3333333333333333,0.3333333333333332,0.0,2,1,1,1,0,11,0,4,0,0,0,1,0,0,0,3
906225210,147000,3603 Woodland St,996,9069,0.4285714285714285,189.0,18.26027397260274,2.0,None,1,0,3,0,SawyerW,1Fam,0,747.0,0,0,2,0.3333333333333333,0.5,0.6666666666666666,0,0,0,1,0,0,0,3,0,0,6,0,0,0,0,1
903234090,123500,2207 Hayes Ave,1902,6120,0.2857142857142856,1100.0,85.8082191780822,2.0,None,2,0,1,0,OldTown,1Fam,194,0.0,0,0,4,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3
907251090,237000,3801 Columbine Ave,2031,9473,0.7142857142857142,324.0,6.167123287671233,2.0,None,2,1,1,0,CollgCr,1Fam,211,804.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,1,0,0,0,0,1,0,1,3,1,12,0,0,0,0,0
905475500,84000,614 Poe Ave,845,11500,0.1428571428571428,0.0,52.035616438356165,1.0,None,1,0,0,0,Edwards,1Fam,0,0.0,0,0,3,0.3333333333333333,0.0,0.3333333333333333,1,1,1,1,0,11,0,4,0,0,0,1,0,1,0,2
528458180,238500,3815 Valley View Rd,1448,7500,0.7142857142857142,1348.0,3.416438356164384,2.0,Stone,2,0,1,0,Somerst,1Fam,140,24.0,1,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
909252170,141500,5129 Schubert St,1436,6720,0.4285714285714285,585.0,86.30410958904109,1.0,None,1,0,1,0,Crawfor,1Fam,0,0.0,1,0,3,0.3333333333333333,0.6666666666666665,0.3333333333333333,2,0,1,0,0,11,0,0,0,0,0,1,0,0,0,2
906425045,138500,3809 Eisenhower Ave,1445,14235,0.4285714285714285,676.0,110.23561643835616,2.0,None,2,0,1,0,SawyerW,1Fam,59,0.0,0,0,3,0.3333333333333333,0.8333333333333333,0.3333333333333333,0,0,0,1,0,0,0,4,0,0,5,0,0,0,0,1
903228150,139900,1220 Truman Pl,1416,6000,0.4285714285714285,780.0,62.2054794520548,1.0,None,1,1,1,0,BrkSide,1Fam,48,0.0,0,0,3,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,1,1,1,0,4,1,3,0,0,0,0,0,0,0,3
534400050,167000,3337 Weston Dr,1516,10004,0.4285714285714285,1516.0,45.11780821917808,2.0,Brick Face,1,1,1,0,NAmes,1Fam,152,0.0,0,0,3,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
914452090,183500,3808 Hyde Ave,1299,12150,0.4285714285714285,0.0,28.019178082191782,2.0,None,2,0,3,0,Mitchel,1Fam,222,1001.0,1,0,2,0.3333333333333333,0.5,0.6666666666666666,0,2,0,0,0,0,0,0,3,0,4,0,0,0,0,1
528326030,250000,1312 Carroll Ave,2198,14260,0.7142857142857142,490.0,8.923287671232877,3.0,Brick Face,2,1,3,0,NoRidge,1Fam,84,655.0,1,0,4,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
905402090,177000,2204 Duff Ave,1357,11512,0.4285714285714285,300.0,49.36438356164384,1.0,Brick Face,1,0,3,0,Edwards,1Fam,163,719.0,1,0,2,0.3333333333333333,0.6666666666666665,1.0,1,1,1,1,0,10,0,4,0,0,0,0,0,1,0,1
907227060,127000,223 E 6th St,864,7200,0.2857142857142856,193.0,35.69041095890411,2.0,None,1,0,1,0,CollgCr,1Fam,0,671.0,0,0,3,0.3333333333333333,0.3333333333333332,1.0,1,0,0,1,0,1,0,3,3,1,6,0,0,0,0,0
905102010,165000,607 E 13th St,1020,14149,0.2857142857142856,980.0,43.35890410958904,2.0,Brick Face,2,0,4,0,Sawyer,1Fam,0,0.0,1,0,3,0.6666666666666666,0.8333333333333333,0.3333333333333333,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1
907255020,287000,5011 Emerson Dr,2263,9240,0.7142857142857142,1055.0,7.671232876712328,2.0,Brick Face,2,1,1,0,CollgCr,1Fam,234,0.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,1,0,0,1,0,1,0,2,3,1,10,0,0,0,0,0
528315090,337000,618 13th St,2365,9430,0.7142857142857142,89.0,10.504109589041096,3.0,Brick Face,2,1,2,0,NoRidge,1Fam,308,1163.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
528482010,253000,1111 Burnett Ave,1685,11824,0.7142857142857142,1685.0,1.2465753424657535,3.0,Brick Face,2,0,3,0,Somerst,1Fam,63,0.0,1,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
535304170,136000,2218 Northwestern Ave,1040,7942,0.4285714285714285,85.0,54.44931506849315,1.0,None,1,0,1,0,NAmes,1Fam,0,955.0,0,0,3,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,3
528174030,200000,4004 Toronto St,1302,3903,0.4285714285714285,272.0,2.328767123287671,2.0,Stone,1,1,3,0,NridgHt,Twnhs,50,1030.0,1,0,1,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
535402330,200000,2216 Fillmore Ave,2634,11643,0.2857142857142856,1248.0,40.608219178082194,4.0,Brick Face,2,2,1,0,NAmes,Duplex,0,0.0,0,0,6,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,3
903226170,134900,2723 Hampton St,1176,6000,0.4285714285714285,698.0,72.54520547945205,2.0,None,1,0,1,0,BrkSide,1Fam,0,0.0,0,0,2,0.6666666666666666,1.0,0.3333333333333333,0,0,1,1,0,4,1,2,0,0,0,0,0,0,0,3
906403060,207000,421 Hayward Ave,1873,8883,0.5714285714285714,321.0,19.34246575342466,2.0,Brick Face,2,1,1,0,SawyerW,1Fam,192,608.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0
908102320,149900,3332 Foxley Dr,1466,17755,0.2857142857142856,1466.0,47.865753424657534,2.0,Brick Face,1,1,1,0,Edwards,1Fam,240,0.0,2,0,3,0.3333333333333333,0.1666666666666666,0.0,0,0,0,1,0,1,0,4,3,1,1,0,0,0,0,1
535454050,87500,1111 Garner Cir,1040,8544,0.0,0.0,57.367123287671234,2.0,Brick Face,2,0,0,0,NAmes,Duplex,0,0.0,0,0,2,0.3333333333333333,0.1666666666666666,0.3333333333333333,0,1,1,1,0,4,0,2,0,0,1,0,0,0,0,3
909276210,188000,2904 Roxboro Dr,1755,7810,0.1428571428571428,741.0,77.88493150684931,1.0,None,2,0,1,0,Crawfor,1Fam,40,189.0,1,0,4,0.3333333333333333,0.5,0.6666666666666666,2,0,1,0,0,11,0,0,0,0,0,1,0,0,0,2
528250030,213000,2103 Clark Ave,1986,8396,0.5714285714285714,847.0,5.3342465753424655,2.0,Brick Face,2,1,1,0,Gilbert,1Fam,48,0.0,1,0,4,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1
531375130,153000,1320 Grand Ave,1114,12450,0.2857142857142856,278.0,6.419178082191781,2.0,None,2,0,1,0,SawyerW,1Fam,42,836.0,0,0,3,0.3333333333333333,0.3333333333333332,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
907201060,149900,1002 Poe Ave,985,8385,0.2857142857142856,390.0,31.854794520547944,1.0,Brick Face,2,0,3,0,CollgCr,1Fam,0,595.0,0,0,3,0.6666666666666666,0.8333333333333333,0.3333333333333333,1,0,0,1,0,1,0,2,3,0,8,0,0,0,0,0
527208010,355000,705 Poe Ave,2500,13543,0.7142857142857142,1152.0,3.4986301369863013,3.0,Stone,3,1,4,0,StoneBr,1Fam,32,16.0,1,0,5,0.6666666666666666,0.3333333333333332,1.0,2,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1
902402150,85000,1904 Bel Air Dr,1022,7200,0.2857142857142856,775.0,99.48219178082192,1.0,None,1,0,1,0,OldTown,1Fam,256,247.0,0,0,2,0.3333333333333333,0.1666666666666666,0.3333333333333333,0,1,1,1,0,4,0,5,1,0,2,0,0,0,0,2
528174010,194700,2825 Buckingham Ct,1362,7577,0.4285714285714285,1342.0,2.4136986301369863,2.0,Stone,2,0,3,0,NridgHt,TwnhsE,28,20.0,1,0,2,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
903233120,138400,5025 Keats St,1536,6240,0.2857142857142856,928.0,80.21643835616439,2.0,None,2,0,1,0,BrkSide,1Fam,10,0.0,1,0,4,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3
528490080,207500,604 Carroll Ave,1728,8791,0.4285714285714285,864.0,5.3342465753424655,2.0,None,2,1,1,0,Somerst,1Fam,56,0.0,0,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1
527357180,292500,2117 Northwestern Ave,2840,12511,0.5714285714285714,432.0,30.936986301369863,4.0,Brick Face,2,1,1,0,NWAmes,1Fam,224,988.0,2,0,4,0.6666666666666666,0.6666666666666665,0.6666666666666666,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1
532354090,148000,2838 Buckingham Ct,1155,11782,0.2857142857142856,210.0,49.44657534246576,2.0,None,1,0,3,0,Sawyer,1Fam,0,899.0,0,0,3,0.3333333333333333,0.6666666666666665,0.6666666666666666,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1
527354200,184000,827 Miller Ave,1707,11088,0.4285714285714285,308.0,31.350684931506848,2.0,Brick Face,2,0,1,0,NWAmes,1Fam,0,832.0,1,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1
903233050,137500,3418 Jewel Dr,1513,6120,0.2857142857142856,939.0,87.3890410958904,1.0,None,1,1,2,0,BrkSide,1Fam,150,0.0,0,0,4,0.3333333333333333,0.8333333333333333,0.3333333333333333,0,1,1,1,0,4,0,3,0,0,0,0,0,0,0,3
535378020,109500,546 Meadow Ct,792,9022,0.2857142857142856,768.0,85.3890410958904,1.0,None,1,0,1,0,OldTown,1Fam,120,0.0,0,0,2,0.6666666666666666,0.8333333333333333,0.6666666666666666,0,1,1,1,0,4,1,2,0,0,0,0,0,0,0,3
528250070,211000,4811 Idaho Cir,1948,7875,0.5714285714285714,847.0,4.498630136986302,2.0,Brick Face,2,1,1,0,Gilbert,1Fam,48,0.0,1,0,4,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
535353240,152500,836 Brookridge Ave,1527,11419,0.5714285714285714,0.0,61.95890410958904,2.0,None,1,1,2,0,NAmes,1Fam,134,699.0,1,0,3,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,1,1,1,0,4,1,2,0,0,0,0,0,0,0,3
528240060,184100,1506 Golden Aspen Dr,1419,7750,0.7142857142857142,55.0,7.167123287671233,2.0,None,2,1,1,0,Gilbert,1Fam,0,353.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1
903228040,157000,3834 Welbeck Dr,1497,6000,0.4285714285714285,825.0,71.37808219178082,1.0,None,2,0,1,0,BrkSide,1Fam,0,0.0,0,0,3,0.3333333333333333,0.6666666666666665,0.3333333333333333,0,1,1,1,0,4,1,3,0,0,0,0,0,0,0,3
533252130,218000,3320 Kingman Rd,1437,10768,0.2857142857142856,280.0,31.51780821917808,2.0,None,2,0,4,0,Veenker,1Fam,201,1157.0,1,0,3,0.6666666666666666,0.8333333333333333,0.6666666666666666,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
535325290,115000,2404 Westwind Dr,1005,10434,0.1428571428571428,1005.0,54.87123287671233,2.0,None,1,0,1,0,NAmes,1Fam,0,0.0,1,0,2,0.3333333333333333,0.3333333333333332,0.0,0,1,1,1,0,4,1,1,0,0,0,0,0,0,0,3
907401090,232000,2918 Eisenhower Ave,1668,10635,0.7142857142857142,685.0,7.3342465753424655,2.0,Brick Face,2,0,3,0,CollgCr,1Fam,262,972.0,1,0,3,0.6666666666666666,0.3333333333333332,0.6666666666666666,1,0,0,0,0,1,0,0,3,1,13,0,0,0,0,0
908225290,120000,5000 Emerson Dr,1368,11767,0.2857142857142856,1078.0,59.45479452054794,1.0,None,1,0,2,0,Edwards,1Fam,252,0.0,0,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,2,1,1,1,0,11,0,4,0,0,0,0,0,1,0,2
905200290,155000,2749 Cleveland Dr,1803,13125,0.2857142857142856,1134.0,49.032876712328765,2.0,None,2,0,1,0,Sawyer,1Fam,0,0.0,1,0,3,0.3333333333333333,0.1666666666666666,0.3333333333333333,1,1,1,1,0,1,0,4,0,0,0,0,0,1,0,1
535179120,116000,2720 Thompson Dr,922,9770,0.2857142857142856,922.0,50.27945205479452,1.0,None,1,0,1,0,NAmes,1Fam,34,0.0,0,0,2,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,2
