,PID,GrLivArea,SalePrice,LotArea,Neighborhood,FullBath,BedroomAbvGr,OverallQual
1051,902101010,1224,115000,3950,OldTown,1,3,6
1052,527450030,1092,113500,2205,BrDale,1,3,6
1053,535175070,1264,167500,9300,NAmes,1,3,5
1054,528108070,2184,335000,11308,NridgHt,2,3,9
1055,909281020,1355,140000,6221,Crawfor,2,3,5
1056,533213140,1458,176000,3230,Somerst,2,2,6
1057,535302070,948,125000,10950,NAmes,1,2,6
1058,905480030,1258,105000,9060,Edwards,1,2,6
1059,907200110,938,130250,9200,CollgCr,1,3,5
1060,907275030,2049,210900,21533,CollgCr,2,4,7
1061,907203110,969,122000,10356,CollgCr,1,3,5
1062,527127100,2522,375000,7296,StoneBr,2,1,8
1063,528431020,1696,275000,11194,Somerst,2,3,8
1064,535379060,968,64500,10800,OldTown,2,4,4
1065,903205085,1167,144000,8731,BrkSide,1,3,5
1066,531450120,1730,171500,7703,SawyerW,2,3,6
1067,902205130,960,108500,6000,OldTown,1,2,4
1068,904100140,2403,244400,24090,ClearCr,2,4,7
1069,923229140,1676,196000,33983,Mitchel,1,3,5
1070,903456060,1077,91000,9786,IDOTRR,1,3,3
1071,528431120,1861,257000,9801,Somerst,3,3,8
1072,905107220,1458,165000,9535,Sawyer,1,3,5
1073,903458170,1208,103000,6240,IDOTRR,1,2,4
1074,534202030,1214,143000,10355,NAmes,2,3,5
1075,527127140,1593,286000,4923,StoneBr,1,0,8
1076,535101150,1560,126000,8668,NAmes,2,4,5
1077,535402070,1086,159950,13400,NAmes,1,3,5
1078,902403070,1470,140750,10560,OldTown,1,2,6
1079,528477070,1795,270000,10603,Somerst,2,3,8
1080,908127100,816,118500,11841,Edwards,1,3,6
1081,902301080,1284,110000,3500,OldTown,1,2,5
1082,903475100,1427,123000,5775,OldTown,1,3,6
1083,903226150,949,119000,6000,BrkSide,1,2,5
1084,902207080,1163,126175,5820,OldTown,1,3,3
1085,535450210,1224,132000,8064,NAmes,1,3,6
1086,535153070,1194,148000,8760,NAmes,1,3,6
1087,905105170,943,134500,8398,Sawyer,1,2,5
1088,904101170,1588,134432,17120,ClearCr,2,4,4
1089,907290080,1836,216837,9100,CollgCr,2,3,7
1090,526354070,2112,206900,11075,NAmes,2,4,6
1091,903458060,1196,109900,4800,IDOTRR,1,2,4
1092,532479050,1037,129000,10751,Sawyer,1,2,5
1093,527427090,767,133000,4058,NAmes,1,1,7
1094,905109170,1483,270000,20062,ClearCr,1,1,7
1095,905479110,1164,125000,10880,Edwards,1,3,5
1096,907187040,1873,235500,10820,CollgCr,2,3,7
1097,909451040,1032,115000,1733,Blueste,1,2,6
1098,905475160,1089,125000,7440,Edwards,1,3,5
1099,534250370,2715,299800,8963,NWAmes,3,4,8
1100,905377010,1229,135000,17140,Edwards,1,3,4
1101,908208020,1121,140000,8546,Edwards,2,2,4
1102,531479020,784,76000,9000,SawyerW,1,2,6
1103,909428280,1902,335000,17500,Crawfor,2,3,7
1104,535454070,1385,166000,8520,NAmes,2,4,5
1105,535304020,1008,139500,12778,NAmes,1,2,5
1106,527131110,1682,247900,6264,StoneBr,1,1,8
1107,534403280,1251,160000,8800,NAmes,1,3,6
1108,527107040,1572,168000,10364,Gilbert,2,3,6
1109,907270040,2452,267000,16226,CollgCr,2,4,8
1110,903455140,1040,127500,7200,IDOTRR,1,2,6
1111,907180040,1786,204750,9337,CollgCr,2,3,6
1112,528106020,2402,555000,15431,NridgHt,2,2,10
1113,528228285,1145,160000,3203,Blmngtn,2,2,7
1114,907262080,1909,197000,8726,CollgCr,2,4,7
1115,923225260,2521,151400,3964,MeadowV,2,5,6
1116,535383060,599,59000,5400,OldTown,1,2,2
1117,527453050,1548,146000,2308,NPkVill,2,3,6
1118,527107030,1498,187500,13031,Gilbert,2,3,6
1119,903236130,2264,200000,7755,OldTown,2,4,6
1120,534450180,858,116500,7207,BrkSide,1,2,5
1121,528275080,1889,215000,8658,Gilbert,2,3,6
1122,909428340,1488,215000,21579,Crawfor,2,3,6
1123,528441080,1694,307000,10084,Somerst,2,3,8
1124,527105130,2283,270000,11792,Gilbert,2,4,8
1125,907175060,1494,217000,9236,CollgCr,2,3,6
1126,908228010,865,108500,10042,Edwards,1,2,6
1127,905480180,1340,120000,9060,Edwards,1,3,5
1128,534201240,1464,141000,8814,NAmes,1,4,5
1129,528441020,1971,253000,9675,Somerst,2,3,7
1130,527164090,1481,174000,8125,Gilbert,2,3,6
1131,909277070,1374,110000,9260,Crawfor,1,3,5
1132,534400060,1425,180500,10175,NAmes,2,3,6
1133,907290210,848,140000,4435,CollgCr,1,1,6
1134,906204150,2329,262280,11839,SawyerW,2,4,7
1135,531451150,1266,128000,8012,SawyerW,1,2,6
1136,528181080,1370,202500,6442,NridgHt,2,2,8
1137,535106140,912,114500,10150,NAmes,1,2,5
1138,533241010,1694,200000,8314,Somerst,2,3,7
1139,534276180,1074,124000,7450,NAmes,1,2,5
1140,527163010,1655,175900,10000,Gilbert,2,3,6
1141,907194020,1792,231500,12435,CollgCr,2,3,7
1142,907187010,1779,217000,13426,CollgCr,2,3,7
1143,908151050,1426,159500,7950,Edwards,1,3,6
1144,528102140,2772,462000,14257,NridgHt,3,4,9
1145,534125080,1556,154000,11700,NWAmes,1,4,6
1146,528321010,2794,403000,15138,NoRidge,2,4,8
1147,914475090,1285,190000,9620,Mitchel,2,3,6
1148,534451120,869,85500,5900,BrkSide,1,2,4
1149,902202090,1499,140000,9000,OldTown,1,3,5
1150,909131125,1928,160000,7082,SWISU,2,5,5
1151,909427230,2340,266500,9042,Crawfor,2,4,7
1152,909475040,2365,315000,17597,Crawfor,2,3,7
1153,533242030,1568,221000,7180,Somerst,2,3,8
1154,528120170,1531,300000,10872,NridgHt,2,2,9
1155,902100010,960,103000,6978,OldTown,1,2,5
1156,535179060,1392,166000,11900,NAmes,1,3,6
1157,534276070,1138,145000,10482,NAmes,1,3,6
1158,905452140,1855,136900,9525,Edwards,2,4,6
1159,528387030,2232,263550,11692,NoRidge,2,3,8
1160,534277090,1362,140000,9450,NAmes,1,3,4
1161,534104100,1812,205000,7500,Somerst,2,3,7
1162,902207220,3493,295000,18386,OldTown,3,3,7
1163,902300215,1416,153900,12665,OldTown,1,4,5
1164,534176140,1093,158500,10738,NWAmes,2,3,6
1165,902128160,1072,130000,7200,OldTown,1,2,5
1166,527451180,987,96000,1680,BrDale,1,2,6
1167,905402070,1383,122000,15635,Edwards,1,2,4
1168,916382110,1641,316500,14463,Timber,2,3,9
1169,534176060,1381,197500,9360,NWAmes,1,3,6
1170,527302110,2073,210000,13175,NWAmes,2,3,6
1171,909425270,1740,219500,13125,Crawfor,1,3,7
1172,527404050,914,133000,7920,NAmes,1,3,5
1173,905480150,1096,79000,9600,Edwards,1,2,6
1174,903231090,1409,126000,6240,BrkSide,1,3,6
1175,531375120,1114,155000,13695,SawyerW,1,3,6
1176,906201021,1061,162000,10778,SawyerW,1,1,7
1177,531371070,1696,188000,10110,SawyerW,2,3,6
1178,528390100,2448,402000,46589,NoRidge,2,4,8
1179,906200230,1822,228500,23920,SawyerW,2,4,6
1180,907420040,1396,170000,11069,CollgCr,2,3,6
1181,916402215,1256,180000,18265,Timber,2,3,6
1182,907200290,1392,161750,10900,CollgCr,1,3,6
1183,908225180,936,97900,6956,Edwards,1,3,4
1184,906380050,1768,212000,10769,CollgCr,2,3,8
1185,535450190,924,122900,8064,NAmes,1,3,5
1186,528315030,2392,348000,9452,NoRidge,2,3,8
1187,535103070,1246,172000,12700,NAmes,1,3,6
1188,905202090,1067,128000,9600,Sawyer,2,2,4
1189,907192090,1573,227000,9808,CollgCr,2,3,7
1190,527158090,1694,160000,10147,Gilbert,2,3,6
1191,916326040,1328,170000,16905,Timber,1,2,5
1192,534403040,1302,158000,9350,NAmes,2,3,6
1193,528220040,1490,167800,8918,Gilbert,2,3,6
1194,907201280,914,134900,6950,CollgCr,1,2,5
1195,528235180,1166,190000,9587,Gilbert,2,2,7
1196,528231050,1838,192140,21930,Gilbert,2,4,5
1197,907425010,848,149300,4426,CollgCr,1,1,6
1198,905103180,934,132000,10366,Sawyer,1,2,6
1199,528228450,1504,181000,3182,Blmngtn,2,1,7
1200,906380030,1615,248500,9345,CollgCr,2,3,8
1201,528445060,1595,221500,8987,Somerst,2,2,8
1202,909252110,1680,177000,15576,Crawfor,2,4,6
1203,909179020,3082,197000,15863,SWISU,2,5,7
1204,907230240,1320,137000,3612,Landmrk,2,3,6
1205,909251050,1232,147500,8574,Crawfor,1,3,6
1206,903231010,1539,141500,6120,BrkSide,1,3,5
1207,528142090,1836,280000,11362,NridgHt,2,3,8
1208,907200280,1026,150000,15240,CollgCr,1,3,5
1209,528477040,1768,226700,9803,Somerst,2,3,7
1210,903206070,1738,153000,7010,BrkSide,2,3,5
1211,909428190,1640,224000,14778,Crawfor,1,3,6
1212,528112040,1736,360000,11578,NridgHt,2,3,9
1213,528142040,2224,350000,8834,NridgHt,2,4,9
1214,902106060,2372,107500,6600,OldTown,2,4,5
1215,527375100,1621,213000,9373,NWAmes,2,3,5
1216,527105070,1608,189500,10179,Gilbert,2,3,6
1217,909277090,1273,155000,14680,Crawfor,1,2,5
1218,527110130,1384,161500,8872,Gilbert,2,3,6
1219,527375210,1193,158000,11050,NWAmes,2,3,7
1220,533215030,1310,285000,4538,Somerst,1,1,9
1221,906378100,1694,245350,10475,CollgCr,2,3,8
1222,527325090,1930,192000,11339,NWAmes,2,4,7
1223,526301100,1656,215000,31770,NAmes,1,3,6
1224,535178060,1196,139000,9000,NAmes,1,2,6
1225,903430090,1635,117000,5310,OldTown,1,2,6
1226,534402140,1154,154000,11000,NAmes,1,3,5
1227,908225240,948,111000,10215,Edwards,1,3,4
1228,534451110,1203,110000,7015,BrkSide,1,3,5
1229,914467040,1916,254900,11050,Mitchel,2,3,8
1230,527451110,1365,125000,2368,BrDale,1,3,5
1231,907262020,1729,200000,8158,CollgCr,2,3,7
1232,527376110,1664,162900,10140,NWAmes,2,4,7
1233,904301375,904,61000,10020,Edwards,0,1,1
1234,905352070,1524,245000,20270,ClearCr,2,3,7
1235,527145090,1280,180000,5070,StoneBr,2,2,8
1236,902427180,1382,110000,11800,OldTown,2,1,4
1237,903476030,1812,140000,7630,OldTown,2,4,5
1238,534400030,1128,155000,8700,NAmes,2,3,5
1239,533213120,1549,172900,2280,Somerst,2,3,6
1240,528290010,1490,184000,15384,Gilbert,2,3,7
1241,907420060,1491,168675,8333,CollgCr,2,3,7
1242,907260010,2290,255900,11250,CollgCr,2,4,8
1243,906201200,2730,301000,10380,SawyerW,2,4,7
1244,906382020,1546,217000,11750,CollgCr,2,3,7
1245,532376160,894,138500,8450,Sawyer,1,3,5
1246,910202070,1344,147000,10690,IDOTRR,1,3,5
1247,528150120,2468,354000,12099,NridgHt,2,4,8
1248,902101050,1668,135000,9600,OldTown,1,3,5
1249,909250070,1479,160000,7000,SWISU,1,3,7
1250,535476240,1045,127000,7936,NAmes,1,3,6
1251,528228405,1576,219990,3940,Blmngtn,2,2,7
1252,905202230,1252,235000,13500,ClearCr,1,1,6
1253,527210060,1922,377426,14157,StoneBr,2,3,9
1254,528228460,1145,160200,3182,Blmngtn,2,2,7
1255,528112020,1704,306000,11478,NridgHt,2,3,8
1256,528290180,1514,190000,8433,Gilbert,2,3,6
1257,907254050,1755,214000,9468,CollgCr,2,3,6
1258,904100040,1211,134000,8250,Sawyer,1,3,5
1259,534126060,1920,170000,10192,NWAmes,3,4,7
1260,535402010,2544,190000,9671,NAmes,2,6,6
1261,534403080,1265,179900,9350,NAmes,2,3,5
1262,532351140,1902,112000,8930,Sawyer,2,4,6
1263,903426010,1344,140000,5700,OldTown,1,3,7
1264,531367050,2084,233000,10142,SawyerW,2,4,7
1265,533213130,1501,176500,2280,Somerst,2,3,6
1266,907185060,1682,200500,8750,CollgCr,2,3,6
1267,905427010,2009,235000,19950,Edwards,2,4,6
1268,908102100,1214,140000,9170,Edwards,1,2,5
1269,527145080,1280,191500,5005,StoneBr,2,2,8
1270,534250300,1993,190000,14803,NWAmes,2,4,6
1271,905301050,1824,302000,115149,ClearCr,2,2,7
1272,534202180,1141,158000,9600,NAmes,1,3,5
1273,531450170,1710,187000,9291,SawyerW,2,3,6
1274,533212120,1223,149900,2544,Somerst,2,2,7
1275,902109120,1656,119164,7628,OldTown,2,2,4
1276,535450310,1846,143000,10496,NAmes,2,3,6
1277,903201030,1143,138000,7111,BrkSide,1,2,5
1278,533236060,1586,170000,2645,Somerst,2,3,8
1279,908102130,1664,100000,9825,Edwards,2,4,5
1280,905105070,1060,154000,8246,Sawyer,1,3,5
1281,533241030,1950,239000,7399,Somerst,2,3,7
1282,923228260,1092,90500,1936,MeadowV,1,3,4
1283,534204030,925,135000,8125,NAmes,1,3,5
1284,535477020,1839,155000,7700,NAmes,1,4,6
1285,907192130,1494,221000,12803,CollgCr,2,3,7
1286,534151120,2288,230000,13774,NWAmes,1,4,7
1287,908102170,1196,144000,10044,Edwards,1,3,5
1288,907401050,1390,207000,8810,CollgCr,2,3,7
1289,902105060,1464,129000,9900,OldTown,2,3,5
1290,534431050,2461,197600,9724,NAmes,2,3,5
1291,528344060,1924,280000,12011,NoRidge,2,3,8
1292,909452114,1652,203135,19645,Crawfor,2,3,7
1293,909455040,1191,162500,3907,Blueste,2,2,8
1294,534276190,1014,98000,7785,NAmes,1,2,5
1295,907253060,1865,235000,10316,CollgCr,2,3,7
1296,902329090,1762,157000,7200,OldTown,1,4,7
1297,527453160,1456,143000,2308,NPkVill,2,4,6
1298,903233080,2009,150000,6240,BrkSide,2,4,7
1299,528292060,2322,225000,12460,Gilbert,2,4,7
1300,909256120,954,119750,6305,Crawfor,1,2,5
1301,906223220,2037,229000,10541,SawyerW,2,3,7
1302,535153150,1261,163000,9120,NAmes,1,3,6
1303,527163080,1187,160000,9556,Gilbert,2,3,7
1304,907414080,1476,173500,8633,CollgCr,2,3,6
1305,527402090,1109,139000,10500,NAmes,1,3,5
1306,535426260,1253,157000,10920,NAmes,1,2,6
1307,528322020,2551,384500,12191,NoRidge,2,4,8
1308,908152180,2233,141000,9555,Edwards,2,5,5
1309,909131170,1482,140000,12155,SWISU,2,4,6
1310,527146135,2687,270000,13108,StoneBr,2,4,8
1311,907255010,1358,220000,11088,CollgCr,1,1,8
1312,528142110,1944,360000,12378,NridgHt,2,3,9
1313,533223030,1452,156000,3768,Somerst,2,3,7
1314,907131120,1796,211000,9531,CollgCr,2,3,6
1315,534201130,980,135500,9750,NAmes,2,3,5
1316,528366050,3228,430000,12692,NoRidge,3,4,8
1317,528340030,3078,410000,10557,NoRidge,2,4,9
1318,903475020,825,125000,8235,OldTown,1,2,5
1319,908152290,1408,171500,7023,Edwards,2,3,5
1320,527163100,1658,188000,8000,Gilbert,2,3,6
1321,916477020,2262,305000,12244,Timber,2,4,8
1322,535456010,1556,119000,8512,NAmes,2,4,5
1323,534129080,1724,197900,17871,NWAmes,1,3,6
1324,535101020,1128,178000,11380,NAmes,1,2,6
1325,528320060,3627,625000,35760,NoRidge,3,4,10
1326,903234220,1582,150000,6120,BrkSide,2,3,5
1327,911370520,1646,250000,3811,Crawfor,2,2,7
1328,528218020,1536,176000,10237,Gilbert,2,3,6
1329,902325050,1768,163000,10800,OldTown,1,2,7
1330,905427070,2108,235000,13728,Edwards,2,4,6
1331,907252050,1762,222000,9930,CollgCr,2,3,7
1332,907253130,2153,313000,11050,CollgCr,2,3,9
1333,903429080,1826,155000,2500,OldTown,1,4,7
1334,527451060,987,106000,1869,BrDale,1,2,6
1335,907418040,1361,193000,9627,CollgCr,2,3,7
1336,911226030,864,65000,9000,IDOTRR,1,3,4
1337,535402230,1207,147000,9510,NAmes,1,3,6
1338,527427230,1337,184000,5858,NAmes,2,2,7
1339,903204030,1435,128250,8674,BrkSide,1,3,5
1340,923225360,988,91000,1596,MeadowV,1,2,4
1341,903202120,1577,140200,6435,BrkSide,1,3,6
1342,527455050,1548,147000,2364,NPkVill,2,3,6
1343,903231190,1344,115000,6240,BrkSide,1,3,5
1344,528275110,1995,219500,8740,Gilbert,2,4,7
1345,906202040,1298,180000,11200,SawyerW,2,3,6
1346,902401130,1482,143000,9000,OldTown,1,3,7
1347,528382030,1839,221000,16770,NoRidge,2,4,7
1348,907200190,1025,153500,8660,CollgCr,2,3,5
1349,531451110,923,143000,8012,SawyerW,2,2,6
1350,906340130,1720,332000,10816,CollgCr,2,3,9
1351,923400025,1362,143000,14115,Mitchel,1,1,5
1352,528480130,1550,241000,8125,Somerst,2,2,7
1353,534277070,952,135750,8475,NAmes,1,2,4
1354,907203060,882,112500,7700,CollgCr,1,3,5
1355,528480160,1665,205950,8125,Somerst,2,3,7
1356,907135050,990,146000,8428,CollgCr,1,3,5
1357,916403010,1412,175000,11457,Timber,2,3,6
1358,528482020,1660,256000,10625,Somerst,2,3,8
1359,905451320,1144,129000,9571,Edwards,1,3,5
1360,907135260,990,145000,9245,CollgCr,1,3,5
1361,527455280,1120,148800,10710,NAmes,1,3,5
1362,527451400,987,89500,1680,BrDale,1,2,6
1363,528290030,1374,167000,9734,Gilbert,2,3,7
1364,535154080,1442,157900,9750,NAmes,1,4,6
1365,909276110,1494,177500,7500,Crawfor,1,3,6
1366,914476010,1279,171500,10125,Mitchel,2,3,6
1367,535451210,1040,109900,7200,NAmes,1,2,4
1368,916402115,1651,184000,12416,Timber,2,3,6
1369,527375160,1875,184500,10530,NWAmes,3,3,6
1370,527252080,1710,334000,8118,StoneBr,2,2,9
1371,916380060,1537,294000,11563,Timber,2,3,8
1372,533125080,2683,290000,9205,NoRidge,2,4,6
1373,908275180,1470,135000,8172,Edwards,2,4,4
1374,528348030,2385,252000,10790,NoRidge,2,4,7
1375,907252190,1673,270000,11354,CollgCr,2,3,7
1376,527190220,1742,275000,6563,StoneBr,2,2,8
1377,534425015,1652,200000,22002,NAmes,1,3,6
1378,528172060,1606,255900,9658,NridgHt,2,3,8
1379,909455060,1020,200000,3907,Blueste,1,1,8
1380,527164120,1895,194500,10832,Gilbert,2,3,7
1381,534477270,1661,165500,9600,NAmes,1,3,6
1382,527105050,1604,187500,8702,Gilbert,2,3,6
1383,906394040,1614,225000,9316,CollgCr,2,3,7
1384,902206240,1245,100000,8239,OldTown,1,3,5
1385,909253010,1913,177000,7558,Crawfor,1,3,6
1386,909279080,1991,220000,11275,Crawfor,1,3,6
1387,907290040,1661,224900,12137,CollgCr,2,3,7
1388,535457020,1377,156500,8000,NAmes,1,3,5
1389,902204120,1566,139000,6000,OldTown,1,5,5
1390,535301170,1297,153000,8532,NAmes,1,3,5
1391,923228230,1092,88000,2217,MeadowV,1,3,4
1392,923202060,1771,115000,21750,Mitchel,1,3,5
1393,904302260,1392,100000,9900,SWISU,1,3,5
1394,909275250,1550,195000,21780,Crawfor,1,3,6
1395,531452080,1398,172000,7175,SawyerW,2,2,6
1396,528138020,1822,259000,14122,NridgHt,2,3,8
1397,905101330,1296,90000,10791,Sawyer,2,2,4
1398,916475110,1908,202900,14191,Timber,2,4,8
1399,534128020,2067,206000,12732,NWAmes,2,3,7
1400,909475300,1680,222000,21695,Crawfor,2,3,6
1401,527358090,1083,172000,9927,NWAmes,1,2,7
1402,909250120,1784,138887,13132,Crawfor,1,4,5
1403,909254150,1250,139000,5362,Crawfor,2,3,5
1404,905202190,1830,278000,20355,ClearCr,1,2,7
1405,527353060,2673,249000,12388,NWAmes,2,4,7
1406,905478220,1480,136500,11100,Edwards,1,4,5
1407,902456015,1020,64500,4761,IDOTRR,1,2,3
1408,916402015,1495,150000,12890,Timber,2,3,6
1409,905426100,2008,225000,7800,Edwards,3,3,5
1410,923228220,1092,93900,1495,MeadowV,1,3,4
1411,527182020,1204,130000,3701,StoneBr,2,2,8
1412,528175060,1314,230000,5001,NridgHt,2,2,7
1413,909451180,1229,124000,1300,Blueste,1,2,6
1414,908102040,2200,145900,8777,Edwards,2,4,5
1415,903230110,1216,115000,5520,BrkSide,1,3,5
1416,906223210,2020,239500,9828,SawyerW,2,3,8
1417,527377030,1309,181000,10140,NWAmes,1,3,6
1418,905101260,1464,175000,12886,Sawyer,2,3,5
1419,903426180,1962,149500,8094,OldTown,1,4,4
1420,916475020,1629,270000,14536,Timber,2,3,8
1421,905200490,960,145000,10246,Sawyer,0,0,4
1422,905401045,1363,241500,39104,ClearCr,1,2,7
1423,902205090,928,112500,6000,OldTown,1,3,5
1424,910205130,1558,152000,13710,IDOTRR,1,4,5
1425,528280130,1792,186500,10261,Gilbert,2,3,6
1426,534127130,1442,185000,11717,NWAmes,2,2,6
1427,526353030,2110,244000,11160,NAmes,2,3,7
1428,903481100,1344,82375,10320,IDOTRR,2,3,3
1429,535402120,1716,171000,9247,NAmes,1,4,6
1430,527302210,1782,220000,14450,NWAmes,2,3,7
1431,532378130,912,124000,8020,Sawyer,1,3,5
1432,902301130,1232,114000,4571,OldTown,1,3,5
1433,902103100,1378,128900,4080,OldTown,1,3,6
1434,535454100,1461,133500,10800,NAmes,2,4,4
1435,909250040,2601,189000,9842,SWISU,3,4,5
1436,902325070,2138,106000,8100,OldTown,2,2,5
1437,533125140,2786,372500,11025,NoRidge,2,4,9
1438,924100060,1632,173000,10457,Mitchel,1,4,5
1439,533251120,1232,162500,11120,Veenker,2,3,6
1440,907414020,1500,190000,8487,CollgCr,2,3,7
1441,535451110,864,129000,7200,NAmes,1,3,5
1442,535302130,1152,137500,9373,NAmes,1,3,5
1443,905402110,1350,146000,9375,Edwards,1,3,4
1444,534175100,1334,164500,10140,NWAmes,2,3,7
1445,527164060,1593,178000,9636,Gilbert,2,3,6
1446,907270050,2214,268500,10566,CollgCr,2,3,8
1447,528178010,2200,382500,15262,NridgHt,2,3,8
1448,907200230,1040,124000,8430,CollgCr,2,3,5
1449,527162090,1253,176000,7875,Gilbert,2,3,7
1450,527450460,1030,116000,1890,BrDale,1,3,6
1451,528106120,1618,252000,16163,NridgHt,2,2,8
1452,528294070,2291,230000,8738,Gilbert,2,4,7
1453,535455090,1278,127500,7200,NAmes,1,4,6
1454,535176070,1244,150000,11988,NAmes,1,3,6
1455,902405070,2495,184000,10800,OldTown,2,5,7
1456,535478090,864,105000,7000,NAmes,1,3,5
1457,907202130,1268,143500,9286,CollgCr,1,3,5
1458,902100030,764,73000,5232,OldTown,1,2,5
1459,902105050,1306,130000,15660,OldTown,1,3,5
1460,534252270,1978,176000,9900,NWAmes,2,4,7
1461,532377050,1040,145000,7476,Sawyer,1,3,5
1462,534177210,1242,175500,9600,NWAmes,1,3,7
1463,533221030,1512,168500,2117,Somerst,2,2,6
1464,909175030,1595,140000,8400,SWISU,1,2,6
1465,528164040,1792,374000,11846,NridgHt,2,2,9
1466,527402240,1479,184000,7472,NAmes,1,4,7
1467,528181070,1554,209500,4590,NridgHt,2,2,8
1468,535152130,1143,136000,8050,NAmes,1,3,5
1469,535353160,1544,138000,14190,OldTown,2,3,4
1470,907420080,1456,189000,8199,CollgCr,2,3,7
1471,907410130,1602,293200,10200,CollgCr,2,3,8
1472,534403410,1152,180500,14112,NAmes,1,3,5
1473,533205110,1378,214000,4379,Somerst,2,2,8
1474,907262050,1829,237000,9548,CollgCr,2,3,7
1475,902405100,1869,124900,8820,OldTown,1,2,5
1476,534251280,1632,173000,9130,NWAmes,1,4,6
1477,533205060,1488,260000,4835,Somerst,2,2,7
1478,907405130,1337,185000,8450,CollgCr,2,3,7
1479,924100050,1479,161000,10544,Mitchel,2,5,5
1480,923225370,988,94900,1596,MeadowV,1,1,4
1481,906203120,2196,271900,14684,SawyerW,2,3,7
1482,903400220,2134,214500,11888,BrkSide,2,5,6
1483,911370530,1646,300000,3842,Crawfor,2,2,8
1484,528235120,1593,193000,7415,Gilbert,2,3,6
1485,532477040,2167,294000,17542,Veenker,2,3,7
1486,528228430,1548,225000,3072,Blmngtn,2,2,7
1487,527357110,1308,146900,9743,NWAmes,1,3,5
1488,907202100,907,130000,16300,CollgCr,1,3,5
1489,534127190,2156,262500,20781,NWAmes,2,3,7
1490,535125070,1567,256000,14695,NAmes,2,2,6
1491,535401080,1287,162000,9830,NAmes,1,3,5
1492,534403400,1488,167000,10368,NAmes,1,3,6
1493,908188150,1708,130000,3363,Edwards,2,3,7
1494,527427160,1337,155000,4113,NAmes,2,2,6
1495,528326060,2285,248000,11000,NoRidge,2,4,8
1496,531385130,1494,215000,16196,SawyerW,2,3,7
1497,906230030,2787,269500,7976,SawyerW,4,6,7
1498,906426210,1759,233500,16698,ClearCr,2,3,7
1499,527162110,1718,185000,10141,Gilbert,2,3,7
1500,527276150,864,141000,19138,Gilbert,1,2,4
1501,907201230,1282,174000,10385,CollgCr,2,3,6
1502,905104110,992,145000,10265,Sawyer,1,3,5
1503,914476330,1478,210000,9928,Mitchel,2,3,7
1504,907290160,848,133000,4435,CollgCr,1,1,6
1505,907125080,1100,145000,13015,CollgCr,1,3,5
1506,908188110,1709,134000,2522,Edwards,2,3,7
1507,528172150,1914,279000,13215,NridgHt,2,3,8
1508,535350040,936,129000,5868,NAmes,1,2,5
1509,535302140,950,130000,12774,NAmes,1,2,5
1510,528108010,1600,256300,14230,NridgHt,2,3,8
1511,531375090,1114,142000,13072,SawyerW,1,3,5
1512,526353050,2117,237500,12925,NAmes,2,4,6
1513,909276170,1660,188700,11988,Crawfor,1,3,6
1514,528228295,1569,175900,3635,Blmngtn,2,1,7
1515,907202050,1040,150500,8800,CollgCr,2,3,5
1516,916477060,2486,279900,11800,Timber,3,5,7
1517,905107240,1721,180000,10335,Sawyer,2,3,5
1518,535305180,1008,134500,8923,NAmes,1,2,5
1519,531453040,1564,171000,8400,SawyerW,2,3,6
1520,923277040,816,138000,6600,Mitchel,1,2,5
1521,528435070,1588,227000,10000,Somerst,2,3,8
1522,527454120,1055,148500,2529,NPkVill,2,2,7
1523,923228290,630,84500,1936,MeadowV,1,1,4
1524,903451090,1930,149000,6876,IDOTRR,2,4,6
1525,527354050,1353,192350,10400,NWAmes,2,2,6
1526,526351010,1329,172000,14267,NAmes,1,3,6
1527,908128110,1656,165400,6931,Edwards,2,3,7
1528,905427050,1674,185000,21780,Edwards,2,4,6
1529,923230200,796,131900,7689,Mitchel,1,2,5
1530,528228565,1506,213490,3013,Blmngtn,2,2,7
1531,906402070,2062,277000,14364,SawyerW,2,3,7
1532,528431070,1658,257500,10206,Somerst,2,3,8
1533,532378120,864,62383,8281,Sawyer,1,3,5
1534,907290020,2097,274300,9750,CollgCr,2,3,7
1535,905106210,1159,158000,11553,Sawyer,1,3,5
1536,534276290,882,106500,8339,NAmes,1,3,5
1537,528458140,1530,250000,12606,Somerst,2,3,9
1538,903453080,2294,202500,13200,IDOTRR,3,5,6
1539,910203290,1012,118400,8263,IDOTRR,1,2,6
1540,534226060,1200,146000,9230,NAmes,1,1,5
1541,534178010,1052,127000,10800,NWAmes,1,3,6
1542,907401060,1928,219500,8200,CollgCr,2,4,7
1543,911225110,936,78000,8520,IDOTRR,1,2,3
1544,908250030,944,82000,10206,Edwards,1,2,3
1545,909281010,2345,239000,16560,Crawfor,2,4,6
1546,914475010,926,156450,9750,Mitchel,1,2,6
1547,923225050,1142,134000,4224,MeadowV,1,3,5
1548,916455170,1894,214900,11316,Timber,2,4,7
1549,534451170,729,52000,4130,BrkSide,1,2,3
1550,909175080,438,60000,8400,SWISU,1,1,2
1551,906225210,996,147000,9069,SawyerW,1,2,6
1552,903234090,1902,123500,6120,OldTown,2,4,5
1553,907251090,2031,237000,9473,CollgCr,2,3,8
1554,905475500,845,84000,11500,Edwards,1,3,4
1555,528458180,1448,238500,7500,Somerst,2,2,8
1556,909252170,1436,141500,6720,Crawfor,1,3,6
1557,906425045,1445,138500,14235,SawyerW,2,3,6
