,SalePrice,GrLivArea,LotArea,OverallQual,BSMT_LowQual,house_age_years,GarageCars,FullBath,HalfBath,BsmtExposure_ord,SaleTypeNew,PorchSF,ExterQualDisc,OverallCondDisc,BSMT_HighQual,KitchenQualDisc,Fireplaces,Pool,BedroomAbvGr,water_tower,graveyard,police,optician,slipway,bar,farmyard,cinema,supermarket,hotel,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,MasVnrType_None,MasVnrType_Stone
316,127000,1252,7438,0.28571428571428564,504.0,98.48219178082192,2.0,1,0,1,0,0,-0.04761904761904773,-0.5476190476190477,0.0,-0.04761904761904773,0,0,3,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1238,313000,2153,11050,0.857142857142857,536.0,9.336986301369864,3.0,2,1,2,0,142,0.19047619047619035,0.5238095238095237,904.0,-0.1428571428571429,2,0,3,1,0,0,1,0,1,7,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,149900,1466,17755,0.28571428571428564,1466.0,47.865753424657534,2.0,1,1,1,0,240,-0.04761904761904773,0.11904761904761901,0.0,0.28571428571428564,2,0,3,0,0,0,1,0,1,1,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,257000,2279,19958,0.42857142857142855,585.0,49.52876712328767,2.0,2,1,1,0,138,0.09523809523809518,-0.4047619047619047,0.0,-0.23809523809523808,1,0,4,1,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1949,128000,1232,6000,0.42857142857142855,600.0,68.13150684931507,1.0,1,1,2,0,0,0.09523809523809518,-0.07142857142857145,0.0,0.09523809523809518,2,0,3,0,1,1,1,0,4,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
874,182000,1560,11679,0.28571428571428564,1164.0,44.35890410958904,2.0,2,0,4,0,397,-0.04761904761904773,-0.047619047619047616,612.0,-0.04761904761904773,1,0,3,1,1,1,1,0,11,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
660,335000,1743,10367,0.857142857142857,724.0,1.4164383561643836,3.0,2,0,2,0,45,-0.1428571428571429,0.5238095238095237,1015.0,-0.1428571428571429,1,0,3,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
531,195500,1594,10125,0.5714285714285714,846.0,5.501369863013698,2.0,2,1,2,0,48,-0.09523809523809523,0.23809523809523814,0.0,-0.09523809523809523,1,0,3,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
255,135000,1666,5160,0.42857142857142855,1204.0,82.63835616438357,1.0,1,0,1,0,148,0.09523809523809518,-0.07142857142857145,0.0,0.09523809523809518,0,0,3,0,0,1,1,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1054,85500,869,5900,0.14285714285714285,440.0,83.63835616438357,0.0,1,0,1,0,0,-0.19047619047619052,-0.5238095238095237,0.0,0.14285714285714285,0,0,2,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
662,134500,999,10205,0.28571428571428564,925.0,44.35890410958904,1.0,1,0,3,0,72,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,0,0,3,0,1,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2156,270000,1433,11980,0.5714285714285714,0.0,23.43013698630137,2.0,1,1,4,0,544,-0.09523809523809523,0.23809523809523814,1433.0,-0.09523809523809523,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,85000,1112,2592,0.28571428571428564,536.0,34.271232876712325,1.0,1,1,1,0,0,-0.04761904761904773,0.28571428571428564,0.0,-0.04761904761904773,0,0,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
901,181900,1429,14585,0.42857142857142855,1144.0,47.44657534246576,2.0,1,0,1,0,110,0.09523809523809518,-0.07142857142857145,0.0,-0.23809523809523808,2,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,100000,1047,10800,0.14285714285714285,641.0,122.66027397260274,1.0,1,0,1,0,0,-0.19047619047619052,-0.5238095238095237,0.0,-0.19047619047619052,0,0,2,0,1,1,1,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
765,139000,816,11625,0.28571428571428564,220.0,24.34520547945205,1.0,1,0,1,0,0,-0.04761904761904773,-0.3809523809523809,596.0,-0.04761904761904773,0,0,2,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2275,328000,2260,14000,0.5714285714285714,105.0,14.257534246575345,2.0,2,1,4,0,44,-0.09523809523809523,0.23809523809523814,1201.0,-0.09523809523809523,0,0,3,0,1,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1977,172500,1920,13650,0.28571428571428564,995.0,48.52876712328767,2.0,2,0,1,0,0,-0.380952380952381,-0.047619047619047616,57.0,-0.380952380952381,1,0,4,1,1,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
380,151000,1212,8471,0.42857142857142855,0.0,29.51506849315069,2.0,1,0,3,0,12,0.09523809523809518,-0.23809523809523797,506.0,0.09523809523809518,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1927,117250,914,8050,0.42857142857142855,142.0,4.249315068493151,0.0,1,0,3,0,0,0.09523809523809518,0.09523809523809529,772.0,-0.23809523809523808,0,0,2,1,0,0,1,0,2,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
864,130000,1630,22692,0.28571428571428564,1073.0,54.1972602739726,2.0,2,0,1,0,64,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,1,0,3,0,0,0,1,0,2,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1288,225000,1614,9316,0.5714285714285714,1558.0,1.1616438356164382,2.0,2,0,4,0,45,-0.09523809523809523,0.23809523809523814,56.0,-0.09523809523809523,1,0,3,1,0,0,0,0,0,7,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,165000,1470,8139,0.42857142857142855,204.0,13.75890410958904,2.0,2,1,1,0,49,0.09523809523809518,0.09523809523809529,476.0,0.09523809523809518,1,0,3,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,75500,630,1491,0.14285714285714285,150.0,38.35616438356164,0.0,1,0,3,0,24,-0.19047619047619052,-0.35714285714285715,480.0,-0.19047619047619052,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1037,110000,1374,9260,0.28571428571428564,884.0,70.21095890410959,1.0,1,0,1,0,100,-0.04761904761904773,0.11904761904761901,0.0,-0.04761904761904773,0,0,3,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2178,200000,1688,12798,0.42857142857142855,154.0,11.336986301369864,2.0,2,1,4,0,299,0.09523809523809518,0.09523809523809529,462.0,-0.23809523809523808,0,0,4,0,0,0,1,0,0,4,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1840,110000,984,9750,0.28571428571428564,984.0,49.44931506849315,1.0,1,0,1,0,0,-0.04761904761904773,-0.21428571428571436,0.0,0.28571428571428564,0,0,2,0,1,1,1,0,4,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,185000,1644,9649,0.42857142857142855,941.0,8.334246575342465,2.0,2,1,1,0,42,0.09523809523809518,0.09523809523809529,0.0,0.09523809523809518,1,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2448,135000,1064,10950,0.28571428571428564,864.0,58.36986301369863,1.0,1,0,1,0,0,-0.04761904761904773,-0.3809523809523809,0.0,0.28571428571428564,0,0,2,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
877,115500,1093,8516,0.14285714285714285,869.0,50.36438356164384,1.0,1,0,1,0,0,-0.19047619047619052,-0.35714285714285715,0.0,-0.19047619047619052,0,0,2,0,1,1,1,0,4,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2118,119000,1728,10624,0.28571428571428564,1688.0,43.86301369863013,1.0,2,0,1,0,0,-0.04761904761904773,0.11904761904761901,40.0,-0.04761904761904773,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
675,160000,1404,13383,0.28571428571428564,1188.0,40.18904109589041,2.0,2,0,1,0,16,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,1,0,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,455000,2042,13870,0.9999999999999998,590.0,1.747945205479452,3.0,2,0,4,1,226,-1.1102230246251565e-16,0.6666666666666665,1152.0,-1.1102230246251565e-16,1,0,3,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
290,151000,1217,7175,0.42857142857142855,939.0,15.424657534246576,2.0,2,0,1,0,64,-0.23809523809523808,0.09523809523809529,278.0,-0.23809523809523808,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1841,175900,1270,7242,0.5714285714285714,1270.0,2.495890410958904,2.0,2,0,1,0,96,-0.09523809523809523,0.23809523809523814,0.0,-0.09523809523809523,0,0,2,1,0,0,0,0,0,7,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
798,195500,1604,9535,0.42857142857142855,75.0,10.336986301369864,2.0,2,1,4,0,82,0.09523809523809518,0.09523809523809529,851.0,0.09523809523809518,0,0,3,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
523,96500,789,10594,0.28571428571428564,768.0,81.46849315068494,1.0,1,0,1,0,112,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,0,0,2,2,1,1,0,0,11,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
626,186500,1445,9750,0.5714285714285714,1421.0,4.419178082191781,2.0,2,0,2,0,35,-0.09523809523809523,0.23809523809523814,24.0,-0.09523809523809523,0,0,3,1,0,0,0,0,1,12,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
495,125500,1365,2160,0.28571428571428564,765.0,33.43561643835616,2.0,1,1,1,0,36,-0.04761904761904773,-0.21428571428571436,0.0,-0.380952380952381,1,0,3,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2455,159000,1734,9786,0.42857142857142855,912.0,44.44383561643836,2.0,1,1,1,0,128,0.09523809523809518,-0.23809523809523797,0.0,-0.23809523809523808,1,0,3,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,155000,1103,10000,0.42857142857142855,348.0,32.43561643835616,2.0,2,0,1,0,84,0.09523809523809518,-0.07142857142857145,755.0,0.09523809523809518,0,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,156000,1430,7750,0.5714285714285714,384.0,10.169863013698633,2.0,2,1,1,0,0,0.23809523809523803,0.23809523809523814,0.0,0.23809523809523803,1,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,125500,1154,5436,0.14285714285714285,796.0,88.3890410958904,1.0,1,0,1,0,96,-0.19047619047619052,-0.6904761904761905,0.0,-0.5238095238095237,0,0,3,0,0,1,1,0,4,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
790,203160,1737,8581,0.5714285714285714,851.0,0.5808219178082191,2.0,2,1,2,1,105,-0.09523809523809523,0.23809523809523814,0.0,-0.09523809523809523,0,0,3,1,0,0,1,0,1,12,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2245,140000,1710,10300,0.5714285714285714,576.0,89.30684931506849,2.0,2,0,1,0,75,0.23809523809523803,0.0714285714285714,0.0,0.23809523809523803,0,0,3,0,1,1,1,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2140,269500,1760,12878,0.5714285714285714,498.0,6.419178082191781,2.0,2,0,1,0,190,-0.09523809523809523,0.23809523809523814,1262.0,-0.09523809523809523,1,0,3,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,125500,1360,7200,0.28571428571428564,803.0,68.54246575342465,1.0,1,1,1,0,255,-0.04761904761904773,-0.21428571428571436,0.0,-0.380952380952381,0,0,2,0,0,1,1,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1696,180400,1465,8402,0.42857142857142855,789.0,12.336986301369864,2.0,2,1,1,0,75,0.09523809523809518,0.09523809523809529,0.0,0.09523809523809518,1,0,3,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228,277000,2144,159000,0.42857142857142855,1444.0,49.44657534246576,2.0,2,0,4,0,98,-0.23809523809523808,-0.23809523809523797,0.0,-0.23809523809523808,2,0,4,0,0,0,1,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
912,200000,1607,2645,0.7142857142857142,147.0,9.923287671232876,2.0,2,1,1,0,0,0.04761904761904756,0.38095238095238093,813.0,0.04761904761904756,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
417,145000,1728,11072,0.28571428571428564,1728.0,43.86301369863013,2.0,2,0,1,0,0,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1230,178000,1128,11380,0.42857142857142855,136.0,44.03013698630137,1.0,1,0,4,0,0,0.09523809523809518,-0.4047619047619047,944.0,-0.23809523809523808,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,99500,792,8520,0.28571428571428564,624.0,86.14520547945206,1.0,1,0,1,0,81,-0.380952380952381,-0.5476190476190477,0.0,-0.04761904761904773,0,0,2,0,1,1,1,0,4,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
79,132500,1412,6000,0.42857142857142855,780.0,70.37808219178082,1.0,1,0,1,0,0,0.09523809523809518,-0.07142857142857145,0.0,0.09523809523809518,1,0,4,0,1,1,1,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1214,141000,2233,9555,0.28571428571428564,0.0,28.10410958904109,2.0,2,1,0,0,0,-0.04761904761904773,-0.21428571428571436,0.0,-0.04761904761904773,0,0,5,0,0,0,1,0,1,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
492,187500,1472,14115,0.5714285714285714,336.0,29.435616438356163,2.0,2,0,3,0,48,0.23809523809523803,0.23809523809523814,1036.0,0.23809523809523803,2,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,120000,836,2280,0.5714285714285714,836.0,35.43835616438356,1.0,1,0,1,0,30,0.23809523809523803,0.0714285714285714,0.0,0.23809523809523803,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1169,140000,1344,5700,0.5714285714285714,672.0,78.71780821917808,2.0,1,1,1,0,70,0.23809523809523803,0.0714285714285714,0.0,-0.09523809523809523,1,0,3,0,1,1,1,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2401,172500,1556,17360,0.42857142857142855,782.0,61.04109589041096,2.0,2,0,1,0,150,0.09523809523809518,-0.07142857142857145,0.0,0.09523809523809518,1,0,3,0,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2213,188500,1337,5950,0.7142857142857142,1018.0,19.26027397260274,2.0,2,0,4,0,227,0.04761904761904756,0.38095238095238093,319.0,0.04761904761904756,1,0,2,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1342,162500,1232,11120,0.42857142857142855,1232.0,24.432876712328767,2.0,2,0,1,0,0,0.09523809523809518,-0.07142857142857145,0.0,0.09523809523809518,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
824,254900,1947,12552,0.5714285714285714,769.0,6.3342465753424655,2.0,2,1,1,0,136,-0.09523809523809523,0.23809523809523814,222.0,-0.09523809523809523,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2029,345000,2393,3951,0.9999999999999998,128.0,10.09041095890411,2.0,2,1,2,0,184,-1.1102230246251565e-16,0.6666666666666665,842.0,-1.1102230246251565e-16,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1928,203000,1444,10739,0.5714285714285714,172.0,7.252054794520548,2.0,2,0,1,0,40,-0.09523809523809523,0.23809523809523814,1259.0,-0.09523809523809523,0,0,3,1,0,0,0,0,1,12,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,116000,909,8450,0.28571428571428564,882.0,38.86027397260274,1.0,1,0,1,0,155,-0.04761904761904773,-0.21428571428571436,0.0,-0.04761904761904773,0,0,3,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1481,355000,2500,13543,0.7142857142857142,1152.0,3.4986301369863013,3.0,3,1,4,0,32,0.04761904761904756,0.38095238095238093,16.0,-0.2857142857142857,1,0,5,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1168,112000,1902,8930,0.42857142857142855,0.0,32.26849315068493,2.0,2,0,0,0,0,0.09523809523809518,0.09523809523809529,0.0,0.09523809523809518,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2253,134500,1269,9360,0.42857142857142855,621.0,46.865753424657534,1.0,1,1,1,0,236,-0.23809523809523808,-0.4047619047619047,0.0,0.09523809523809518,0,0,3,1,1,1,1,0,11,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2192,144000,1150,9600,0.28571428571428564,1078.0,52.78356164383562,1.0,1,0,1,0,175,-0.04761904761904773,-0.21428571428571436,0.0,-0.04761904761904773,0,0,2,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,145250,1383,11600,0.42857142857142855,1383.0,46.27945205479452,1.0,1,1,1,0,45,0.09523809523809518,0.09523809523809529,0.0,0.09523809523809518,0,0,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,163000,1362,10197,0.42857142857142855,1074.0,47.44657534246576,2.0,1,1,1,0,20,0.09523809523809518,0.09523809523809529,288.0,0.09523809523809518,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1024,187500,1498,13031,0.42857142857142855,99.0,11.504109589041096,2.0,2,1,1,0,44,0.09523809523809518,0.09523809523809529,592.0,0.09523809523809518,1,0,3,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
413,419005,1966,12291,0.9999999999999998,394.0,0.7479452054794521,3.0,2,0,3,1,52,-1.1102230246251565e-16,0.6666666666666665,1572.0,-1.1102230246251565e-16,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
592,123000,1055,2280,0.5714285714285714,622.0,34.605479452054794,2.0,2,0,1,0,27,0.23809523809523803,0.23809523809523814,435.0,0.23809523809523803,1,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1853,139400,1056,9250,0.28571428571428564,1056.0,53.53150684931507,1.0,1,0,1,0,0,-0.04761904761904773,-0.3809523809523809,0.0,-0.04761904761904773,0,0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1907,105000,864,7200,0.14285714285714285,576.0,56.61917808219178,1.0,1,0,1,0,115,-0.19047619047619052,-0.1904761904761904,0.0,-0.19047619047619052,0,0,2,0,1,1,1,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2232,179900,1234,11049,0.7142857142857142,1234.0,1.0,2.0,2,0,3,0,30,0.04761904761904756,0.38095238095238093,0.0,0.04761904761904756,0,0,3,1,0,0,0,0,1,12,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1178,158000,1141,9600,0.28571428571428564,539.0,39.52328767123288,1.0,1,0,3,0,78,-0.04761904761904773,-0.3809523809523809,602.0,-0.04761904761904773,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
